receive_index,topic_name,message_type,receive_wall_time_iso8601,receive_ros_time_sec,receive_ros_time_nanosec,receive_ros_time_ns,delta_receive_ms,source_stamp_sec,source_stamp_nanosec,source_stamp_ns,sequence,prev_sequence,delta_seq,sequence_gap,estimated_missing,seq,mode,status,move_ready,limits_ok,delta_ok,move_executed,axis_actual.A1,axis_actual.A2,axis_actual.A3,axis_actual.A4,axis_actual.A5,axis_actual.A6,position_actual.X,position_actual.Y,position_actual.Z,position_actual.A,position_actual.B,position_actual.C,rx_counter,bridge_safe_mode,bridge_allow_motion,batch_seq,batch_consumed,batch_active,unmapped_json
1,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-27T21:43:06.769405-04:00,1787881386,769399989,1787881386769399989,,,,,9364,,,0,0,9364,AxisTarget,1,False,True,False,False,0.0051,-89.863602,90.060799,0.1525,-0.0188,-0.1752,526.200745,-0.046768,888.303894,172.743301,89.820168,172.748383,828,False,True,164,1791,False,
2,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-27T21:43:06.896627-04:00,1787881386,896603038,1787881386896603038,127.203049,,,,9365,9364,1,0,0,9365,AxisTarget,1,False,True,False,False,0.0051,-89.863602,90.060799,0.1525,-0.0188,-0.1752,526.200745,-0.046768,888.303894,172.743301,89.820168,172.748383,828,False,True,164,1791,False,
3,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-27T21:43:07.025838-04:00,1787881387,25810933,1787881387025810933,129.207895,,,,9366,9365,1,0,0,9366,AxisTarget,1,False,True,False,False,0.0051,-89.863602,90.060799,0.1525,-0.0188,-0.1752,526.200745,-0.046768,888.303894,172.743301,89.820168,172.748383,828,False,True,164,1791,False,
4,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-27T21:43:07.149862-04:00,1787881387,149840028,1787881387149840028,124.029095,,,,9367,9366,1,0,0,9367,AxisTarget,1,False,True,False,False,0.0051,-89.863602,90.060799,0.1525,-0.0188,-0.1752,526.200745,-0.046768,888.303894,172.743301,89.820168,172.748383,828,False,True,164,1791,False,
5,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-27T21:43:07.362356-04:00,1787881387,362326196,1787881387362326196,212.486168,,,,9368,9367,1,0,0,9368,AxisTarget,1,False,True,False,False,0.0051,-89.863602,90.060799,0.1525,-0.0188,-0.1752,526.200745,-0.046768,888.303894,172.743301,89.820168,172.748383,829,False,True,164,1791,False,
6,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-27T21:43:07.487812-04:00,1787881387,487774301,1787881387487774301,125.448105,,,,9369,9368,1,0,0,9369,AxisTarget,1,False,True,False,False,0.0051,-89.863602,90.060799,0.1525,-0.0188,-0.1752,526.200745,-0.046768,888.303894,172.743301,89.820168,172.748383,829,False,True,164,1791,False,
7,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-27T21:43:07.611968-04:00,1787881387,611945261,1787881387611945261,124.17096,,,,9370,9369,1,0,0,9370,AxisTarget,1,False,True,False,False,0.0051,-89.863602,90.060799,0.1525,-0.0188,-0.1752,526.200745,-0.046768,888.303894,172.743301,89.820168,172.748383,829,False,True,164,1791,False,
8,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-27T21:43:07.734665-04:00,1787881387,734635498,1787881387734635498,122.690237,,,,9371,9370,1,0,0,9371,AxisTarget,1,False,True,False,False,0.0051,-89.863602,90.060799,0.1525,-0.0188,-0.1752,526.200745,-0.046768,888.303894,172.743301,89.820168,172.748383,829,False,True,164,1791,False,
9,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-27T21:43:07.958206-04:00,1787881387,958200715,1787881387958200715,223.565217,,,,9372,9371,1,0,0,9372,AxisTarget,1,False,True,False,False,0.0051,-89.863602,90.060799,0.1525,-0.0188,-0.1752,526.200745,-0.046768,888.303894,172.743301,89.820168,172.748383,830,False,True,164,1791,False,
10,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-27T21:43:08.082829-04:00,1787881388,82822333,1787881388082822333,124.621618,,,,9373,9372,1,0,0,9373,AxisTarget,1,False,True,False,False,0.0051,-89.863602,90.060799,0.1525,-0.0188,-0.1752,526.200745,-0.046768,888.303894,172.743301,89.820168,172.748383,830,False,True,164,1791,False,
11,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-27T21:43:08.206316-04:00,1787881388,206293766,1787881388206293766,123.471433,,,,9374,9373,1,0,0,9374,AxisTarget,1,False,True,False,False,0.0051,-89.863602,90.060799,0.1525,-0.0188,-0.1752,526.200745,-0.046768,888.303894,172.743301,89.820168,172.748383,830,False,True,164,1791,False,
12,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-27T21:43:08.334283-04:00,1787881388,334260723,1787881388334260723,127.966957,,,,9375,9374,1,0,0,9375,AxisTarget,1,False,True,False,False,0.0051,-89.863602,90.060799,0.1525,-0.0188,-0.1752,526.200745,-0.046768,888.303894,172.743301,89.820168,172.748383,830,False,True,164,1791,False,
13,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-27T21:43:08.553979-04:00,1787881388,553967877,1787881388553967877,219.707154,,,,9376,9375,1,0,0,9376,AxisTarget,1,False,True,False,False,0.0051,-89.863602,90.060799,0.1525,-0.0188,-0.1752,526.200745,-0.046768,888.303894,172.743301,89.820168,172.748383,831,False,True,164,1791,False,
14,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-27T21:43:08.681441-04:00,1787881388,681431181,1787881388681431181,127.463304,,,,9377,9376,1,0,0,9377,AxisTarget,1,False,True,False,False,0.0051,-89.863602,90.060799,0.1525,-0.0188,-0.1752,526.200745,-0.046768,888.303894,172.743301,89.820168,172.748383,831,False,True,164,1791,False,
15,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-27T21:43:08.806915-04:00,1787881388,806869160,1787881388806869160,125.437979,,,,9378,9377,1,0,0,9378,AxisTarget,1,False,True,False,False,0.0051,-89.863602,90.060799,0.1525,-0.0188,-0.1752,526.200745,-0.046768,888.303894,172.743301,89.820168,172.748383,831,False,True,164,1791,False,
16,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-27T21:43:08.933791-04:00,1787881388,933783104,1787881388933783104,126.913944,,,,9379,9378,1,0,0,9379,AxisTarget,1,False,True,False,False,0.0051,-89.863602,90.060799,0.1525,-0.0188,-0.1752,526.200745,-0.046768,888.303894,172.743301,89.820168,172.748383,831,False,True,164,1791,False,
17,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-27T21:43:09.157733-04:00,1787881389,157713887,1787881389157713887,223.930783,,,,9380,9379,1,0,0,9380,AxisTarget,1,False,True,False,False,0.0051,-89.863602,90.060799,0.1525,-0.0188,-0.1752,526.200745,-0.046768,888.303894,172.743301,89.820168,172.748383,832,False,True,164,1791,False,
18,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-27T21:43:09.290055-04:00,1787881389,290049544,1787881389290049544,132.335657,,,,9381,9380,1,0,0,9381,AxisTarget,1,False,True,False,False,0.0051,-89.863602,90.060799,0.1525,-0.0188,-0.1752,526.200745,-0.046768,888.303894,172.743301,89.820168,172.748383,832,False,True,164,1791,False,
19,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-27T21:43:09.414773-04:00,1787881389,414754993,1787881389414754993,124.705449,,,,9382,9381,1,0,0,9382,AxisTarget,1,False,True,False,False,0.0051,-89.863602,90.060799,0.1525,-0.0188,-0.1752,526.200745,-0.046768,888.303894,172.743301,89.820168,172.748383,832,False,True,164,1791,False,
20,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-27T21:43:09.542010-04:00,1787881389,541981457,1787881389541981457,127.226464,,,,9383,9382,1,0,0,9383,AxisTarget,1,False,True,False,False,0.0051,-89.863602,90.060799,0.1525,-0.0188,-0.1752,526.200745,-0.046768,888.303894,172.743301,89.820168,172.748383,832,False,True,164,1791,False,
21,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-27T21:43:09.758367-04:00,1787881389,758355252,1787881389758355252,216.373795,,,,9384,9383,1,0,0,9384,AxisTarget,1,False,True,False,False,0.0051,-89.863602,90.060799,0.1525,-0.0188,-0.1752,526.200745,-0.046768,888.303894,172.743301,89.820168,172.748383,833,False,True,164,1791,False,
22,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-27T21:43:09.878212-04:00,1787881389,878202629,1787881389878202629,119.847377,,,,9385,9384,1,0,0,9385,AxisTarget,1,False,True,False,False,0.0051,-89.863602,90.060799,0.1525,-0.0188,-0.1752,526.200745,-0.046768,888.303894,172.743301,89.820168,172.748383,833,False,True,164,1791,False,
23,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-27T21:43:10.004063-04:00,1787881390,4046161,1787881390004046161,125.843532,,,,9386,9385,1,0,0,9386,AxisTarget,1,False,True,False,False,0.0051,-89.863602,90.060799,0.1525,-0.0188,-0.1752,526.200745,-0.046768,888.303894,172.743301,89.820168,172.748383,833,False,True,164,1791,False,
24,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-27T21:43:10.129836-04:00,1787881390,129808675,1787881390129808675,125.762514,,,,9387,9386,1,0,0,9387,AxisTarget,1,False,True,False,False,0.0051,-89.863602,90.060799,0.1525,-0.0188,-0.1752,526.200745,-0.046768,888.303894,172.743301,89.820168,172.748383,833,False,True,164,1791,False,
