receive_index,topic_name,message_type,receive_wall_time_iso8601,receive_ros_time_sec,receive_ros_time_nanosec,receive_ros_time_ns,delta_receive_ms,source_stamp_sec,source_stamp_nanosec,source_stamp_ns,sequence,prev_sequence,delta_seq,sequence_gap,estimated_missing,seq,mode,status,move_ready,limits_ok,delta_ok,move_executed,axis_actual.A1,axis_actual.A2,axis_actual.A3,axis_actual.A4,axis_actual.A5,axis_actual.A6,position_actual.X,position_actual.Y,position_actual.Z,position_actual.A,position_actual.B,position_actual.C,rx_counter,bridge_safe_mode,bridge_allow_motion,unmapped_json
1,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-22T20:18:18.681059-04:00,1787444298,681013495,1787444298681013495,,,,,19013,,,0,0,19013,AxisTarget,1,False,True,True,False,0.0051,-89.863602,90.060799,0.1525,-0.0188,-0.1752,526.200745,-0.046768,888.303894,172.743301,89.820168,172.748383,5847,False,True,
2,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-22T20:18:18.816282-04:00,1787444298,816271152,1787444298816271152,135.257657,,,,19014,19013,1,0,0,19014,AxisTarget,1,False,True,True,False,0.0051,-89.863602,90.060799,0.1525,-0.0188,-0.1752,526.200745,-0.046768,888.303894,172.743301,89.820168,172.748383,5847,False,True,
3,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-22T20:18:18.975081-04:00,1787444298,975070234,1787444298975070234,158.799082,,,,19015,19014,1,0,0,19015,AxisTarget,1,False,True,True,False,0.0051,-89.863602,90.060799,0.1525,-0.0188,-0.1752,526.200745,-0.046768,888.303894,172.743301,89.820168,172.748383,5848,False,True,
4,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-22T20:18:19.087107-04:00,1787444299,87095035,1787444299087095035,112.024801,,,,19016,19015,1,0,0,19016,AxisTarget,1,False,True,True,False,0.0051,-89.863602,90.060799,0.1525,-0.0188,-0.1752,526.200745,-0.046768,888.303894,172.743301,89.820168,172.748383,5848,False,True,
5,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-22T20:18:19.203258-04:00,1787444299,203248338,1787444299203248338,116.153303,,,,19017,19016,1,0,0,19017,AxisTarget,1,False,True,True,False,0.0051,-89.863602,90.060799,0.1525,-0.0188,-0.1752,526.200745,-0.046768,888.303894,172.743301,89.820168,172.748383,5848,False,True,
6,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-22T20:18:19.311415-04:00,1787444299,311399766,1787444299311399766,108.151428,,,,19018,19017,1,0,0,19018,AxisTarget,1,False,True,True,False,0.0051,-89.863602,90.060799,0.1525,-0.0188,-0.1752,526.200745,-0.046768,888.303894,172.743301,89.820168,172.748383,5848,False,True,
7,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-22T20:18:19.495364-04:00,1787444299,495350889,1787444299495350889,183.951123,,,,19019,19018,1,0,0,19019,AxisTarget,1,False,True,True,False,0.0051,-89.863602,90.060799,0.1525,-0.0188,-0.1752,526.200745,-0.046768,888.303894,172.743301,89.820168,172.748383,5849,False,True,
8,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-22T20:18:19.607316-04:00,1787444299,607305639,1787444299607305639,111.95475,,,,19020,19019,1,0,0,19020,AxisTarget,1,False,True,True,False,0.0051,-89.863602,90.060799,0.1525,-0.0188,-0.1752,526.200745,-0.046768,888.303894,172.743301,89.820168,172.748383,5849,False,True,
9,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-22T20:18:19.719016-04:00,1787444299,719005862,1787444299719005862,111.700223,,,,19021,19020,1,0,0,19021,AxisTarget,1,False,True,True,False,0.0051,-89.863602,90.060799,0.1525,-0.0188,-0.1752,526.200745,-0.046768,888.303894,172.743301,89.820168,172.748383,5849,False,True,
10,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-22T20:18:19.833232-04:00,1787444299,833207470,1787444299833207470,114.201608,,,,19022,19021,1,0,0,19022,AxisTarget,1,False,True,True,False,0.0051,-89.863602,90.060799,0.1525,-0.0188,-0.1752,526.200745,-0.046768,888.303894,172.743301,89.820168,172.748383,5849,False,True,
11,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-22T20:18:20.024438-04:00,1787444300,24413700,1787444300024413700,191.20623,,,,19023,19022,1,0,0,19023,AxisTarget,1,False,True,True,False,0.0051,-89.863602,90.060799,0.1525,-0.0188,-0.1752,526.200745,-0.046768,888.303894,172.743301,89.820168,172.748383,5850,False,True,
12,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-22T20:18:20.138521-04:00,1787444300,138508688,1787444300138508688,114.094988,,,,19024,19023,1,0,0,19024,AxisTarget,1,False,True,True,False,0.0051,-89.863602,90.060799,0.1525,-0.0188,-0.1752,526.200745,-0.046768,888.303894,172.743301,89.820168,172.748383,5850,False,True,
13,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-22T20:18:20.252762-04:00,1787444300,252753106,1787444300252753106,114.244418,,,,19025,19024,1,0,0,19025,AxisTarget,1,False,True,True,False,0.0051,-89.863602,90.060799,0.1525,-0.0188,-0.1752,526.200745,-0.046768,888.303894,172.743301,89.820168,172.748383,5850,False,True,
14,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-22T20:18:20.360076-04:00,1787444300,360066014,1787444300360066014,107.312908,,,,19026,19025,1,0,0,19026,AxisTarget,1,False,True,True,False,0.0051,-89.863602,90.060799,0.1525,-0.0188,-0.1752,526.200745,-0.046768,888.303894,172.743301,89.820168,172.748383,5850,False,True,
15,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-22T20:18:20.543288-04:00,1787444300,543276832,1787444300543276832,183.210818,,,,19027,19026,1,0,0,19027,AxisTarget,1,False,True,True,False,0.0051,-89.863602,90.060799,0.1525,-0.0188,-0.1752,526.200745,-0.046768,888.303894,172.743301,89.820168,172.748383,5851,False,True,
16,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-22T20:18:20.655152-04:00,1787444300,655140461,1787444300655140461,111.863629,,,,19028,19027,1,0,0,19028,AxisTarget,1,False,True,True,False,0.0051,-89.863602,90.060799,0.1525,-0.0188,-0.1752,526.200745,-0.046768,888.303894,172.743301,89.820168,172.748383,5851,False,True,
17,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-22T20:18:20.768896-04:00,1787444300,768889703,1787444300768889703,113.749242,,,,19029,19028,1,0,0,19029,AxisTarget,1,False,True,True,False,0.0051,-89.863602,90.060799,0.1525,-0.0188,-0.1752,526.200745,-0.046768,888.303894,172.743301,89.820168,172.748383,5851,False,True,
18,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-22T20:18:20.879070-04:00,1787444300,879061134,1787444300879061134,110.171431,,,,19030,19029,1,0,0,19030,AxisTarget,1,False,True,True,False,0.0051,-89.863602,90.060799,0.1525,-0.0188,-0.1752,526.200745,-0.046768,888.303894,172.743301,89.820168,172.748383,5851,False,True,
19,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-22T20:18:21.063073-04:00,1787444301,63062241,1787444301063062241,184.001107,,,,19031,19030,1,0,0,19031,AxisTarget,1,False,True,True,False,0.0051,-89.863602,90.060799,0.1525,-0.0188,-0.1752,526.200745,-0.046768,888.303894,172.743301,89.820168,172.748383,5852,False,True,
