receive_index,topic_name,message_type,receive_wall_time_iso8601,receive_ros_time_sec,receive_ros_time_nanosec,receive_ros_time_ns,delta_receive_ms,source_stamp_sec,source_stamp_nanosec,source_stamp_ns,sequence,prev_sequence,delta_seq,sequence_gap,estimated_missing,seq,mode,status,move_ready,limits_ok,delta_ok,move_executed,axis_actual.A1,axis_actual.A2,axis_actual.A3,axis_actual.A4,axis_actual.A5,axis_actual.A6,position_actual.X,position_actual.Y,position_actual.Z,position_actual.A,position_actual.B,position_actual.C,rx_counter,bridge_safe_mode,bridge_allow_motion,unmapped_json
1,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-22T20:28:35.873723-04:00,1787444915,873691147,1787444915873691147,,,,,23444,,,0,0,23444,AxisTarget,1,False,True,True,False,0.0051,-89.863602,90.060799,0.1525,-0.0188,-0.1752,526.200745,-0.046768,888.303894,172.743301,89.820168,172.748383,7436,False,True,
2,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-22T20:28:36.030432-04:00,1787444916,30426882,1787444916030426882,156.735735,,,,23445,23444,1,0,0,23445,AxisTarget,1,False,True,True,False,0.0051,-89.863602,90.060799,0.1525,-0.0188,-0.1752,526.200745,-0.046768,888.303894,172.743301,89.820168,172.748383,7437,False,True,
3,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-22T20:28:36.061971-04:00,1787444916,61962586,1787444916061962586,31.535704,,,,23446,23445,1,0,0,23446,AxisTarget,1,False,True,True,False,0.0051,-89.863602,90.060799,0.1525,-0.0188,-0.1752,526.200745,-0.046768,888.303894,172.743301,89.820168,172.748383,7437,False,True,
4,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-22T20:28:36.171940-04:00,1787444916,171926797,1787444916171926797,109.964211,,,,23447,23446,1,0,0,23447,AxisTarget,1,False,True,True,False,0.0051,-89.863602,90.060799,0.1525,-0.0188,-0.1752,526.200745,-0.046768,888.303894,172.743301,89.820168,172.748383,7437,False,True,
5,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-22T20:28:36.285665-04:00,1787444916,285653338,1787444916285653338,113.726541,,,,23448,23447,1,0,0,23448,AxisTarget,1,False,True,True,False,0.0051,-89.863602,90.060799,0.1525,-0.0188,-0.1752,526.200745,-0.046768,888.303894,172.743301,89.820168,172.748383,7437,False,True,
6,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-22T20:28:36.469586-04:00,1787444916,469574016,1787444916469574016,183.920678,,,,23449,23448,1,0,0,23449,AxisTarget,1,False,True,True,False,0.0051,-89.863602,90.060799,0.1525,-0.0188,-0.1752,526.200745,-0.046768,888.303894,172.743301,89.820168,172.748383,7438,False,True,
7,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-22T20:28:36.582303-04:00,1787444916,582295774,1787444916582295774,112.721758,,,,23450,23449,1,0,0,23450,AxisTarget,1,False,True,True,False,0.0051,-89.863602,90.060799,0.1525,-0.0188,-0.1752,526.200745,-0.046768,888.303894,172.743301,89.820168,172.748383,7438,False,True,
8,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-22T20:28:36.693611-04:00,1787444916,693604464,1787444916693604464,111.30869,,,,23451,23450,1,0,0,23451,AxisTarget,1,False,True,True,False,0.0051,-89.863602,90.060799,0.1525,-0.0188,-0.1752,526.200745,-0.046768,888.303894,172.743301,89.820168,172.748383,7438,False,True,
9,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-22T20:28:36.806909-04:00,1787444916,806892664,1787444916806892664,113.2882,,,,23452,23451,1,0,0,23452,AxisTarget,1,False,True,True,False,0.0051,-89.863602,90.060799,0.1525,-0.0188,-0.1752,526.200745,-0.046768,888.303894,172.743301,89.820168,172.748383,7438,False,True,
10,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-22T20:28:36.987438-04:00,1787444916,987414011,1787444916987414011,180.521347,,,,23453,23452,1,0,0,23453,AxisTarget,1,False,True,True,False,0.0051,-89.863602,90.060799,0.1525,-0.0188,-0.1752,526.200745,-0.046768,888.303894,172.743301,89.820168,172.748383,7439,False,True,
11,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-22T20:28:37.097244-04:00,1787444917,97218453,1787444917097218453,109.804442,,,,23454,23453,1,0,0,23454,AxisTarget,1,False,True,True,False,0.0051,-89.863602,90.060799,0.1525,-0.0188,-0.1752,526.200745,-0.046768,888.303894,172.743301,89.820168,172.748383,7439,False,True,
12,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-22T20:28:37.209595-04:00,1787444917,209586688,1787444917209586688,112.368235,,,,23455,23454,1,0,0,23455,AxisTarget,1,False,True,True,False,0.0051,-89.863602,90.060799,0.1525,-0.0188,-0.1752,526.200745,-0.046768,888.303894,172.743301,89.820168,172.748383,7439,False,True,
13,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-22T20:28:37.321786-04:00,1787444917,321774787,1787444917321774787,112.188099,,,,23456,23455,1,0,0,23456,AxisTarget,1,False,True,True,False,0.0051,-89.863602,90.060799,0.1525,-0.0188,-0.1752,526.200745,-0.046768,888.303894,172.743301,89.820168,172.748383,7439,False,True,
14,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-22T20:28:37.510103-04:00,1787444917,510094958,1787444917510094958,188.320171,,,,23457,23456,1,0,0,23457,AxisTarget,1,False,True,True,False,0.0051,-89.863602,90.060799,0.1525,-0.0188,-0.1752,526.200745,-0.046768,888.303894,172.743301,89.820168,172.748383,7440,False,True,
15,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-22T20:28:37.621545-04:00,1787444917,621535346,1787444917621535346,111.440388,,,,23458,23457,1,0,0,23458,AxisTarget,1,False,True,True,False,0.0051,-89.863602,90.060799,0.1525,-0.0188,-0.1752,526.200745,-0.046768,888.303894,172.743301,89.820168,172.748383,7440,False,True,
16,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-22T20:28:37.733848-04:00,1787444917,733839812,1787444917733839812,112.304466,,,,23459,23458,1,0,0,23459,AxisTarget,1,False,True,True,False,0.0051,-89.863602,90.060799,0.1525,-0.0188,-0.1752,526.200745,-0.046768,888.303894,172.743301,89.820168,172.748383,7440,False,True,
17,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-22T20:28:37.841854-04:00,1787444917,841840794,1787444917841840794,108.000982,,,,23460,23459,1,0,0,23460,AxisTarget,1,False,True,True,False,0.0051,-89.863602,90.060799,0.1525,-0.0188,-0.1752,526.200745,-0.046768,888.303894,172.743301,89.820168,172.748383,7440,False,True,
18,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-22T20:28:38.025690-04:00,1787444918,25680369,1787444918025680369,183.839575,,,,23461,23460,1,0,0,23461,AxisTarget,1,False,True,True,False,0.0051,-89.863602,90.060799,0.1525,-0.0188,-0.1752,526.200745,-0.046768,888.303894,172.743301,89.820168,172.748383,7441,False,True,
19,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-22T20:28:38.213601-04:00,1787444918,213572760,1787444918213572760,187.892391,,,,23462,23461,1,0,0,23462,AxisTarget,1,True,True,True,False,0.0051,-89.863602,90.060799,0.1525,-0.0188,-0.1752,526.200745,-0.046768,888.303894,172.743301,89.820168,172.748383,7442,False,True,
20,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-22T20:28:38.397714-04:00,1787444918,397702419,1787444918397702419,184.129659,,,,23463,23462,1,0,0,23463,AxisTarget,1,True,True,True,True,0.004992,-89.867371,90.058105,0.143885,-0.017807,-0.161164,526.186951,-0.046228,888.323547,172.723419,89.822281,172.728455,7443,False,True,
21,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-22T20:28:38.586137-04:00,1787444918,586129290,1787444918586129290,188.426871,,,,23464,23463,1,0,0,23464,AxisTarget,1,True,True,True,False,5e-06,-89.999954,90.0,-0.004918,-0.003898,1.4e-05,525.004822,-0.000187,889.998657,57.442089,89.994102,57.442108,7444,False,True,
22,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-22T20:28:38.698611-04:00,1787444918,698592114,1787444918698592114,112.462824,,,,23465,23464,1,0,0,23465,AxisTarget,1,True,True,True,False,0.0,-90.0,90.0,-0.0049,-0.0039,0.0,525.0,0.0,890.005432,51.483074,89.993736,51.483074,7444,False,True,
23,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-22T20:28:38.809646-04:00,1787444918,809634665,1787444918809634665,111.042551,,,,23466,23465,1,0,0,23466,AxisTarget,1,True,True,True,True,-0.000157,-90.000015,89.999825,-0.004813,0.142521,-0.000327,524.999878,0.000933,889.941345,173.337906,89.957275,173.337799,7444,False,True,
24,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-22T20:28:38.924886-04:00,1787444918,924876927,1787444918924876927,115.242262,,,,23467,23466,1,0,0,23467,AxisTarget,1,True,True,True,False,-0.002044,-90.000168,89.998375,-0.004202,1.014373,-0.001988,524.988953,0.017307,888.81665,179.603409,89.144157,179.601501,7444,False,True,
25,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-22T20:28:39.108340-04:00,1787444919,108309350,1787444919108309350,183.432423,,,,23468,23467,1,0,0,23468,AxisTarget,1,True,True,True,False,-0.0025,-90.000198,89.9981,-0.0041,1.142,-0.0022,524.981323,0.023021,888.423889,179.685867,88.860077,179.68335,7445,False,True,
26,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-22T20:28:39.217714-04:00,1787444919,217703723,1787444919217703723,109.394373,,,,23469,23468,1,0,0,23469,AxisTarget,1,True,True,True,True,-0.0025,-90.000198,89.9981,-0.0041,1.142,-0.0022,524.981323,0.023021,888.423889,179.685867,88.860077,179.68335,7445,False,True,
