receive_index,topic_name,message_type,receive_wall_time_iso8601,receive_ros_time_sec,receive_ros_time_nanosec,receive_ros_time_ns,delta_receive_ms,source_stamp_sec,source_stamp_nanosec,source_stamp_ns,sequence,prev_sequence,delta_seq,sequence_gap,estimated_missing,seq,mode,status,move_ready,limits_ok,delta_ok,move_executed,axis_actual.A1,axis_actual.A2,axis_actual.A3,axis_actual.A4,axis_actual.A5,axis_actual.A6,position_actual.X,position_actual.Y,position_actual.Z,position_actual.A,position_actual.B,position_actual.C,bridge_safe_mode,bridge_allow_motion,unmapped_json
11,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-17T20:10:45.878652-04:00,1787011845,878634488,1787011845878634488,92.610977,,,,11,10,1,0,0,11,AxisTarget,1,False,True,False,False,0.000439,-90.0,90.000603,5.8e-05,90.000092,0.075332,444.99939,-0.003494,809.995544,-179.92511,-0.000694,-179.999939,False,True,
12,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-17T20:10:45.970547-04:00,1787011845,970475269,1787011845970475269,91.840781,,,,12,11,1,0,0,12,AxisTarget,1,False,True,False,False,0.000439,-90.0,90.000603,5.8e-05,90.000092,0.075332,444.99939,-0.003494,809.995544,-179.92511,-0.000694,-179.999939,False,True,
13,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-17T20:10:46.061295-04:00,1787011846,61271603,1787011846061271603,90.796334,,,,13,12,1,0,0,13,AxisTarget,1,False,True,False,False,0.000439,-90.0,90.000603,5.8e-05,90.000092,0.075332,444.99939,-0.003494,809.995544,-179.92511,-0.000694,-179.999939,False,True,
14,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-17T20:10:46.154657-04:00,1787011846,154627273,1787011846154627273,93.35567,,,,14,13,1,0,0,14,AxisTarget,1,False,True,False,False,0.000439,-90.0,90.000603,5.8e-05,90.000092,0.075332,444.99939,-0.003494,809.995544,-179.92511,-0.000694,-179.999939,False,True,
15,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-17T20:10:46.246084-04:00,1787011846,246047014,1787011846246047014,91.419741,,,,15,14,1,0,0,15,AxisTarget,1,False,True,False,False,0.000439,-90.0,90.000603,5.8e-05,90.000092,0.075332,444.99939,-0.003494,809.995544,-179.92511,-0.000694,-179.999939,False,True,
16,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-17T20:11:00.585377-04:00,1787011860,585354664,1787011860585354664,14339.30765,,,,17,15,2,2,1,17,AxisTarget,1,False,True,True,False,0.000439,-90.0,90.000603,5.8e-05,90.000092,0.075332,444.99939,-0.003494,809.995544,-179.92511,-0.000694,-179.999939,False,True,
17,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-17T20:11:00.749893-04:00,1787011860,749888030,1787011860749888030,164.533366,,,,18,17,1,0,0,18,AxisTarget,1,False,True,False,False,0.000439,-90.0,90.000603,5.8e-05,90.000092,0.075332,444.99939,-0.003494,809.995544,-179.92511,-0.000694,-179.999939,False,True,
18,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-17T20:11:00.906595-04:00,1787011860,906564015,1787011860906564015,156.675985,,,,19,18,1,0,0,19,AxisTarget,1,False,True,False,False,0.000439,-90.0,90.000603,5.8e-05,90.000092,0.075332,444.99939,-0.003494,809.995544,-179.92511,-0.000694,-179.999939,False,True,
19,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-17T20:11:01.062095-04:00,1787011861,62083295,1787011861062083295,155.51928,,,,20,19,1,0,0,20,AxisTarget,1,False,True,False,False,0.000439,-90.0,90.000603,5.8e-05,90.000092,0.075332,444.99939,-0.003494,809.995544,-179.92511,-0.000694,-179.999939,False,True,
20,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-17T20:11:01.150323-04:00,1787011861,150300400,1787011861150300400,88.217105,,,,21,20,1,0,0,21,AxisTarget,1,False,True,False,False,0.000439,-90.0,90.000603,5.8e-05,90.000092,0.075332,444.99939,-0.003494,809.995544,-179.92511,-0.000694,-179.999939,False,True,
21,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-17T20:11:01.309137-04:00,1787011861,309114608,1787011861309114608,158.814208,,,,22,21,1,0,0,22,AxisTarget,1,False,True,False,False,0.000439,-90.0,90.000603,5.8e-05,90.000092,0.075332,444.99939,-0.003494,809.995544,-179.92511,-0.000694,-179.999939,False,True,
22,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-17T20:11:01.465103-04:00,1787011861,465080906,1787011861465080906,155.966298,,,,23,22,1,0,0,23,AxisTarget,1,False,True,False,False,0.000439,-90.0,90.000603,5.8e-05,90.000092,0.075332,444.99939,-0.003494,809.995544,-179.92511,-0.000694,-179.999939,False,True,
23,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-17T20:11:01.554576-04:00,1787011861,554559566,1787011861554559566,89.47866,,,,24,23,1,0,0,24,AxisTarget,1,False,True,False,False,0.000439,-90.0,90.000603,5.8e-05,90.000092,0.075332,444.99939,-0.003494,809.995544,-179.92511,-0.000694,-179.999939,False,True,
24,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-17T20:11:01.713196-04:00,1787011861,713166733,1787011861713166733,158.607167,,,,25,24,1,0,0,25,AxisTarget,1,False,True,False,False,0.000439,-90.0,90.000603,5.8e-05,90.000092,0.075332,444.99939,-0.003494,809.995544,-179.92511,-0.000694,-179.999939,False,True,
25,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-17T20:11:01.872991-04:00,1787011861,872968081,1787011861872968081,159.801348,,,,26,25,1,0,0,26,AxisTarget,1,False,True,False,False,0.000439,-90.0,90.000603,5.8e-05,90.000092,0.075332,444.99939,-0.003494,809.995544,-179.92511,-0.000694,-179.999939,False,True,
26,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-17T20:11:01.962529-04:00,1787011861,962499450,1787011861962499450,89.531369,,,,27,26,1,0,0,27,AxisTarget,1,False,True,False,False,0.000439,-90.0,90.000603,5.8e-05,90.000092,0.075332,444.99939,-0.003494,809.995544,-179.92511,-0.000694,-179.999939,False,True,
27,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-17T20:11:02.118503-04:00,1787011862,118473259,1787011862118473259,155.973809,,,,28,27,1,0,0,28,AxisTarget,1,False,True,False,False,0.000439,-90.0,90.000603,5.8e-05,90.000092,0.075332,444.99939,-0.003494,809.995544,-179.92511,-0.000694,-179.999939,False,True,
28,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-17T20:11:02.275946-04:00,1787011862,275925859,1787011862275925859,157.4526,,,,29,28,1,0,0,29,AxisTarget,1,False,True,False,False,0.000439,-90.0,90.000603,5.8e-05,90.000092,0.075332,444.99939,-0.003494,809.995544,-179.92511,-0.000694,-179.999939,False,True,
29,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-17T20:11:02.367491-04:00,1787011862,367467572,1787011862367467572,91.541713,,,,30,29,1,0,0,30,AxisTarget,1,False,True,False,False,0.000439,-90.0,90.000603,5.8e-05,90.000092,0.075332,444.99939,-0.003494,809.995544,-179.92511,-0.000694,-179.999939,False,True,
30,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-17T20:11:02.529181-04:00,1787011862,529159448,1787011862529159448,161.691876,,,,31,30,1,0,0,31,AxisTarget,1,False,True,False,False,0.000439,-90.0,90.000603,5.8e-05,90.000092,0.075332,444.99939,-0.003494,809.995544,-179.92511,-0.000694,-179.999939,False,True,
31,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-17T20:11:02.689312-04:00,1787011862,689283101,1787011862689283101,160.123653,,,,32,31,1,0,0,32,AxisTarget,1,False,True,False,False,0.000439,-90.0,90.000603,5.8e-05,90.000092,0.075332,444.99939,-0.003494,809.995544,-179.92511,-0.000694,-179.999939,False,True,
32,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-17T20:11:02.847413-04:00,1787011862,847402219,1787011862847402219,158.119118,,,,33,32,1,0,0,33,AxisTarget,1,False,True,False,False,0.000439,-90.0,90.000603,5.8e-05,90.000092,0.075332,444.99939,-0.003494,809.995544,-179.92511,-0.000694,-179.999939,False,True,
33,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-17T20:11:03.001340-04:00,1787011863,1317647,1787011863001317647,153.915428,,,,34,33,1,0,0,34,AxisTarget,1,False,True,False,False,0.000439,-90.0,90.000603,5.8e-05,90.000092,0.075332,444.99939,-0.003494,809.995544,-179.92511,-0.000694,-179.999939,False,True,
34,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-17T20:11:03.161278-04:00,1787011863,161247045,1787011863161247045,159.929398,,,,35,34,1,0,0,35,AxisTarget,1,False,True,False,False,0.000439,-90.0,90.000603,5.8e-05,90.000092,0.075332,444.99939,-0.003494,809.995544,-179.92511,-0.000694,-179.999939,False,True,
35,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-17T20:11:03.318298-04:00,1787011863,318267959,1787011863318267959,157.020914,,,,36,35,1,0,0,36,AxisTarget,1,False,True,False,False,0.000439,-90.0,90.000603,5.8e-05,90.000092,0.075332,444.99939,-0.003494,809.995544,-179.92511,-0.000694,-179.999939,False,True,
36,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-17T20:11:03.481230-04:00,1787011863,481201678,1787011863481201678,162.933719,,,,37,36,1,0,0,37,AxisTarget,1,False,True,False,False,0.000439,-90.0,90.000603,5.8e-05,90.000092,0.075332,444.99939,-0.003494,809.995544,-179.92511,-0.000694,-179.999939,False,True,
37,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-17T20:11:03.644224-04:00,1787011863,644186240,1787011863644186240,162.984562,,,,38,37,1,0,0,38,AxisTarget,1,False,True,False,False,0.000439,-90.0,90.000603,5.8e-05,90.000092,0.075332,444.99939,-0.003494,809.995544,-179.92511,-0.000694,-179.999939,False,True,
38,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-17T20:11:03.801143-04:00,1787011863,801121135,1787011863801121135,156.934895,,,,39,38,1,0,0,39,AxisTarget,1,False,True,False,False,0.000439,-90.0,90.000603,5.8e-05,90.000092,0.075332,444.99939,-0.003494,809.995544,-179.92511,-0.000694,-179.999939,False,True,
39,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-17T20:11:03.961722-04:00,1787011863,961711242,1787011863961711242,160.590107,,,,40,39,1,0,0,40,AxisTarget,1,False,True,False,False,0.000439,-90.0,90.000603,5.8e-05,90.000092,0.075332,444.99939,-0.003494,809.995544,-179.92511,-0.000694,-179.999939,False,True,
40,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-17T20:11:04.121340-04:00,1787011864,121301272,1787011864121301272,159.59003,,,,41,40,1,0,0,41,AxisTarget,1,False,True,False,False,0.000439,-90.0,90.000603,5.8e-05,90.000092,0.075332,444.99939,-0.003494,809.995544,-179.92511,-0.000694,-179.999939,False,True,
41,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-17T20:11:04.281326-04:00,1787011864,281296934,1787011864281296934,159.995662,,,,42,41,1,0,0,42,AxisTarget,1,False,True,False,False,0.000439,-90.0,90.000603,5.8e-05,90.000092,0.075332,444.99939,-0.003494,809.995544,-179.92511,-0.000694,-179.999939,False,True,
42,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-17T20:11:04.442370-04:00,1787011864,442342061,1787011864442342061,161.045127,,,,43,42,1,0,0,43,AxisTarget,1,False,True,False,False,0.000439,-90.0,90.000603,5.8e-05,90.000092,0.075332,444.99939,-0.003494,809.995544,-179.92511,-0.000694,-179.999939,False,True,
43,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-17T20:11:04.600910-04:00,1787011864,600880344,1787011864600880344,158.538283,,,,44,43,1,0,0,44,AxisTarget,1,False,True,False,False,0.000439,-90.0,90.000603,5.8e-05,90.000092,0.075332,444.99939,-0.003494,809.995544,-179.92511,-0.000694,-179.999939,False,True,
44,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-17T20:11:04.693762-04:00,1787011864,693756838,1787011864693756838,92.876494,,,,45,44,1,0,0,45,AxisTarget,1,False,True,False,False,0.000439,-90.0,90.000603,5.8e-05,90.000092,0.075332,444.99939,-0.003494,809.995544,-179.92511,-0.000694,-179.999939,False,True,
45,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-17T20:11:04.851331-04:00,1787011864,851291921,1787011864851291921,157.535083,,,,46,45,1,0,0,46,AxisTarget,1,False,True,False,False,0.000439,-90.0,90.000603,5.8e-05,90.000092,0.075332,444.99939,-0.003494,809.995544,-179.92511,-0.000694,-179.999939,False,True,
46,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-17T20:11:05.005123-04:00,1787011865,5093839,1787011865005093839,153.801918,,,,47,46,1,0,0,47,AxisTarget,1,False,True,False,False,0.000439,-90.0,90.000603,5.8e-05,90.000092,0.075332,444.99939,-0.003494,809.995544,-179.92511,-0.000694,-179.999939,False,True,
47,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-17T20:11:05.093264-04:00,1787011865,93233003,1787011865093233003,88.139164,,,,48,47,1,0,0,48,AxisTarget,1,False,True,False,False,0.000439,-90.0,90.000603,5.8e-05,90.000092,0.075332,444.99939,-0.003494,809.995544,-179.92511,-0.000694,-179.999939,False,True,
48,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-17T20:11:05.254170-04:00,1787011865,254159784,1787011865254159784,160.926781,,,,49,48,1,0,0,49,AxisTarget,1,False,True,False,False,0.000439,-90.0,90.000603,5.8e-05,90.000092,0.075332,444.99939,-0.003494,809.995544,-179.92511,-0.000694,-179.999939,False,True,
49,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-17T20:11:05.409346-04:00,1787011865,409322662,1787011865409322662,155.162878,,,,50,49,1,0,0,50,AxisTarget,1,False,True,False,False,0.000439,-90.0,90.000603,5.8e-05,90.000092,0.075332,444.99939,-0.003494,809.995544,-179.92511,-0.000694,-179.999939,False,True,
50,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-17T20:11:05.501215-04:00,1787011865,501208918,1787011865501208918,91.886256,,,,51,50,1,0,0,51,AxisTarget,1,False,True,False,False,0.000439,-90.0,90.000603,5.8e-05,90.000092,0.075332,444.99939,-0.003494,809.995544,-179.92511,-0.000694,-179.999939,False,True,
51,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-17T20:11:05.658306-04:00,1787011865,658274977,1787011865658274977,157.066059,,,,52,51,1,0,0,52,AxisTarget,1,False,True,False,False,0.000439,-90.0,90.000603,5.8e-05,90.000092,0.075332,444.99939,-0.003494,809.995544,-179.92511,-0.000694,-179.999939,False,True,
52,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-17T20:11:05.813060-04:00,1787011865,813006829,1787011865813006829,154.731852,,,,53,52,1,0,0,53,AxisTarget,1,False,True,False,False,0.000439,-90.0,90.000603,5.8e-05,90.000092,0.075332,444.99939,-0.003494,809.995544,-179.92511,-0.000694,-179.999939,False,True,
53,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-17T20:11:05.905064-04:00,1787011865,905040519,1787011865905040519,92.03369,,,,54,53,1,0,0,54,AxisTarget,1,False,True,False,False,0.000439,-90.0,90.000603,5.8e-05,90.000092,0.075332,444.99939,-0.003494,809.995544,-179.92511,-0.000694,-179.999939,False,True,
54,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-17T20:11:06.060277-04:00,1787011866,60247326,1787011866060247326,155.206807,,,,55,54,1,0,0,55,AxisTarget,1,False,True,False,False,0.000439,-90.0,90.000603,5.8e-05,90.000092,0.075332,444.99939,-0.003494,809.995544,-179.92511,-0.000694,-179.999939,False,True,
55,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-17T20:11:06.216556-04:00,1787011866,216531592,1787011866216531592,156.284266,,,,56,55,1,0,0,56,AxisTarget,1,False,True,False,False,0.000439,-90.0,90.000603,5.8e-05,90.000092,0.075332,444.99939,-0.003494,809.995544,-179.92511,-0.000694,-179.999939,False,True,
56,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-17T20:11:06.308163-04:00,1787011866,308139815,1787011866308139815,91.608223,,,,57,56,1,0,0,57,AxisTarget,1,False,True,False,False,0.000439,-90.0,90.000603,5.8e-05,90.000092,0.075332,444.99939,-0.003494,809.995544,-179.92511,-0.000694,-179.999939,False,True,
57,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-17T20:11:06.468175-04:00,1787011866,468152880,1787011866468152880,160.013065,,,,58,57,1,0,0,58,AxisTarget,1,False,True,False,False,0.000439,-90.0,90.000603,5.8e-05,90.000092,0.075332,444.99939,-0.003494,809.995544,-179.92511,-0.000694,-179.999939,False,True,
58,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-17T20:11:06.626152-04:00,1787011866,626130259,1787011866626130259,157.977379,,,,59,58,1,0,0,59,AxisTarget,1,False,True,False,False,0.000439,-90.0,90.000603,5.8e-05,90.000092,0.075332,444.99939,-0.003494,809.995544,-179.92511,-0.000694,-179.999939,False,True,
59,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-17T20:11:06.720541-04:00,1787011866,720448894,1787011866720448894,94.318635,,,,60,59,1,0,0,60,AxisTarget,1,False,True,False,False,0.000439,-90.0,90.000603,5.8e-05,90.000092,0.075332,444.99939,-0.003494,809.995544,-179.92511,-0.000694,-179.999939,False,True,
60,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-17T20:11:06.880764-04:00,1787011866,880743099,1787011866880743099,160.294205,,,,61,60,1,0,0,61,AxisTarget,1,False,True,False,False,0.000439,-90.0,90.000603,5.8e-05,90.000092,0.075332,444.99939,-0.003494,809.995544,-179.92511,-0.000694,-179.999939,False,True,
61,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-17T20:11:07.044217-04:00,1787011867,44201054,1787011867044201054,163.457955,,,,62,61,1,0,0,62,AxisTarget,1,False,True,False,False,0.000439,-90.0,90.000603,5.8e-05,90.000092,0.075332,444.99939,-0.003494,809.995544,-179.92511,-0.000694,-179.999939,False,True,
62,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-17T20:11:07.203819-04:00,1787011867,203794164,1787011867203794164,159.59311,,,,63,62,1,0,0,63,AxisTarget,1,False,True,False,False,0.000439,-90.0,90.000603,5.8e-05,90.000092,0.075332,444.99939,-0.003494,809.995544,-179.92511,-0.000694,-179.999939,False,True,
63,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-17T20:11:07.369779-04:00,1787011867,369761288,1787011867369761288,165.967124,,,,64,63,1,0,0,64,AxisTarget,1,False,True,False,False,0.000439,-90.0,90.000603,5.8e-05,90.000092,0.075332,444.99939,-0.003494,809.995544,-179.92511,-0.000694,-179.999939,False,True,
64,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-17T20:11:07.530545-04:00,1787011867,530509299,1787011867530509299,160.748011,,,,65,64,1,0,0,65,AxisTarget,1,False,True,False,False,0.000439,-90.0,90.000603,5.8e-05,90.000092,0.075332,444.99939,-0.003494,809.995544,-179.92511,-0.000694,-179.999939,False,True,
65,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-17T20:11:07.620910-04:00,1787011867,620881370,1787011867620881370,90.372071,,,,66,65,1,0,0,66,AxisTarget,1,False,True,False,False,0.000439,-90.0,90.000603,5.8e-05,90.000092,0.075332,444.99939,-0.003494,809.995544,-179.92511,-0.000694,-179.999939,False,True,
66,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-17T20:11:07.780306-04:00,1787011867,780269953,1787011867780269953,159.388583,,,,67,66,1,0,0,67,AxisTarget,1,False,True,False,False,0.000439,-90.0,90.000603,5.8e-05,90.000092,0.075332,444.99939,-0.003494,809.995544,-179.92511,-0.000694,-179.999939,False,True,
67,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-17T20:11:07.945274-04:00,1787011867,945249614,1787011867945249614,164.979661,,,,68,67,1,0,0,68,AxisTarget,1,False,True,False,False,0.000439,-90.0,90.000603,5.8e-05,90.000092,0.075332,444.99939,-0.003494,809.995544,-179.92511,-0.000694,-179.999939,False,True,
68,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-17T20:11:08.104952-04:00,1787011868,104925219,1787011868104925219,159.675605,,,,69,68,1,0,0,69,AxisTarget,1,False,True,False,False,0.000439,-90.0,90.000603,5.8e-05,90.000092,0.075332,444.99939,-0.003494,809.995544,-179.92511,-0.000694,-179.999939,False,True,
69,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-17T20:11:08.260661-04:00,1787011868,260631776,1787011868260631776,155.706557,,,,70,69,1,0,0,70,AxisTarget,1,False,True,False,False,0.000439,-90.0,90.000603,5.8e-05,90.000092,0.075332,444.99939,-0.003494,809.995544,-179.92511,-0.000694,-179.999939,False,True,
70,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-17T20:11:08.414813-04:00,1787011868,414802608,1787011868414802608,154.170832,,,,71,70,1,0,0,71,AxisTarget,1,False,True,False,False,0.000439,-90.0,90.000603,5.8e-05,90.000092,0.075332,444.99939,-0.003494,809.995544,-179.92511,-0.000694,-179.999939,False,True,
71,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-17T20:11:08.572911-04:00,1787011868,572888958,1787011868572888958,158.08635,,,,72,71,1,0,0,72,AxisTarget,1,False,True,False,False,0.000439,-90.0,90.000603,5.8e-05,90.000092,0.075332,444.99939,-0.003494,809.995544,-179.92511,-0.000694,-179.999939,False,True,
72,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-17T20:11:08.733110-04:00,1787011868,733105198,1787011868733105198,160.21624,,,,73,72,1,0,0,73,AxisTarget,1,False,True,False,False,0.000439,-90.0,90.000603,5.8e-05,90.000092,0.075332,444.99939,-0.003494,809.995544,-179.92511,-0.000694,-179.999939,False,True,
73,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-17T20:11:08.889779-04:00,1787011868,889767730,1787011868889767730,156.662532,,,,74,73,1,0,0,74,AxisTarget,1,False,True,False,False,0.000439,-90.0,90.000603,5.8e-05,90.000092,0.075332,444.99939,-0.003494,809.995544,-179.92511,-0.000694,-179.999939,False,True,
74,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-17T20:11:09.112960-04:00,1787011869,112931457,1787011869112931457,223.163727,,,,75,74,1,0,0,75,AxisTarget,1,False,True,False,False,0.000439,-90.0,90.000603,5.8e-05,90.000092,0.075332,444.99939,-0.003494,809.995544,-179.92511,-0.000694,-179.999939,False,True,
75,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-17T20:11:09.270695-04:00,1787011869,270689679,1787011869270689679,157.758222,,,,76,75,1,0,0,76,AxisTarget,1,False,True,False,False,0.000439,-90.0,90.000603,5.8e-05,90.000092,0.075332,444.99939,-0.003494,809.995544,-179.92511,-0.000694,-179.999939,False,True,
76,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-17T20:11:09.429974-04:00,1787011869,429964411,1787011869429964411,159.274732,,,,77,76,1,0,0,77,AxisTarget,1,False,True,False,False,0.000439,-90.0,90.000603,5.8e-05,90.000092,0.075332,444.99939,-0.003494,809.995544,-179.92511,-0.000694,-179.999939,False,True,
77,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-17T20:11:09.590305-04:00,1787011869,590294120,1787011869590294120,160.329709,,,,78,77,1,0,0,78,AxisTarget,1,False,True,False,False,0.000439,-90.0,90.000603,5.8e-05,90.000092,0.075332,444.99939,-0.003494,809.995544,-179.92511,-0.000694,-179.999939,False,True,
