receive_index,topic_name,message_type,receive_wall_time_iso8601,receive_ros_time_sec,receive_ros_time_nanosec,receive_ros_time_ns,delta_receive_ms,source_stamp_sec,source_stamp_nanosec,source_stamp_ns,sequence,prev_sequence,delta_seq,sequence_gap,estimated_missing,seq,mode,status,move_ready,limits_ok,delta_ok,move_executed,axis_actual.A1,axis_actual.A2,axis_actual.A3,axis_actual.A4,axis_actual.A5,axis_actual.A6,position_actual.X,position_actual.Y,position_actual.Z,position_actual.A,position_actual.B,position_actual.C,rx_counter,bridge_safe_mode,bridge_allow_motion,unmapped_json
1,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-22T20:32:04.214744-04:00,1787445124,214724500,1787445124214724500,,,,,24940,,,0,0,24940,AxisTarget,1,False,True,True,False,0.0051,-89.863602,90.060799,0.1525,-0.0188,-0.1752,526.200745,-0.046768,888.303894,172.743301,89.820168,172.748383,7977,False,True,
2,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-22T20:32:04.365276-04:00,1787445124,365254723,1787445124365254723,150.530223,,,,24941,24940,1,0,0,24941,AxisTarget,1,False,True,True,False,0.0051,-89.863602,90.060799,0.1525,-0.0188,-0.1752,526.200745,-0.046768,888.303894,172.743301,89.820168,172.748383,7977,False,True,
3,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-22T20:32:04.509067-04:00,1787445124,509028075,1787445124509028075,143.773352,,,,24942,24941,1,0,0,24942,AxisTarget,1,False,True,True,False,0.0051,-89.863602,90.060799,0.1525,-0.0188,-0.1752,526.200745,-0.046768,888.303894,172.743301,89.820168,172.748383,7978,False,True,
4,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-22T20:32:04.623491-04:00,1787445124,623480378,1787445124623480378,114.452303,,,,24943,24942,1,0,0,24943,AxisTarget,1,False,True,True,False,0.0051,-89.863602,90.060799,0.1525,-0.0188,-0.1752,526.200745,-0.046768,888.303894,172.743301,89.820168,172.748383,7978,False,True,
5,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-22T20:32:04.733393-04:00,1787445124,733360509,1787445124733360509,109.880131,,,,24944,24943,1,0,0,24944,AxisTarget,1,False,True,True,False,0.0051,-89.863602,90.060799,0.1525,-0.0188,-0.1752,526.200745,-0.046768,888.303894,172.743301,89.820168,172.748383,7978,False,True,
6,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-22T20:32:04.843764-04:00,1787445124,843753397,1787445124843753397,110.392888,,,,24945,24944,1,0,0,24945,AxisTarget,1,False,True,True,False,0.0051,-89.863602,90.060799,0.1525,-0.0188,-0.1752,526.200745,-0.046768,888.303894,172.743301,89.820168,172.748383,7978,False,True,
7,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-22T20:32:05.027249-04:00,1787445125,27242411,1787445125027242411,183.489014,,,,24946,24945,1,0,0,24946,AxisTarget,1,False,True,True,False,0.0051,-89.863602,90.060799,0.1525,-0.0188,-0.1752,526.200745,-0.046768,888.303894,172.743301,89.820168,172.748383,7979,False,True,
8,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-22T20:32:05.135565-04:00,1787445125,135555651,1787445125135555651,108.31324,,,,24947,24946,1,0,0,24947,AxisTarget,1,False,True,True,False,0.0051,-89.863602,90.060799,0.1525,-0.0188,-0.1752,526.200745,-0.046768,888.303894,172.743301,89.820168,172.748383,7979,False,True,
9,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-22T20:32:05.247643-04:00,1787445125,247633503,1787445125247633503,112.077852,,,,24948,24947,1,0,0,24948,AxisTarget,1,False,True,True,False,0.0051,-89.863602,90.060799,0.1525,-0.0188,-0.1752,526.200745,-0.046768,888.303894,172.743301,89.820168,172.748383,7979,False,True,
10,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-22T20:32:05.359365-04:00,1787445125,359358740,1787445125359358740,111.725237,,,,24949,24948,1,0,0,24949,AxisTarget,1,False,True,True,False,0.0051,-89.863602,90.060799,0.1525,-0.0188,-0.1752,526.200745,-0.046768,888.303894,172.743301,89.820168,172.748383,7979,False,True,
