receive_index,topic_name,message_type,receive_wall_time_iso8601,receive_ros_time_sec,receive_ros_time_nanosec,receive_ros_time_ns,delta_receive_ms,source_stamp_sec,source_stamp_nanosec,source_stamp_ns,sequence,prev_sequence,delta_seq,sequence_gap,estimated_missing,seq,mode,status,move_ready,limits_ok,delta_ok,move_executed,axis_actual.A1,axis_actual.A2,axis_actual.A3,axis_actual.A4,axis_actual.A5,axis_actual.A6,position_actual.X,position_actual.Y,position_actual.Z,position_actual.A,position_actual.B,position_actual.C,bridge_safe_mode,bridge_allow_motion,unmapped_json
11,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:37:59.960849-04:00,1787099879,960826290,1787099879960826290,163.672624,,,,11,10,1,0,0,11,AxisTarget,1,False,True,True,False,-0.000769,-90.000137,90.004944,-0.005467,90.016266,-0.000241,444.972412,0.013606,809.964783,-179.999466,-0.021074,179.994537,False,True,
12,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:38:00.065177-04:00,1787099880,65167222,1787099880065167222,104.340932,,,,12,11,1,0,0,12,AxisTarget,1,False,True,True,False,-0.000769,-90.000137,90.004944,-0.005467,90.016266,-0.000241,444.972412,0.013606,809.964783,-179.999466,-0.021074,179.994537,False,True,
13,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:38:00.174236-04:00,1787099880,174223197,1787099880174223197,109.055975,,,,13,12,1,0,0,13,AxisTarget,1,False,True,True,False,-0.000769,-90.000137,90.004944,-0.005467,90.016266,-0.000241,444.972412,0.013606,809.964783,-179.999466,-0.021074,179.994537,False,True,
14,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:38:00.286331-04:00,1787099880,286320614,1787099880286320614,112.097417,,,,14,13,1,0,0,14,AxisTarget,1,False,True,True,False,-0.000769,-90.000137,90.004944,-0.005467,90.016266,-0.000241,444.972412,0.013606,809.964783,-179.999466,-0.021074,179.994537,False,True,
15,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:38:00.393362-04:00,1787099880,393350265,1787099880393350265,107.029651,,,,15,14,1,0,0,15,AxisTarget,1,False,True,True,False,-0.000769,-90.000137,90.004944,-0.005467,90.016266,-0.000241,444.972412,0.013606,809.964783,-179.999466,-0.021074,179.994537,False,True,
16,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:38:00.561546-04:00,1787099880,561534619,1787099880561534619,168.184354,,,,16,15,1,0,0,16,AxisTarget,1,False,True,True,False,-0.000769,-90.000137,90.004944,-0.005467,90.016266,-0.000241,444.972412,0.013606,809.964783,-179.999466,-0.021074,179.994537,False,True,
17,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:38:00.673148-04:00,1787099880,673142637,1787099880673142637,111.608018,,,,17,16,1,0,0,17,AxisTarget,1,False,True,True,False,-0.000769,-90.000137,90.004944,-0.005467,90.016266,-0.000241,444.972412,0.013606,809.964783,-179.999466,-0.021074,179.994537,False,True,
18,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:38:00.781361-04:00,1787099880,781350367,1787099880781350367,108.20773,,,,18,17,1,0,0,18,AxisTarget,1,False,True,True,False,-0.000769,-90.000137,90.004944,-0.005467,90.016266,-0.000241,444.972412,0.013606,809.964783,-179.999466,-0.021074,179.994537,False,True,
19,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:38:00.889810-04:00,1787099880,889787503,1787099880889787503,108.437136,,,,19,18,1,0,0,19,AxisTarget,1,False,True,True,False,-0.000769,-90.000137,90.004944,-0.005467,90.016266,-0.000241,444.972412,0.013606,809.964783,-179.999466,-0.021074,179.994537,False,True,
20,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:38:01.002664-04:00,1787099881,2657308,1787099881002657308,112.869805,,,,20,19,1,0,0,20,AxisTarget,1,False,True,True,False,-0.000769,-90.000137,90.004944,-0.005467,90.016266,-0.000241,444.972412,0.013606,809.964783,-179.999466,-0.021074,179.994537,False,True,
21,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:38:01.163684-04:00,1787099881,163673160,1787099881163673160,161.015852,,,,21,20,1,0,0,21,AxisTarget,1,False,True,True,False,-0.000769,-90.000137,90.004944,-0.005467,90.016266,-0.000241,444.972412,0.013606,809.964783,-179.999466,-0.021074,179.994537,False,True,
22,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:38:01.265679-04:00,1787099881,265667733,1787099881265667733,101.994573,,,,22,21,1,0,0,22,AxisTarget,1,False,True,True,False,-0.000769,-90.000137,90.004944,-0.005467,90.016266,-0.000241,444.972412,0.013606,809.964783,-179.999466,-0.021074,179.994537,False,True,
23,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:38:01.373165-04:00,1787099881,373159797,1787099881373159797,107.492064,,,,23,22,1,0,0,23,AxisTarget,1,False,True,True,False,-0.000769,-90.000137,90.004944,-0.005467,90.016266,-0.000241,444.972412,0.013606,809.964783,-179.999466,-0.021074,179.994537,False,True,
24,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:38:01.485637-04:00,1787099881,485626736,1787099881485626736,112.466939,,,,24,23,1,0,0,24,AxisTarget,1,False,True,True,False,-0.000769,-90.000137,90.004944,-0.005467,90.016266,-0.000241,444.972412,0.013606,809.964783,-179.999466,-0.021074,179.994537,False,True,
25,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:38:01.593246-04:00,1787099881,593237847,1787099881593237847,107.611111,,,,25,24,1,0,0,25,AxisTarget,1,False,True,True,False,-0.000769,-90.000137,90.004944,-0.005467,90.016266,-0.000241,444.972412,0.013606,809.964783,-179.999466,-0.021074,179.994537,False,True,
26,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:38:01.754983-04:00,1787099881,754958931,1787099881754958931,161.721084,,,,26,25,1,0,0,26,AxisTarget,1,False,True,True,False,-0.000769,-90.000137,90.004944,-0.005467,90.016266,-0.000241,444.972412,0.013606,809.964783,-179.999466,-0.021074,179.994537,False,True,
27,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:38:01.859813-04:00,1787099881,859806280,1787099881859806280,104.847349,,,,27,26,1,0,0,27,AxisTarget,1,False,True,True,False,-0.000769,-90.000137,90.004944,-0.005467,90.016266,-0.000241,444.972412,0.013606,809.964783,-179.999466,-0.021074,179.994537,False,True,
28,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:38:01.965149-04:00,1787099881,965141921,1787099881965141921,105.335641,,,,28,27,1,0,0,28,AxisTarget,1,False,True,True,False,-0.000769,-90.000137,90.004944,-0.005467,90.016266,-0.000241,444.972412,0.013606,809.964783,-179.999466,-0.021074,179.994537,False,True,
29,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:38:02.075481-04:00,1787099882,75472224,1787099882075472224,110.330303,,,,29,28,1,0,0,29,AxisTarget,1,False,True,True,False,-0.000769,-90.000137,90.004944,-0.005467,90.016266,-0.000241,444.972412,0.013606,809.964783,-179.999466,-0.021074,179.994537,False,True,
30,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:38:02.189918-04:00,1787099882,189903780,1787099882189903780,114.431556,,,,30,29,1,0,0,30,AxisTarget,1,False,True,True,False,-0.000769,-90.000137,90.004944,-0.005467,90.016266,-0.000241,444.972412,0.013606,809.964783,-179.999466,-0.021074,179.994537,False,True,
31,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:38:02.349696-04:00,1787099882,349687106,1787099882349687106,159.783326,,,,31,30,1,0,0,31,AxisTarget,1,False,True,True,False,-0.000769,-90.000137,90.004944,-0.005467,90.016266,-0.000241,444.972412,0.013606,809.964783,-179.999466,-0.021074,179.994537,False,True,
32,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:38:02.457699-04:00,1787099882,457691205,1787099882457691205,108.004099,,,,32,31,1,0,0,32,AxisTarget,1,False,True,True,False,-0.000769,-90.000137,90.004944,-0.005467,90.016266,-0.000241,444.972412,0.013606,809.964783,-179.999466,-0.021074,179.994537,False,True,
33,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:38:02.566654-04:00,1787099882,566647909,1787099882566647909,108.956704,,,,33,32,1,0,0,33,AxisTarget,1,False,True,True,False,-0.000769,-90.000137,90.004944,-0.005467,90.016266,-0.000241,444.972412,0.013606,809.964783,-179.999466,-0.021074,179.994537,False,True,
34,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:38:02.674580-04:00,1787099882,674574059,1787099882674574059,107.92615,,,,34,33,1,0,0,34,AxisTarget,1,False,True,True,False,-0.000769,-90.000137,90.004944,-0.005467,90.016266,-0.000241,444.972412,0.013606,809.964783,-179.999466,-0.021074,179.994537,False,True,
35,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:38:02.785805-04:00,1787099882,785789578,1787099882785789578,111.215519,,,,35,34,1,0,0,35,AxisTarget,1,False,True,True,False,-0.000769,-90.000137,90.004944,-0.005467,90.016266,-0.000241,444.972412,0.013606,809.964783,-179.999466,-0.021074,179.994537,False,True,
36,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:38:02.945680-04:00,1787099882,945668913,1787099882945668913,159.879335,,,,36,35,1,0,0,36,AxisTarget,1,False,True,True,False,-0.000769,-90.000137,90.004944,-0.005467,90.016266,-0.000241,444.972412,0.013606,809.964783,-179.999466,-0.021074,179.994537,False,True,
37,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:38:03.053545-04:00,1787099883,53534748,1787099883053534748,107.865835,,,,37,36,1,0,0,37,AxisTarget,1,False,True,True,False,-0.000769,-90.000137,90.004944,-0.005467,90.016266,-0.000241,444.972412,0.013606,809.964783,-179.999466,-0.021074,179.994537,False,True,
38,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:38:03.162134-04:00,1787099883,162112686,1787099883162112686,108.577938,,,,38,37,1,0,0,38,AxisTarget,1,False,True,True,False,-0.000769,-90.000137,90.004944,-0.005467,90.016266,-0.000241,444.972412,0.013606,809.964783,-179.999466,-0.021074,179.994537,False,True,
39,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:38:03.269228-04:00,1787099883,269221668,1787099883269221668,107.108982,,,,39,38,1,0,0,39,AxisTarget,1,False,True,True,False,-0.000769,-90.000137,90.004944,-0.005467,90.016266,-0.000241,444.972412,0.013606,809.964783,-179.999466,-0.021074,179.994537,False,True,
40,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:38:03.377341-04:00,1787099883,377334374,1787099883377334374,108.112706,,,,40,39,1,0,0,40,AxisTarget,1,False,True,True,False,-0.000769,-90.000137,90.004944,-0.005467,90.016266,-0.000241,444.972412,0.013606,809.964783,-179.999466,-0.021074,179.994537,False,True,
41,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:38:03.537717-04:00,1787099883,537707668,1787099883537707668,160.373294,,,,41,40,1,0,0,41,AxisTarget,1,False,True,True,False,-0.000769,-90.000137,90.004944,-0.005467,90.016266,-0.000241,444.972412,0.013606,809.964783,-179.999466,-0.021074,179.994537,False,True,
42,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:38:03.645531-04:00,1787099883,645519142,1787099883645519142,107.811474,,,,42,41,1,0,0,42,AxisTarget,1,False,True,True,False,-0.000769,-90.000137,90.004944,-0.005467,90.016266,-0.000241,444.972412,0.013606,809.964783,-179.999466,-0.021074,179.994537,False,True,
43,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:38:03.757759-04:00,1787099883,757750860,1787099883757750860,112.231718,,,,43,42,1,0,0,43,AxisTarget,1,False,True,True,False,-0.000769,-90.000137,90.004944,-0.005467,90.016266,-0.000241,444.972412,0.013606,809.964783,-179.999466,-0.021074,179.994537,False,True,
44,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:38:03.865541-04:00,1787099883,865535355,1787099883865535355,107.784495,,,,44,43,1,0,0,44,AxisTarget,1,False,True,True,False,-0.000769,-90.000137,90.004944,-0.005467,90.016266,-0.000241,444.972412,0.013606,809.964783,-179.999466,-0.021074,179.994537,False,True,
45,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:38:03.972041-04:00,1787099883,972029831,1787099883972029831,106.494476,,,,45,44,1,0,0,45,AxisTarget,1,False,True,True,False,-0.000769,-90.000137,90.004944,-0.005467,90.016266,-0.000241,444.972412,0.013606,809.964783,-179.999466,-0.021074,179.994537,False,True,
46,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:38:04.133241-04:00,1787099884,133235057,1787099884133235057,161.205226,,,,46,45,1,0,0,46,AxisTarget,1,False,True,True,False,-0.000769,-90.000137,90.004944,-0.005467,90.016266,-0.000241,444.972412,0.013606,809.964783,-179.999466,-0.021074,179.994537,False,True,
47,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:38:04.241538-04:00,1787099884,241527089,1787099884241527089,108.292032,,,,47,46,1,0,0,47,AxisTarget,1,False,True,True,False,-0.000769,-90.000137,90.004944,-0.005467,90.016266,-0.000241,444.972412,0.013606,809.964783,-179.999466,-0.021074,179.994537,False,True,
48,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:38:04.346621-04:00,1787099884,346613759,1787099884346613759,105.08667,,,,48,47,1,0,0,48,AxisTarget,1,False,True,True,False,-0.000769,-90.000137,90.004944,-0.005467,90.016266,-0.000241,444.972412,0.013606,809.964783,-179.999466,-0.021074,179.994537,False,True,
49,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:38:04.453277-04:00,1787099884,453271059,1787099884453271059,106.6573,,,,49,48,1,0,0,49,AxisTarget,1,False,True,True,False,-0.000769,-90.000137,90.004944,-0.005467,90.016266,-0.000241,444.972412,0.013606,809.964783,-179.999466,-0.021074,179.994537,False,True,
50,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:38:04.561709-04:00,1787099884,561702749,1787099884561702749,108.43169,,,,50,49,1,0,0,50,AxisTarget,1,False,True,True,False,-0.000769,-90.000137,90.004944,-0.005467,90.016266,-0.000241,444.972412,0.013606,809.964783,-179.999466,-0.021074,179.994537,False,True,
51,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:38:04.724970-04:00,1787099884,724961366,1787099884724961366,163.258617,,,,51,50,1,0,0,51,AxisTarget,1,False,True,True,False,-0.000769,-90.000137,90.004944,-0.005467,90.016266,-0.000241,444.972412,0.013606,809.964783,-179.999466,-0.021074,179.994537,False,True,
52,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:38:04.836288-04:00,1787099884,836271779,1787099884836271779,111.310413,,,,52,51,1,0,0,52,AxisTarget,1,False,True,True,False,-0.000769,-90.000137,90.004944,-0.005467,90.016266,-0.000241,444.972412,0.013606,809.964783,-179.999466,-0.021074,179.994537,False,True,
53,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:38:04.950748-04:00,1787099884,950728331,1787099884950728331,114.456552,,,,53,52,1,0,0,53,AxisTarget,1,False,True,True,False,-0.000769,-90.000137,90.004944,-0.005467,90.016266,-0.000241,444.972412,0.013606,809.964783,-179.999466,-0.021074,179.994537,False,True,
54,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:38:05.061387-04:00,1787099885,61370913,1787099885061370913,110.642582,,,,54,53,1,0,0,54,AxisTarget,1,False,True,True,False,-0.000769,-90.000137,90.004944,-0.005467,90.016266,-0.000241,444.972412,0.013606,809.964783,-179.999466,-0.021074,179.994537,False,True,
55,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:38:05.169665-04:00,1787099885,169654142,1787099885169654142,108.283229,,,,55,54,1,0,0,55,AxisTarget,1,False,True,True,False,-0.000769,-90.000137,90.004944,-0.005467,90.016266,-0.000241,444.972412,0.013606,809.964783,-179.999466,-0.021074,179.994537,False,True,
56,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:38:05.328270-04:00,1787099885,328258123,1787099885328258123,158.603981,,,,56,55,1,0,0,56,AxisTarget,1,False,True,True,False,-0.000769,-90.000137,90.004944,-0.005467,90.016266,-0.000241,444.972412,0.013606,809.964783,-179.999466,-0.021074,179.994537,False,True,
57,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:38:05.437126-04:00,1787099885,437120506,1787099885437120506,108.862383,,,,57,56,1,0,0,57,AxisTarget,1,False,True,True,False,-0.000769,-90.000137,90.004944,-0.005467,90.016266,-0.000241,444.972412,0.013606,809.964783,-179.999466,-0.021074,179.994537,False,True,
58,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:38:05.544010-04:00,1787099885,544004308,1787099885544004308,106.883802,,,,58,57,1,0,0,58,AxisTarget,1,False,True,True,False,-0.000769,-90.000137,90.004944,-0.005467,90.016266,-0.000241,444.972412,0.013606,809.964783,-179.999466,-0.021074,179.994537,False,True,
59,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:38:05.650551-04:00,1787099885,650540069,1787099885650540069,106.535761,,,,59,58,1,0,0,59,AxisTarget,1,False,True,True,False,-0.000769,-90.000137,90.004944,-0.005467,90.016266,-0.000241,444.972412,0.013606,809.964783,-179.999466,-0.021074,179.994537,False,True,
60,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:38:05.757249-04:00,1787099885,757241155,1787099885757241155,106.701086,,,,60,59,1,0,0,60,AxisTarget,1,False,True,True,False,-0.000769,-90.000137,90.004944,-0.005467,90.016266,-0.000241,444.972412,0.013606,809.964783,-179.999466,-0.021074,179.994537,False,True,
61,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:38:05.925099-04:00,1787099885,925081485,1787099885925081485,167.84033,,,,61,60,1,0,0,61,AxisTarget,1,False,True,True,False,-0.000769,-90.000137,90.004944,-0.005467,90.016266,-0.000241,444.972412,0.013606,809.964783,-179.999466,-0.021074,179.994537,False,True,
62,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:38:06.017421-04:00,1787099886,17408000,1787099886017408000,92.326515,,,,62,61,1,0,0,62,AxisTarget,1,False,True,True,False,-0.000769,-90.000137,90.004944,-0.005467,90.016266,-0.000241,444.972412,0.013606,809.964783,-179.999466,-0.021074,179.994537,False,True,
63,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:38:06.126463-04:00,1787099886,126456535,1787099886126456535,109.048535,,,,63,62,1,0,0,63,AxisTarget,1,False,True,True,False,-0.000769,-90.000137,90.004944,-0.005467,90.016266,-0.000241,444.972412,0.013606,809.964783,-179.999466,-0.021074,179.994537,False,True,
64,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:38:06.234301-04:00,1787099886,234293529,1787099886234293529,107.836994,,,,64,63,1,0,0,64,AxisTarget,1,False,True,True,False,-0.000769,-90.000137,90.004944,-0.005467,90.016266,-0.000241,444.972412,0.013606,809.964783,-179.999466,-0.021074,179.994537,False,True,
65,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:38:06.345518-04:00,1787099886,345506342,1787099886345506342,111.212813,,,,65,64,1,0,0,65,AxisTarget,1,False,True,True,False,-0.000769,-90.000137,90.004944,-0.005467,90.016266,-0.000241,444.972412,0.013606,809.964783,-179.999466,-0.021074,179.994537,False,True,
66,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:38:06.516328-04:00,1787099886,516316577,1787099886516316577,170.810235,,,,66,65,1,0,0,66,AxisTarget,1,False,True,True,False,-0.000769,-90.000137,90.004944,-0.005467,90.016266,-0.000241,444.972412,0.013606,809.964783,-179.999466,-0.021074,179.994537,False,True,
67,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:38:06.641327-04:00,1787099886,641321311,1787099886641321311,125.004734,,,,67,66,1,0,0,67,AxisTarget,1,False,True,True,False,-0.000769,-90.000137,90.004944,-0.005467,90.016266,-0.000241,444.972412,0.013606,809.964783,-179.999466,-0.021074,179.994537,False,True,
68,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:38:06.766809-04:00,1787099886,766787441,1787099886766787441,125.46613,,,,68,67,1,0,0,68,AxisTarget,1,False,True,True,False,-0.000769,-90.000137,90.004944,-0.005467,90.016266,-0.000241,444.972412,0.013606,809.964783,-179.999466,-0.021074,179.994537,False,True,
69,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:38:06.888072-04:00,1787099886,888061742,1787099886888061742,121.274301,,,,69,68,1,0,0,69,AxisTarget,1,False,True,True,False,-0.000769,-90.000137,90.004944,-0.005467,90.016266,-0.000241,444.972412,0.013606,809.964783,-179.999466,-0.021074,179.994537,False,True,
70,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:38:07.046299-04:00,1787099887,46293524,1787099887046293524,158.231782,,,,70,69,1,0,0,70,AxisTarget,1,False,True,True,False,-0.000769,-90.000137,90.004944,-0.005467,90.016266,-0.000241,444.972412,0.013606,809.964783,-179.999466,-0.021074,179.994537,False,True,
71,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:38:07.162293-04:00,1787099887,162268646,1787099887162268646,115.975122,,,,71,70,1,0,0,71,AxisTarget,1,False,True,True,False,-0.000769,-90.000137,90.004944,-0.005467,90.016266,-0.000241,444.972412,0.013606,809.964783,-179.999466,-0.021074,179.994537,False,True,
72,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:38:07.268319-04:00,1787099887,268313692,1787099887268313692,106.045046,,,,72,71,1,0,0,72,AxisTarget,1,False,True,True,False,-0.000769,-90.000137,90.004944,-0.005467,90.016266,-0.000241,444.972412,0.013606,809.964783,-179.999466,-0.021074,179.994537,False,True,
73,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:38:07.372905-04:00,1787099887,372895715,1787099887372895715,104.582023,,,,73,72,1,0,0,73,AxisTarget,1,False,True,True,False,-0.000769,-90.000137,90.004944,-0.005467,90.016266,-0.000241,444.972412,0.013606,809.964783,-179.999466,-0.021074,179.994537,False,True,
74,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:38:07.548913-04:00,1787099887,548906382,1787099887548906382,176.010667,,,,74,73,1,0,0,74,AxisTarget,1,True,True,True,False,-0.000769,-90.000137,90.004997,-0.005409,90.016327,-0.000336,444.97229,0.013525,809.964355,-179.999573,-0.021188,179.994598,False,True,
75,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:38:07.731235-04:00,1787099887,731223015,1787099887731223015,182.316633,,,,75,74,1,0,0,75,AxisTarget,1,True,True,True,False,-0.000139,-90.000137,90.004997,-0.005409,90.016327,-0.000336,444.97229,0.002044,809.964355,179.998688,-0.021188,179.994598,False,True,
76,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:38:07.910710-04:00,1787099887,910704426,1787099887910704426,179.481411,,,,76,75,1,0,0,76,AxisTarget,1,True,True,True,False,0.009246,-90.000137,90.004997,-0.005409,90.016327,-0.000336,444.97229,-0.084106,809.964355,179.986679,-0.021188,179.994598,False,True,
77,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:38:08.026936-04:00,1787099888,26930574,1787099888026930574,116.226148,,,,77,76,1,0,0,77,AxisTarget,1,True,True,True,False,0.021738,-90.000137,90.004997,-0.005409,90.016327,-0.000335,444.97226,-0.194882,809.964355,179.971878,-0.021188,179.994583,False,True,
