receive_index,topic_name,message_type,receive_wall_time_iso8601,receive_ros_time_sec,receive_ros_time_nanosec,receive_ros_time_ns,delta_receive_ms,source_stamp_sec,source_stamp_nanosec,source_stamp_ns,sequence,prev_sequence,delta_seq,sequence_gap,estimated_missing,seq,mode,status,move_ready,limits_ok,delta_ok,move_executed,axis_actual.A1,axis_actual.A2,axis_actual.A3,axis_actual.A4,axis_actual.A5,axis_actual.A6,position_actual.X,position_actual.Y,position_actual.Z,position_actual.A,position_actual.B,position_actual.C,rx_counter,bridge_safe_mode,bridge_allow_motion,batch_seq,batch_consumed,batch_active,unmapped_json
1,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-31T21:00:53.909181-04:00,1788224453,909168605,1788224453909168605,,,,,33792,,,0,0,33792,AxisTarget,1,False,True,False,False,0.1935,-90.180397,89.82,0.0672,-0.0103,-0.0852,523.33429,-1.767401,893.156494,2.586455,89.628868,2.779885,8568,False,True,77,931,False,
2,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-31T21:00:54.029612-04:00,1788224454,29601479,1788224454029601479,120.432874,,,,33793,33792,1,0,0,33793,AxisTarget,1,False,True,False,False,0.1935,-90.180397,89.82,0.0672,-0.0103,-0.0852,523.33429,-1.767401,893.156494,2.586455,89.628868,2.779885,8568,False,True,77,931,False,
3,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-31T21:00:54.155570-04:00,1788224454,155559606,1788224454155559606,125.958127,,,,33794,33793,1,0,0,33794,AxisTarget,1,False,True,False,False,0.1935,-90.180397,89.82,0.0672,-0.0103,-0.0852,523.33429,-1.767401,893.156494,2.586455,89.628868,2.779885,8568,False,True,77,931,False,
4,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-31T21:00:54.283560-04:00,1788224454,283549488,1788224454283549488,127.989882,,,,33795,33794,1,0,0,33795,AxisTarget,1,False,True,False,False,0.1935,-90.180397,89.82,0.0672,-0.0103,-0.0852,523.33429,-1.767401,893.156494,2.586455,89.628868,2.779885,8568,False,True,77,931,False,
5,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-31T21:00:54.507384-04:00,1788224454,507379236,1788224454507379236,223.829748,,,,33796,33795,1,0,0,33796,AxisTarget,1,False,True,False,False,0.1935,-90.180397,89.82,0.0672,-0.0103,-0.0852,523.33429,-1.767401,893.156494,2.586455,89.628868,2.779885,8569,False,True,77,931,False,
6,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-31T21:00:54.631390-04:00,1788224454,631380218,1788224454631380218,124.000982,,,,33797,33796,1,0,0,33797,AxisTarget,1,False,True,False,False,0.1935,-90.180397,89.82,0.0672,-0.0103,-0.0852,523.33429,-1.767401,893.156494,2.586455,89.628868,2.779885,8569,False,True,77,931,False,
7,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-31T21:00:54.757350-04:00,1788224454,757339987,1788224454757339987,125.959769,,,,33798,33797,1,0,0,33798,AxisTarget,1,False,True,False,False,0.1935,-90.180397,89.82,0.0672,-0.0103,-0.0852,523.33429,-1.767401,893.156494,2.586455,89.628868,2.779885,8569,False,True,77,931,False,
8,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-31T21:00:54.881509-04:00,1788224454,881501551,1788224454881501551,124.161564,,,,33799,33798,1,0,0,33799,AxisTarget,1,False,True,False,False,0.1935,-90.180397,89.82,0.0672,-0.0103,-0.0852,523.33429,-1.767401,893.156494,2.586455,89.628868,2.779885,8569,False,True,77,931,False,
9,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-31T21:00:55.109175-04:00,1788224455,109149619,1788224455109149619,227.648068,,,,33800,33799,1,0,0,33800,AxisTarget,1,False,True,False,False,0.1935,-90.180397,89.82,0.0672,-0.0103,-0.0852,523.33429,-1.767401,893.156494,2.586455,89.628868,2.779885,8570,False,True,77,931,False,
10,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-31T21:00:55.231768-04:00,1788224455,231758473,1788224455231758473,122.608854,,,,33801,33800,1,0,0,33801,AxisTarget,1,False,True,False,False,0.1935,-90.180397,89.82,0.0672,-0.0103,-0.0852,523.33429,-1.767401,893.156494,2.586455,89.628868,2.779885,8570,False,True,77,931,False,
