receive_index,topic_name,message_type,receive_wall_time_iso8601,receive_ros_time_sec,receive_ros_time_nanosec,receive_ros_time_ns,delta_receive_ms,source_stamp_sec,source_stamp_nanosec,source_stamp_ns,sequence,prev_sequence,delta_seq,sequence_gap,estimated_missing,seq,mode,status,move_ready,limits_ok,delta_ok,move_executed,axis_actual.A1,axis_actual.A2,axis_actual.A3,axis_actual.A4,axis_actual.A5,axis_actual.A6,position_actual.X,position_actual.Y,position_actual.Z,position_actual.A,position_actual.B,position_actual.C,rx_counter,bridge_safe_mode,bridge_allow_motion,unmapped_json
1,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-22T20:35:28.422716-04:00,1787445328,422694957,1787445328422694957,,,,,26410,,,0,0,26410,AxisTarget,1,False,True,True,False,0.0051,-89.863602,90.060799,0.1525,-0.0188,-0.1752,526.200745,-0.046768,888.303894,172.743301,89.820168,172.748383,8507,False,True,
2,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-22T20:35:28.559655-04:00,1787445328,559638910,1787445328559638910,136.943953,,,,26411,26410,1,0,0,26411,AxisTarget,1,False,True,True,False,0.0051,-89.863602,90.060799,0.1525,-0.0188,-0.1752,526.200745,-0.046768,888.303894,172.743301,89.820168,172.748383,8507,False,True,
3,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-22T20:35:28.634093-04:00,1787445328,634082497,1787445328634082497,74.443587,,,,26412,26411,1,0,0,26412,AxisTarget,1,False,True,True,False,0.0051,-89.863602,90.060799,0.1525,-0.0188,-0.1752,526.200745,-0.046768,888.303894,172.743301,89.820168,172.748383,8507,False,True,
4,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-22T20:35:28.817934-04:00,1787445328,817915184,1787445328817915184,183.832687,,,,26413,26412,1,0,0,26413,AxisTarget,1,False,True,True,False,0.0051,-89.863602,90.060799,0.1525,-0.0188,-0.1752,526.200745,-0.046768,888.303894,172.743301,89.820168,172.748383,8508,False,True,
5,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-22T20:35:28.926254-04:00,1787445328,926244021,1787445328926244021,108.328837,,,,26414,26413,1,0,0,26414,AxisTarget,1,False,True,True,False,0.0051,-89.863602,90.060799,0.1525,-0.0188,-0.1752,526.200745,-0.046768,888.303894,172.743301,89.820168,172.748383,8508,False,True,
6,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-22T20:35:29.044216-04:00,1787445329,44204738,1787445329044204738,117.960717,,,,26415,26414,1,0,0,26415,AxisTarget,1,False,True,True,False,0.0051,-89.863602,90.060799,0.1525,-0.0188,-0.1752,526.200745,-0.046768,888.303894,172.743301,89.820168,172.748383,8508,False,True,
7,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-22T20:35:29.154280-04:00,1787445329,154266803,1787445329154266803,110.062065,,,,26416,26415,1,0,0,26416,AxisTarget,1,False,True,True,False,0.0051,-89.863602,90.060799,0.1525,-0.0188,-0.1752,526.200745,-0.046768,888.303894,172.743301,89.820168,172.748383,8508,False,True,
8,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-22T20:35:29.338393-04:00,1787445329,338374765,1787445329338374765,184.107962,,,,26417,26416,1,0,0,26417,AxisTarget,1,False,True,True,False,0.0051,-89.863602,90.060799,0.1525,-0.0188,-0.1752,526.200745,-0.046768,888.303894,172.743301,89.820168,172.748383,8509,False,True,
9,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-22T20:35:29.450216-04:00,1787445329,450209533,1787445329450209533,111.834768,,,,26418,26417,1,0,0,26418,AxisTarget,1,False,True,True,False,0.0051,-89.863602,90.060799,0.1525,-0.0188,-0.1752,526.200745,-0.046768,888.303894,172.743301,89.820168,172.748383,8509,False,True,
10,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-22T20:35:29.562138-04:00,1787445329,562132270,1787445329562132270,111.922737,,,,26419,26418,1,0,0,26419,AxisTarget,1,False,True,True,False,0.0051,-89.863602,90.060799,0.1525,-0.0188,-0.1752,526.200745,-0.046768,888.303894,172.743301,89.820168,172.748383,8509,False,True,
