receive_index,topic_name,message_type,receive_wall_time_iso8601,receive_ros_time_sec,receive_ros_time_nanosec,receive_ros_time_ns,delta_receive_ms,source_stamp_sec,source_stamp_nanosec,source_stamp_ns,sequence,prev_sequence,delta_seq,sequence_gap,estimated_missing,seq,mode,status,move_ready,limits_ok,delta_ok,move_executed,axis_actual.A1,axis_actual.A2,axis_actual.A3,axis_actual.A4,axis_actual.A5,axis_actual.A6,position_actual.X,position_actual.Y,position_actual.Z,position_actual.A,position_actual.B,position_actual.C,bridge_safe_mode,bridge_allow_motion,unmapped_json
55,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-17T18:56:32.368397-04:00,1787007392,368360360,1787007392368360360,158.654425,,,,698,697,1,0,0,698,AxisTarget,1,False,True,False,False,6.000712,-89.731613,89.733086,-0.008317,90.059113,0.075392,444.599274,-46.723179,809.984253,174.074692,-0.060573,179.991608,False,True,
56,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-17T18:56:32.527763-04:00,1787007392,527752707,1787007392527752707,159.392347,,,,699,698,1,0,0,699,AxisTarget,1,False,True,False,False,6.000712,-89.731613,89.733086,-0.008317,90.059113,0.075392,444.599274,-46.723179,809.984253,174.074692,-0.060573,179.991608,False,True,
57,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-17T18:56:32.705065-04:00,1787007392,705059403,1787007392705059403,177.306696,,,,700,699,1,0,0,700,AxisTarget,1,True,True,True,False,6.000712,-89.731613,89.733086,-0.008317,90.059113,0.075392,444.599274,-46.723179,809.984253,174.074692,-0.060573,179.991608,False,True,
58,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-17T18:56:32.904202-04:00,1787007392,904184314,1787007392904184314,199.124911,,,,701,700,1,0,0,701,AxisTarget,1,True,True,True,False,5.999706,-89.731613,89.733086,-0.008317,90.059113,0.075392,444.600708,-46.708477,809.984253,174.076889,-0.060573,179.991608,False,True,
59,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-17T18:56:33.096377-04:00,1787007393,96360247,1787007393096360247,192.175933,,,,702,701,1,0,0,702,AxisTarget,1,True,True,True,False,5.987752,-89.731613,89.733086,-0.008317,90.059113,0.075392,444.612183,-46.596794,809.984253,174.091873,-0.060573,179.991608,False,True,
60,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-17T18:56:33.296682-04:00,1787007393,296670839,1787007393296670839,200.310592,,,,703,702,1,0,0,703,AxisTarget,1,True,True,True,False,5.960702,-89.731613,89.733086,-0.008317,90.059113,0.075392,444.635254,-46.374084,809.984253,174.121155,-0.060573,179.991608,False,True,
61,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-17T18:56:33.491365-04:00,1787007393,491355587,1787007393491355587,194.684748,,,,704,703,1,0,0,704,AxisTarget,1,True,True,True,False,5.91974,-89.731613,89.733086,-0.008317,90.059113,0.075392,444.669708,-46.040329,809.984253,174.164734,-0.060573,179.991608,False,True,
62,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-17T18:56:33.684162-04:00,1787007393,684126410,1787007393684126410,192.770823,,,,705,704,1,0,0,705,AxisTarget,1,True,True,True,False,5.865742,-89.731613,89.733086,-0.008317,90.059113,0.075392,444.715302,-45.595505,809.984253,174.222641,-0.060573,179.991608,False,True,
63,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-17T18:56:33.874737-04:00,1787007393,874729199,1787007393874729199,190.602789,,,,706,705,1,0,0,706,AxisTarget,1,True,True,True,False,5.798016,-89.731613,89.733086,-0.008317,90.059113,0.075392,444.769226,-45.052036,809.984253,174.293228,-0.060573,179.991608,False,True,
64,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-17T18:56:34.064218-04:00,1787007394,64188911,1787007394064188911,189.459712,,,,707,706,1,0,0,707,AxisTarget,1,True,True,True,False,5.718397,-89.731613,89.733086,-0.008316,90.059113,0.075392,444.834198,-44.416546,809.984253,174.375641,-0.060573,179.991608,False,True,
65,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-17T18:56:34.254079-04:00,1787007394,254073867,1787007394254073867,189.884956,,,,708,707,1,0,0,708,AxisTarget,1,True,True,True,False,5.623499,-89.731613,89.733086,-0.008316,90.059113,0.075393,444.907043,-43.678757,809.984253,174.471222,-0.060574,179.991608,False,True,
66,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-17T18:56:34.445302-04:00,1787007394,445279312,1787007394445279312,191.205445,,,,709,708,1,0,0,709,AxisTarget,1,True,True,True,False,5.514873,-89.731613,89.733086,-0.008316,90.059105,0.075393,444.990387,-42.81963,809.984253,174.582428,-0.060574,179.991608,False,True,
