receive_index,topic_name,message_type,receive_wall_time_iso8601,receive_ros_time_sec,receive_ros_time_nanosec,receive_ros_time_ns,delta_receive_ms,source_stamp_sec,source_stamp_nanosec,source_stamp_ns,sequence,prev_sequence,delta_seq,sequence_gap,estimated_missing,seq,mode,status,move_ready,limits_ok,delta_ok,move_executed,axis_actual.A1,axis_actual.A2,axis_actual.A3,axis_actual.A4,axis_actual.A5,axis_actual.A6,position_actual.X,position_actual.Y,position_actual.Z,position_actual.A,position_actual.B,position_actual.C,rx_counter,bridge_safe_mode,bridge_allow_motion,unmapped_json
1,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-22T20:07:52.320268-04:00,1787443672,320257870,1787443672320257870,,,,,14512,,,0,0,14512,AxisTarget,1,False,True,True,False,0.0051,-89.863602,90.060799,0.1525,-0.0188,-0.1752,526.200745,-0.046768,888.303894,172.743301,89.820168,172.748383,4248,False,True,
2,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-22T20:07:52.470453-04:00,1787443672,470432433,1787443672470432433,150.174563,,,,14513,14512,1,0,0,14513,AxisTarget,1,False,True,True,False,0.0051,-89.863602,90.060799,0.1525,-0.0188,-0.1752,526.200745,-0.046768,888.303894,172.743301,89.820168,172.748383,4248,False,True,
3,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-22T20:07:52.547475-04:00,1787443672,547447381,1787443672547447381,77.014948,,,,14514,14513,1,0,0,14514,AxisTarget,1,False,True,True,False,0.0051,-89.863602,90.060799,0.1525,-0.0188,-0.1752,526.200745,-0.046768,888.303894,172.743301,89.820168,172.748383,4248,False,True,
4,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-22T20:07:52.734860-04:00,1787443672,734836383,1787443672734836383,187.389002,,,,14515,14514,1,0,0,14515,AxisTarget,1,False,True,True,False,0.0051,-89.863602,90.060799,0.1525,-0.0188,-0.1752,526.200745,-0.046768,888.303894,172.743301,89.820168,172.748383,4249,False,True,
5,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-22T20:07:52.842532-04:00,1787443672,842518918,1787443672842518918,107.682535,,,,14516,14515,1,0,0,14516,AxisTarget,1,False,True,True,False,0.0051,-89.863602,90.060799,0.1525,-0.0188,-0.1752,526.200745,-0.046768,888.303894,172.743301,89.820168,172.748383,4249,False,True,
6,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-22T20:07:52.957269-04:00,1787443672,957246375,1787443672957246375,114.727457,,,,14517,14516,1,0,0,14517,AxisTarget,1,False,True,True,False,0.0051,-89.863602,90.060799,0.1525,-0.0188,-0.1752,526.200745,-0.046768,888.303894,172.743301,89.820168,172.748383,4249,False,True,
7,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-22T20:07:53.066017-04:00,1787443673,66009710,1787443673066009710,108.763335,,,,14518,14517,1,0,0,14518,AxisTarget,1,False,True,True,False,0.0051,-89.863602,90.060799,0.1525,-0.0188,-0.1752,526.200745,-0.046768,888.303894,172.743301,89.820168,172.748383,4249,False,True,
8,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-22T20:07:53.249911-04:00,1787443673,249904735,1787443673249904735,183.895025,,,,14519,14518,1,0,0,14519,AxisTarget,1,False,True,True,False,0.0051,-89.863602,90.060799,0.1525,-0.0188,-0.1752,526.200745,-0.046768,888.303894,172.743301,89.820168,172.748383,4250,False,True,
9,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-22T20:07:53.366300-04:00,1787443673,366287106,1787443673366287106,116.382371,,,,14520,14519,1,0,0,14520,AxisTarget,1,False,True,True,False,0.0051,-89.863602,90.060799,0.1525,-0.0188,-0.1752,526.200745,-0.046768,888.303894,172.743301,89.820168,172.748383,4250,False,True,
10,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-22T20:07:53.475771-04:00,1787443673,475747604,1787443673475747604,109.460498,,,,14521,14520,1,0,0,14521,AxisTarget,1,False,True,True,False,0.0051,-89.863602,90.060799,0.1525,-0.0188,-0.1752,526.200745,-0.046768,888.303894,172.743301,89.820168,172.748383,4250,False,True,
11,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-22T20:07:53.589260-04:00,1787443673,589230547,1787443673589230547,113.482943,,,,14522,14521,1,0,0,14522,AxisTarget,1,False,True,True,False,0.0051,-89.863602,90.060799,0.1525,-0.0188,-0.1752,526.200745,-0.046768,888.303894,172.743301,89.820168,172.748383,4250,False,True,
12,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-22T20:07:53.770166-04:00,1787443673,770158980,1787443673770158980,180.928433,,,,14523,14522,1,0,0,14523,AxisTarget,1,False,True,True,False,0.0051,-89.863602,90.060799,0.1525,-0.0188,-0.1752,526.200745,-0.046768,888.303894,172.743301,89.820168,172.748383,4251,False,True,
13,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-22T20:07:53.880756-04:00,1787443673,880748968,1787443673880748968,110.589988,,,,14524,14523,1,0,0,14524,AxisTarget,1,False,True,True,False,0.0051,-89.863602,90.060799,0.1525,-0.0188,-0.1752,526.200745,-0.046768,888.303894,172.743301,89.820168,172.748383,4251,False,True,
14,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-22T20:07:53.989823-04:00,1787443673,989817594,1787443673989817594,109.068626,,,,14525,14524,1,0,0,14525,AxisTarget,1,False,True,True,False,0.0051,-89.863602,90.060799,0.1525,-0.0188,-0.1752,526.200745,-0.046768,888.303894,172.743301,89.820168,172.748383,4251,False,True,
