receive_index,topic_name,message_type,receive_wall_time_iso8601,receive_ros_time_sec,receive_ros_time_nanosec,receive_ros_time_ns,delta_receive_ms,source_stamp_sec,source_stamp_nanosec,source_stamp_ns,sequence,prev_sequence,delta_seq,sequence_gap,estimated_missing,seq,mode,status,move_ready,limits_ok,delta_ok,move_executed,axis_actual.A1,axis_actual.A2,axis_actual.A3,axis_actual.A4,axis_actual.A5,axis_actual.A6,position_actual.X,position_actual.Y,position_actual.Z,position_actual.A,position_actual.B,position_actual.C,rx_counter,bridge_safe_mode,bridge_allow_motion,batch_seq,batch_consumed,batch_active,unmapped_json
1,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-28T20:41:03.152975-04:00,1787964063,152968940,1787964063152968940,,,,,69532,,,0,0,69532,AxisTarget,1,False,True,True,False,1.0332,-90.053398,89.850197,-0.1838,-0.033,0.0505,524.36322,-9.45688,891.818909,28.405073,89.728783,29.438103,112,False,True,0,0,False,
2,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-28T20:41:03.366801-04:00,1787964063,366795478,1787964063366795478,213.826538,,,,69533,69532,1,0,0,69533,AxisTarget,1,False,True,True,False,1.0332,-90.053398,89.850197,-0.1838,-0.033,0.0505,524.36322,-9.45688,891.818909,28.405073,89.728783,29.438103,113,False,True,0,0,False,
3,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-28T20:41:03.491818-04:00,1787964063,491799883,1787964063491799883,125.004405,,,,69534,69533,1,0,0,69534,AxisTarget,1,False,True,True,False,1.0332,-90.053398,89.850197,-0.1838,-0.033,0.0505,524.36322,-9.45688,891.818909,28.405073,89.728783,29.438103,113,False,True,0,0,False,
4,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-28T20:41:03.616508-04:00,1787964063,616490112,1787964063616490112,124.690229,,,,69535,69534,1,0,0,69535,AxisTarget,1,False,True,True,False,1.0332,-90.053398,89.850197,-0.1838,-0.033,0.0505,524.36322,-9.45688,891.818909,28.405073,89.728783,29.438103,113,False,True,0,0,False,
5,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-28T20:41:03.740370-04:00,1787964063,740350492,1787964063740350492,123.86038,,,,69536,69535,1,0,0,69536,AxisTarget,1,False,True,True,False,1.0332,-90.053398,89.850197,-0.1838,-0.033,0.0505,524.36322,-9.45688,891.818909,28.405073,89.728783,29.438103,113,False,True,0,0,False,
6,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-28T20:41:03.962857-04:00,1787964063,962851323,1787964063962851323,222.500831,,,,69537,69536,1,0,0,69537,AxisTarget,1,False,True,True,False,1.0332,-90.053398,89.850197,-0.1838,-0.033,0.0505,524.36322,-9.45688,891.818909,28.405073,89.728783,29.438103,114,False,True,0,0,False,
7,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-28T20:41:04.089183-04:00,1787964064,89167759,1787964064089167759,126.316436,,,,69538,69537,1,0,0,69538,AxisTarget,1,False,True,True,False,1.0332,-90.053398,89.850197,-0.1838,-0.033,0.0505,524.36322,-9.45688,891.818909,28.405073,89.728783,29.438103,114,False,True,0,0,False,
8,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-28T20:41:04.211391-04:00,1787964064,211370291,1787964064211370291,122.202532,,,,69539,69538,1,0,0,69539,AxisTarget,1,False,True,True,False,1.0332,-90.053398,89.850197,-0.1838,-0.033,0.0505,524.36322,-9.45688,891.818909,28.405073,89.728783,29.438103,114,False,True,0,0,False,
9,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-28T20:41:04.335036-04:00,1787964064,335023229,1787964064335023229,123.652938,,,,69540,69539,1,0,0,69540,AxisTarget,1,False,True,True,False,1.0332,-90.053398,89.850197,-0.1838,-0.033,0.0505,524.36322,-9.45688,891.818909,28.405073,89.728783,29.438103,114,False,True,0,0,False,
10,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-28T20:41:04.555343-04:00,1787964064,555336467,1787964064555336467,220.313238,,,,69541,69540,1,0,0,69541,AxisTarget,1,False,True,True,False,1.0332,-90.053398,89.850197,-0.1838,-0.033,0.0505,524.36322,-9.45688,891.818909,28.405073,89.728783,29.438103,115,False,True,0,0,False,
11,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-28T20:41:04.678736-04:00,1787964064,678729770,1787964064678729770,123.393303,,,,69542,69541,1,0,0,69542,AxisTarget,1,False,True,True,False,1.0332,-90.053398,89.850197,-0.1838,-0.033,0.0505,524.36322,-9.45688,891.818909,28.405073,89.728783,29.438103,115,False,True,0,0,False,
12,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-28T20:41:04.803171-04:00,1787964064,803161882,1787964064803161882,124.432112,,,,69543,69542,1,0,0,69543,AxisTarget,1,False,True,True,False,1.0332,-90.053398,89.850197,-0.1838,-0.033,0.0505,524.36322,-9.45688,891.818909,28.405073,89.728783,29.438103,115,False,True,0,0,False,
13,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-28T20:41:04.929795-04:00,1787964064,929789600,1787964064929789600,126.627718,,,,69544,69543,1,0,0,69544,AxisTarget,1,False,True,True,False,1.0332,-90.053398,89.850197,-0.1838,-0.033,0.0505,524.36322,-9.45688,891.818909,28.405073,89.728783,29.438103,115,False,True,0,0,False,
14,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-28T20:41:05.152739-04:00,1787964065,152710388,1787964065152710388,222.920788,,,,69545,69544,1,0,0,69545,AxisTarget,1,False,True,True,False,1.0332,-90.053398,89.850197,-0.1838,-0.033,0.0505,524.36322,-9.45688,891.818909,28.405073,89.728783,29.438103,116,False,True,0,0,False,
15,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-28T20:41:05.274900-04:00,1787964065,274874653,1787964065274874653,122.164265,,,,69546,69545,1,0,0,69546,AxisTarget,1,False,True,True,False,1.0332,-90.053398,89.850197,-0.1838,-0.033,0.0505,524.36322,-9.45688,891.818909,28.405073,89.728783,29.438103,116,False,True,0,0,False,
16,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-28T20:41:05.394947-04:00,1787964065,394923742,1787964065394923742,120.049089,,,,69547,69546,1,0,0,69547,AxisTarget,1,False,True,True,False,1.0332,-90.053398,89.850197,-0.1838,-0.033,0.0505,524.36322,-9.45688,891.818909,28.405073,89.728783,29.438103,116,False,True,0,0,False,
17,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-28T20:41:05.519046-04:00,1787964065,519036181,1787964065519036181,124.112439,,,,69548,69547,1,0,0,69548,AxisTarget,1,False,True,True,False,1.0332,-90.053398,89.850197,-0.1838,-0.033,0.0505,524.36322,-9.45688,891.818909,28.405073,89.728783,29.438103,116,False,True,0,0,False,
