receive_index,topic_name,message_type,receive_wall_time_iso8601,receive_ros_time_sec,receive_ros_time_nanosec,receive_ros_time_ns,delta_receive_ms,source_stamp_sec,source_stamp_nanosec,source_stamp_ns,sequence,prev_sequence,delta_seq,sequence_gap,estimated_missing,seq,mode,status,move_ready,limits_ok,delta_ok,move_executed,axis_actual.A1,axis_actual.A2,axis_actual.A3,axis_actual.A4,axis_actual.A5,axis_actual.A6,position_actual.X,position_actual.Y,position_actual.Z,position_actual.A,position_actual.B,position_actual.C,rx_counter,bridge_safe_mode,bridge_allow_motion,unmapped_json
1,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-22T19:58:58.728050-04:00,1787443138,728043689,1787443138728043689,,,,,10594,,,0,0,10594,AxisTarget,1,True,True,True,False,-0.2005,-90.016197,89.848701,0.0599,90.214996,-0.1769,444.698517,1.472542,811.227722,-179.976624,-0.047315,-179.939957,2971,False,True,
2,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-22T19:58:58.867653-04:00,1787443138,867625821,1787443138867625821,139.582132,,,,10595,10594,1,0,0,10595,AxisTarget,1,True,True,True,True,-0.218039,-89.977844,89.860039,0.060009,90.144768,-0.210038,444.877045,1.556945,811.038818,-179.976654,-0.047366,-179.939896,2971,False,True,
3,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-22T19:58:59.027916-04:00,1787443139,27903137,1787443139027903137,160.277316,,,,10596,10595,1,0,0,10596,AxisTarget,1,True,True,True,False,-0.320796,-89.788002,89.9077,0.0604,89.928497,-0.2979,446.679901,2.415702,809.121582,-179.97702,-0.04788,-179.939346,2972,False,True,
4,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-22T19:58:59.141337-04:00,1787443139,141326054,1787443139141326054,113.422917,,,,10597,10596,1,0,0,10597,AxisTarget,1,True,True,True,False,-0.3208,-89.788002,89.9077,0.0604,89.928497,-0.2979,446.681915,2.41667,809.119446,-179.97702,-0.04788,-179.939346,2972,False,True,
5,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-22T19:58:59.252464-04:00,1787443139,252430616,1787443139252430616,111.104562,,,,10598,10597,1,0,0,10598,AxisTarget,1,True,True,True,True,-0.341069,-89.744041,89.920593,0.060548,89.84938,-0.335091,446.893097,2.518028,808.893738,-179.977066,-0.047927,-179.93927,2972,False,True,
6,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-22T19:58:59.368656-04:00,1787443139,368634468,1787443139368634468,116.203852,,,,10599,10598,1,0,0,10599,AxisTarget,1,True,True,True,False,-0.498547,-89.437042,90.001915,0.061395,89.436928,-0.512256,449.22879,3.650045,806.380981,-179.977448,-0.048446,-179.938446,2972,False,True,
7,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-22T19:58:59.555729-04:00,1787443139,555717800,1787443139555717800,187.083332,,,,10600,10599,1,0,0,10600,AxisTarget,1,True,True,True,False,-0.680509,-89.105133,90.084259,0.062199,89.069313,-0.660564,452.521545,5.280614,802.786072,-179.977982,-0.049177,-179.937256,2973,False,True,
8,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-22T19:58:59.663905-04:00,1787443139,663890808,1787443139663890808,108.173008,,,,10601,10600,1,0,0,10601,AxisTarget,1,True,True,True,False,-0.6816,-89.103699,90.084503,0.0622,89.069099,-0.6606,452.554352,5.297072,802.749939,-179.977997,-0.049184,-179.937241,2973,False,True,
9,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-22T19:58:59.843774-04:00,1787443139,843767105,1787443139843767105,179.876297,,,,10602,10601,1,0,0,10602,AxisTarget,1,True,True,True,True,-0.6816,-89.103699,90.084503,0.0622,89.069099,-0.6606,452.554352,5.297072,802.749939,-179.977997,-0.049184,-179.937241,2974,False,True,
10,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-22T19:58:59.956934-04:00,1787443139,956910173,1787443139956910173,113.143068,,,,10603,10602,1,0,0,10603,AxisTarget,1,True,True,True,True,-0.681611,-89.103638,90.084541,0.062201,89.06842,-0.661078,452.554382,5.297077,802.749939,-179.977997,-0.049184,-179.937241,2974,False,True,
