receive_index,topic_name,message_type,receive_wall_time_iso8601,receive_ros_time_sec,receive_ros_time_nanosec,receive_ros_time_ns,delta_receive_ms,source_stamp_sec,source_stamp_nanosec,source_stamp_ns,sequence,prev_sequence,delta_seq,sequence_gap,estimated_missing,seq,mode,status,move_ready,limits_ok,delta_ok,move_executed,axis_actual.A1,axis_actual.A2,axis_actual.A3,axis_actual.A4,axis_actual.A5,axis_actual.A6,position_actual.X,position_actual.Y,position_actual.Z,position_actual.A,position_actual.B,position_actual.C,rx_counter,bridge_safe_mode,bridge_allow_motion,batch_seq,batch_consumed,batch_active,unmapped_json
1,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-27T21:37:27.510083-04:00,1787881047,510066056,1787881047510066056,,,,,7091,,,0,0,7091,AxisTarget,1,False,True,False,False,0.0051,-89.863602,90.060799,0.1525,-0.0188,-0.1752,526.200745,-0.046768,888.303894,172.743301,89.820168,172.748383,590,False,True,116,1194,False,
2,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-27T21:37:27.734259-04:00,1787881047,734228575,1787881047734228575,224.162519,,,,7092,7091,1,0,0,7092,AxisTarget,1,False,True,False,False,0.0051,-89.863602,90.060799,0.1525,-0.0188,-0.1752,526.200745,-0.046768,888.303894,172.743301,89.820168,172.748383,591,False,True,116,1194,False,
3,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-27T21:37:27.859825-04:00,1787881047,859813673,1787881047859813673,125.585098,,,,7093,7092,1,0,0,7093,AxisTarget,1,False,True,False,False,0.0051,-89.863602,90.060799,0.1525,-0.0188,-0.1752,526.200745,-0.046768,888.303894,172.743301,89.820168,172.748383,591,False,True,116,1194,False,
4,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-27T21:37:27.985514-04:00,1787881047,985508545,1787881047985508545,125.694872,,,,7094,7093,1,0,0,7094,AxisTarget,1,False,True,False,False,0.0051,-89.863602,90.060799,0.1525,-0.0188,-0.1752,526.200745,-0.046768,888.303894,172.743301,89.820168,172.748383,591,False,True,116,1194,False,
5,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-27T21:37:28.113749-04:00,1787881048,113738688,1787881048113738688,128.230143,,,,7095,7094,1,0,0,7095,AxisTarget,1,False,True,False,False,0.0051,-89.863602,90.060799,0.1525,-0.0188,-0.1752,526.200745,-0.046768,888.303894,172.743301,89.820168,172.748383,591,False,True,116,1194,False,
6,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-27T21:37:28.332302-04:00,1787881048,332285665,1787881048332285665,218.546977,,,,7096,7095,1,0,0,7096,AxisTarget,1,False,True,False,False,0.0051,-89.863602,90.060799,0.1525,-0.0188,-0.1752,526.200745,-0.046768,888.303894,172.743301,89.820168,172.748383,592,False,True,116,1194,False,
7,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-27T21:37:28.455056-04:00,1787881048,455044494,1787881048455044494,122.758829,,,,7097,7096,1,0,0,7097,AxisTarget,1,False,True,False,False,0.0051,-89.863602,90.060799,0.1525,-0.0188,-0.1752,526.200745,-0.046768,888.303894,172.743301,89.820168,172.748383,592,False,True,116,1194,False,
8,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-27T21:37:28.577512-04:00,1787881048,577503084,1787881048577503084,122.45859,,,,7098,7097,1,0,0,7098,AxisTarget,1,False,True,False,False,0.0051,-89.863602,90.060799,0.1525,-0.0188,-0.1752,526.200745,-0.046768,888.303894,172.743301,89.820168,172.748383,592,False,True,116,1194,False,
9,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-27T21:37:28.705782-04:00,1787881048,705770969,1787881048705770969,128.267885,,,,7099,7098,1,0,0,7099,AxisTarget,1,False,True,False,False,0.0051,-89.863602,90.060799,0.1525,-0.0188,-0.1752,526.200745,-0.046768,888.303894,172.743301,89.820168,172.748383,592,False,True,116,1194,False,
10,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-27T21:37:28.926157-04:00,1787881048,926151435,1787881048926151435,220.380466,,,,7100,7099,1,0,0,7100,AxisTarget,1,False,True,False,False,0.0051,-89.863602,90.060799,0.1525,-0.0188,-0.1752,526.200745,-0.046768,888.303894,172.743301,89.820168,172.748383,593,False,True,116,1194,False,
11,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-27T21:37:29.051452-04:00,1787881049,51446685,1787881049051446685,125.29525,,,,7101,7100,1,0,0,7101,AxisTarget,1,False,True,False,False,0.0051,-89.863602,90.060799,0.1525,-0.0188,-0.1752,526.200745,-0.046768,888.303894,172.743301,89.820168,172.748383,593,False,True,116,1194,False,
12,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-27T21:37:29.174069-04:00,1787881049,174058176,1787881049174058176,122.611491,,,,7102,7101,1,0,0,7102,AxisTarget,1,False,True,False,False,0.0051,-89.863602,90.060799,0.1525,-0.0188,-0.1752,526.200745,-0.046768,888.303894,172.743301,89.820168,172.748383,593,False,True,116,1194,False,
13,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-27T21:37:29.297789-04:00,1787881049,297778631,1787881049297778631,123.720455,,,,7103,7102,1,0,0,7103,AxisTarget,1,False,True,False,False,0.0051,-89.863602,90.060799,0.1525,-0.0188,-0.1752,526.200745,-0.046768,888.303894,172.743301,89.820168,172.748383,593,False,True,116,1194,False,
14,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-27T21:37:29.517492-04:00,1787881049,517487240,1787881049517487240,219.708609,,,,7104,7103,1,0,0,7104,AxisTarget,1,False,True,False,False,0.0051,-89.863602,90.060799,0.1525,-0.0188,-0.1752,526.200745,-0.046768,888.303894,172.743301,89.820168,172.748383,594,False,True,116,1194,False,
15,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-27T21:37:29.642413-04:00,1787881049,642402197,1787881049642402197,124.914957,,,,7105,7104,1,0,0,7105,AxisTarget,1,False,True,False,False,0.0051,-89.863602,90.060799,0.1525,-0.0188,-0.1752,526.200745,-0.046768,888.303894,172.743301,89.820168,172.748383,594,False,True,116,1194,False,
16,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-27T21:37:29.769514-04:00,1787881049,769497658,1787881049769497658,127.095461,,,,7106,7105,1,0,0,7106,AxisTarget,1,False,True,False,False,0.0051,-89.863602,90.060799,0.1525,-0.0188,-0.1752,526.200745,-0.046768,888.303894,172.743301,89.820168,172.748383,594,False,True,116,1194,False,
