receive_index,topic_name,message_type,receive_wall_time_iso8601,receive_ros_time_sec,receive_ros_time_nanosec,receive_ros_time_ns,delta_receive_ms,source_stamp_sec,source_stamp_nanosec,source_stamp_ns,sequence,prev_sequence,delta_seq,sequence_gap,estimated_missing,seq,mode,status,move_ready,limits_ok,delta_ok,move_executed,axis_actual.A1,axis_actual.A2,axis_actual.A3,axis_actual.A4,axis_actual.A5,axis_actual.A6,position_actual.X,position_actual.Y,position_actual.Z,position_actual.A,position_actual.B,position_actual.C,bridge_safe_mode,bridge_allow_motion,unmapped_json
11,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-17T18:49:22.412669-04:00,1787006962,412658125,1787006962412658125,159.773138,,,,408,407,1,0,0,408,AxisTarget,1,False,True,False,False,1.553043,-89.731613,89.733086,-0.008317,90.059113,0.075392,446.883728,-12.104453,809.984253,178.522354,-0.060573,179.991608,False,True,
12,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-17T18:49:22.569966-04:00,1787006962,569933773,1787006962569933773,157.275648,,,,409,408,1,0,0,409,AxisTarget,1,False,True,False,False,1.553043,-89.731613,89.733086,-0.008317,90.059113,0.075392,446.883728,-12.104453,809.984253,178.522354,-0.060573,179.991608,False,True,
13,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-17T18:49:22.730321-04:00,1787006962,730315144,1787006962730315144,160.381371,,,,410,409,1,0,0,410,AxisTarget,1,False,True,False,False,1.553043,-89.731613,89.733086,-0.008317,90.059113,0.075392,446.883728,-12.104453,809.984253,178.522354,-0.060573,179.991608,False,True,
14,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-17T18:49:22.888965-04:00,1787006962,888935235,1787006962888935235,158.620091,,,,411,410,1,0,0,411,AxisTarget,1,False,True,False,False,1.553043,-89.731613,89.733086,-0.008317,90.059113,0.075392,446.883728,-12.104453,809.984253,178.522354,-0.060573,179.991608,False,True,
15,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-17T18:49:23.049208-04:00,1787006963,49197078,1787006963049197078,160.261843,,,,412,411,1,0,0,412,AxisTarget,1,False,True,False,False,1.553043,-89.731613,89.733086,-0.008317,90.059113,0.075392,446.883728,-12.104453,809.984253,178.522354,-0.060573,179.991608,False,True,
16,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-17T18:49:23.210791-04:00,1787006963,210767756,1787006963210767756,161.570678,,,,413,412,1,0,0,413,AxisTarget,1,False,True,False,False,1.553043,-89.731613,89.733086,-0.008317,90.059113,0.075392,446.883728,-12.104453,809.984253,178.522354,-0.060573,179.991608,False,True,
17,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-17T18:49:23.364445-04:00,1787006963,364429760,1787006963364429760,153.662004,,,,414,413,1,0,0,414,AxisTarget,1,False,True,False,False,1.553043,-89.731613,89.733086,-0.008317,90.059113,0.075392,446.883728,-12.104453,809.984253,178.522354,-0.060573,179.991608,False,True,
18,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-17T18:49:23.524618-04:00,1787006963,524583988,1787006963524583988,160.154228,,,,415,414,1,0,0,415,AxisTarget,1,False,True,False,False,1.553043,-89.731613,89.733086,-0.008317,90.059113,0.075392,446.883728,-12.104453,809.984253,178.522354,-0.060573,179.991608,False,True,
19,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-17T18:49:23.684914-04:00,1787006963,684896488,1787006963684896488,160.3125,,,,416,415,1,0,0,416,AxisTarget,1,False,True,False,False,1.553043,-89.731613,89.733086,-0.008317,90.059113,0.075392,446.883728,-12.104453,809.984253,178.522354,-0.060573,179.991608,False,True,
20,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-17T18:49:23.849109-04:00,1787006963,849072872,1787006963849072872,164.176384,,,,417,416,1,0,0,417,AxisTarget,1,False,True,False,False,1.553043,-89.731613,89.733086,-0.008317,90.059113,0.075392,446.883728,-12.104453,809.984253,178.522354,-0.060573,179.991608,False,True,
21,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-17T18:49:24.010160-04:00,1787006964,10153593,1787006964010153593,161.080721,,,,418,417,1,0,0,418,AxisTarget,1,False,True,False,False,1.553043,-89.731613,89.733086,-0.008317,90.059113,0.075392,446.883728,-12.104453,809.984253,178.522354,-0.060573,179.991608,False,True,
22,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-17T18:49:24.112832-04:00,1787006964,112796361,1787006964112796361,102.642768,,,,419,418,1,0,0,419,AxisTarget,1,False,True,False,False,1.553043,-89.731613,89.733086,-0.008317,90.059113,0.075392,446.883728,-12.104453,809.984253,178.522354,-0.060573,179.991608,False,True,
23,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-17T18:49:24.211450-04:00,1787006964,211427863,1787006964211427863,98.631502,,,,420,419,1,0,0,420,AxisTarget,1,False,True,False,False,1.553043,-89.731613,89.733086,-0.008317,90.059113,0.075392,446.883728,-12.104453,809.984253,178.522354,-0.060573,179.991608,False,True,
24,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-17T18:49:24.305358-04:00,1787006964,305347398,1787006964305347398,93.919535,,,,421,420,1,0,0,421,AxisTarget,1,False,True,False,False,1.553043,-89.731613,89.733086,-0.008317,90.059113,0.075392,446.883728,-12.104453,809.984253,178.522354,-0.060573,179.991608,False,True,
25,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-17T18:49:24.398714-04:00,1787006964,398683114,1787006964398683114,93.335716,,,,422,421,1,0,0,422,AxisTarget,1,False,True,False,False,1.553043,-89.731613,89.733086,-0.008317,90.059113,0.075392,446.883728,-12.104453,809.984253,178.522354,-0.060573,179.991608,False,True,
26,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-17T18:49:24.492782-04:00,1787006964,492750963,1787006964492750963,94.067849,,,,423,422,1,0,0,423,AxisTarget,1,False,True,False,False,1.553043,-89.731613,89.733086,-0.008317,90.059113,0.075392,446.883728,-12.104453,809.984253,178.522354,-0.060573,179.991608,False,True,
27,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-17T18:49:24.583082-04:00,1787006964,583076749,1787006964583076749,90.325786,,,,424,423,1,0,0,424,AxisTarget,1,False,True,False,False,1.553043,-89.731613,89.733086,-0.008317,90.059113,0.075392,446.883728,-12.104453,809.984253,178.522354,-0.060573,179.991608,False,True,
28,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-17T18:49:24.676385-04:00,1787006964,676373974,1787006964676373974,93.297225,,,,425,424,1,0,0,425,AxisTarget,1,False,True,False,False,1.553043,-89.731613,89.733086,-0.008317,90.059113,0.075392,446.883728,-12.104453,809.984253,178.522354,-0.060573,179.991608,False,True,
29,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-17T18:49:24.765912-04:00,1787006964,765884380,1787006964765884380,89.510406,,,,426,425,1,0,0,426,AxisTarget,1,False,True,False,False,1.553043,-89.731613,89.733086,-0.008317,90.059113,0.075392,446.883728,-12.104453,809.984253,178.522354,-0.060573,179.991608,False,True,
30,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-17T18:49:24.861252-04:00,1787006964,861240063,1787006964861240063,95.355683,,,,427,426,1,0,0,427,AxisTarget,1,False,True,False,False,1.553043,-89.731613,89.733086,-0.008317,90.059113,0.075392,446.883728,-12.104453,809.984253,178.522354,-0.060573,179.991608,False,True,
31,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-17T18:49:24.950573-04:00,1787006964,950550337,1787006964950550337,89.310274,,,,428,427,1,0,0,428,AxisTarget,1,False,True,False,False,1.553043,-89.731613,89.733086,-0.008317,90.059113,0.075392,446.883728,-12.104453,809.984253,178.522354,-0.060573,179.991608,False,True,
32,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-17T18:49:25.044902-04:00,1787006965,44885948,1787006965044885948,94.335611,,,,429,428,1,0,0,429,AxisTarget,1,False,True,False,False,1.553043,-89.731613,89.733086,-0.008317,90.059113,0.075392,446.883728,-12.104453,809.984253,178.522354,-0.060573,179.991608,False,True,
33,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-17T18:49:25.140334-04:00,1787006965,140323007,1787006965140323007,95.437059,,,,430,429,1,0,0,430,AxisTarget,1,False,True,False,False,1.553043,-89.731613,89.733086,-0.008317,90.059113,0.075392,446.883728,-12.104453,809.984253,178.522354,-0.060573,179.991608,False,True,
34,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-17T18:49:25.230732-04:00,1787006965,230726704,1787006965230726704,90.403697,,,,431,430,1,0,0,431,AxisTarget,1,False,True,False,False,1.553309,-89.731613,89.733086,-0.008317,90.059113,0.075392,446.88327,-12.126245,809.984253,178.518051,-0.060573,179.991608,False,True,
35,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-17T18:49:25.323048-04:00,1787006965,323036549,1787006965323036549,92.309845,,,,432,431,1,0,0,432,AxisTarget,1,False,True,False,False,1.584688,-89.731613,89.733086,-0.008317,90.059113,0.075392,446.871735,-12.578385,809.984253,178.450836,-0.060573,179.991608,False,True,
36,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-17T18:49:25.418841-04:00,1787006965,418836041,1787006965418836041,95.799492,,,,433,432,1,0,0,433,AxisTarget,1,False,True,False,False,1.736072,-89.731613,89.733086,-0.008317,90.059113,0.075392,446.828247,-14.082391,809.984253,178.23851,-0.060573,179.991608,False,True,
37,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-17T18:49:25.513367-04:00,1787006965,513353901,1787006965513353901,94.51786,,,,434,433,1,0,0,434,AxisTarget,1,False,True,False,False,1.978011,-89.731613,89.733086,-0.008317,90.059113,0.075392,446.765137,-15.968867,809.984253,177.996597,-0.060573,179.991608,False,True,
