receive_index,topic_name,message_type,receive_wall_time_iso8601,receive_ros_time_sec,receive_ros_time_nanosec,receive_ros_time_ns,delta_receive_ms,source_stamp_sec,source_stamp_nanosec,source_stamp_ns,sequence,prev_sequence,delta_seq,sequence_gap,estimated_missing,seq,mode,status,move_ready,limits_ok,delta_ok,move_executed,axis_actual.A1,axis_actual.A2,axis_actual.A3,axis_actual.A4,axis_actual.A5,axis_actual.A6,position_actual.X,position_actual.Y,position_actual.Z,position_actual.A,position_actual.B,position_actual.C,bridge_safe_mode,bridge_allow_motion,unmapped_json
11,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:40:26.103071-04:00,1787100026,103063839,1787100026103063839,108.068706,,,,1124,1123,1,0,0,1124,AxisTarget,1,False,True,True,False,0.0,-90.0,90.0,0.0,90.0,0.0,445.0,0.0,810.0,-180.0,0.0,180.0,False,True,
12,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:40:26.210162-04:00,1787100026,210150825,1787100026210150825,107.086986,,,,1125,1124,1,0,0,1125,AxisTarget,1,False,True,True,False,0.0,-90.0,90.0,0.0,90.0,0.0,445.0,0.0,810.0,-180.0,0.0,180.0,False,True,
13,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:40:26.367743-04:00,1787100026,367732239,1787100026367732239,157.581414,,,,1126,1125,1,0,0,1126,AxisTarget,1,False,True,True,False,0.0,-90.0,90.0,0.0,90.0,0.0,445.0,0.0,810.0,-180.0,0.0,180.0,False,True,
14,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:40:26.477057-04:00,1787100026,477045157,1787100026477045157,109.312918,,,,1127,1126,1,0,0,1127,AxisTarget,1,False,True,True,False,0.0,-90.0,90.0,0.0,90.0,0.0,445.0,0.0,810.0,-180.0,0.0,180.0,False,True,
15,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:40:26.588619-04:00,1787100026,588607978,1787100026588607978,111.562821,,,,1128,1127,1,0,0,1128,AxisTarget,1,False,True,True,False,0.0,-90.0,90.0,0.0,90.0,0.0,445.0,0.0,810.0,-180.0,0.0,180.0,False,True,
16,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:40:26.700147-04:00,1787100026,700141099,1787100026700141099,111.533121,,,,1129,1128,1,0,0,1129,AxisTarget,1,False,True,True,False,0.0,-90.0,90.0,0.0,90.0,0.0,445.0,0.0,810.0,-180.0,0.0,180.0,False,True,
17,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:40:26.807713-04:00,1787100026,807704479,1787100026807704479,107.56338,,,,1130,1129,1,0,0,1130,AxisTarget,1,False,True,True,False,0.0,-90.0,90.0,0.0,90.0,0.0,445.0,0.0,810.0,-180.0,0.0,180.0,False,True,
18,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:40:26.967199-04:00,1787100026,967188820,1787100026967188820,159.484341,,,,1131,1130,1,0,0,1131,AxisTarget,1,False,True,True,False,0.0,-90.0,90.0,0.0,90.0,0.0,445.0,0.0,810.0,-180.0,0.0,180.0,False,True,
19,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:40:27.058742-04:00,1787100027,58716844,1787100027058716844,91.528024,,,,1132,1131,1,0,0,1132,AxisTarget,1,False,True,True,False,0.0,-90.0,90.0,0.0,90.0,0.0,445.0,0.0,810.0,-180.0,0.0,180.0,False,True,
20,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:40:27.170366-04:00,1787100027,170355882,1787100027170355882,111.639038,,,,1133,1132,1,0,0,1133,AxisTarget,1,False,True,True,False,0.0,-90.0,90.0,0.0,90.0,0.0,445.0,0.0,810.0,-180.0,0.0,180.0,False,True,
21,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:40:27.281817-04:00,1787100027,281810984,1787100027281810984,111.455102,,,,1134,1133,1,0,0,1134,AxisTarget,1,False,True,True,False,0.0,-90.0,90.0,0.0,90.0,0.0,445.0,0.0,810.0,-180.0,0.0,180.0,False,True,
22,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:40:27.389674-04:00,1787100027,389663067,1787100027389663067,107.852083,,,,1135,1134,1,0,0,1135,AxisTarget,1,False,True,True,False,0.0,-90.0,90.0,0.0,90.0,0.0,445.0,0.0,810.0,-180.0,0.0,180.0,False,True,
23,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:40:27.549413-04:00,1787100027,549397545,1787100027549397545,159.734478,,,,1136,1135,1,0,0,1136,AxisTarget,1,False,True,True,False,0.0,-90.0,90.0,0.0,90.0,0.0,445.0,0.0,810.0,-180.0,0.0,180.0,False,True,
24,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:40:27.659639-04:00,1787100027,659609679,1787100027659609679,110.212134,,,,1137,1136,1,0,0,1137,AxisTarget,1,False,True,True,False,0.0,-90.0,90.0,0.0,90.0,0.0,445.0,0.0,810.0,-180.0,0.0,180.0,False,True,
25,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:40:27.768411-04:00,1787100027,768394947,1787100027768394947,108.785268,,,,1138,1137,1,0,0,1138,AxisTarget,1,False,True,True,False,0.0,-90.0,90.0,0.0,90.0,0.0,445.0,0.0,810.0,-180.0,0.0,180.0,False,True,
26,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:40:27.879957-04:00,1787100027,879946285,1787100027879946285,111.551338,,,,1139,1138,1,0,0,1139,AxisTarget,1,False,True,True,False,0.0,-90.0,90.0,0.0,90.0,0.0,445.0,0.0,810.0,-180.0,0.0,180.0,False,True,
27,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:40:27.987566-04:00,1787100027,987555298,1787100027987555298,107.609013,,,,1140,1139,1,0,0,1140,AxisTarget,1,False,True,True,False,0.0,-90.0,90.0,0.0,90.0,0.0,445.0,0.0,810.0,-180.0,0.0,180.0,False,True,
28,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:40:28.143101-04:00,1787100028,143094768,1787100028143094768,155.53947,,,,1141,1140,1,0,0,1141,AxisTarget,1,False,True,True,False,0.0,-90.0,90.0,0.0,90.0,0.0,445.0,0.0,810.0,-180.0,0.0,180.0,False,True,
29,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:40:28.254787-04:00,1787100028,254780731,1787100028254780731,111.685963,,,,1142,1141,1,0,0,1142,AxisTarget,1,False,True,True,False,0.0,-90.0,90.0,0.0,90.0,0.0,445.0,0.0,810.0,-180.0,0.0,180.0,False,True,
30,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:40:28.364277-04:00,1787100028,364270839,1787100028364270839,109.490108,,,,1143,1142,1,0,0,1143,AxisTarget,1,False,True,True,False,0.0,-90.0,90.0,0.0,90.0,0.0,445.0,0.0,810.0,-180.0,0.0,180.0,False,True,
31,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:40:28.475502-04:00,1787100028,475493960,1787100028475493960,111.223121,,,,1144,1143,1,0,0,1144,AxisTarget,1,False,True,True,False,0.0,-90.0,90.0,0.0,90.0,0.0,445.0,0.0,810.0,-180.0,0.0,180.0,False,True,
32,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:40:28.582518-04:00,1787100028,582500865,1787100028582500865,107.006905,,,,1145,1144,1,0,0,1145,AxisTarget,1,False,True,True,False,0.0,-90.0,90.0,0.0,90.0,0.0,445.0,0.0,810.0,-180.0,0.0,180.0,False,True,
33,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:40:28.741235-04:00,1787100028,741227698,1787100028741227698,158.726833,,,,1146,1145,1,0,0,1146,AxisTarget,1,False,True,True,False,0.0,-90.0,90.0,0.0,90.0,0.0,445.0,0.0,810.0,-180.0,0.0,180.0,False,True,
34,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:40:28.847560-04:00,1787100028,847538319,1787100028847538319,106.310621,,,,1147,1146,1,0,0,1147,AxisTarget,1,False,True,True,False,0.0,-90.0,90.0,0.0,90.0,0.0,445.0,0.0,810.0,-180.0,0.0,180.0,False,True,
35,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:40:28.956540-04:00,1787100028,956525824,1787100028956525824,108.987505,,,,1148,1147,1,0,0,1148,AxisTarget,1,False,True,True,False,0.0,-90.0,90.0,0.0,90.0,0.0,445.0,0.0,810.0,-180.0,0.0,180.0,False,True,
36,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:40:29.065197-04:00,1787100029,65173077,1787100029065173077,108.647253,,,,1149,1148,1,0,0,1149,AxisTarget,1,False,True,True,False,0.0,-90.0,90.0,0.0,90.0,0.0,445.0,0.0,810.0,-180.0,0.0,180.0,False,True,
37,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:40:29.171738-04:00,1787100029,171728156,1787100029171728156,106.555079,,,,1150,1149,1,0,0,1150,AxisTarget,1,False,True,True,False,0.0,-90.0,90.0,0.0,90.0,0.0,445.0,0.0,810.0,-180.0,0.0,180.0,False,True,
38,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:40:29.327521-04:00,1787100029,327512594,1787100029327512594,155.784438,,,,1151,1150,1,0,0,1151,AxisTarget,1,False,True,True,False,0.0,-90.0,90.0,0.0,90.0,0.0,445.0,0.0,810.0,-180.0,0.0,180.0,False,True,
39,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:40:29.435234-04:00,1787100029,435222704,1787100029435222704,107.71011,,,,1152,1151,1,0,0,1152,AxisTarget,1,False,True,True,False,0.0,-90.0,90.0,0.0,90.0,0.0,445.0,0.0,810.0,-180.0,0.0,180.0,False,True,
40,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:40:29.543127-04:00,1787100029,543110683,1787100029543110683,107.887979,,,,1153,1152,1,0,0,1153,AxisTarget,1,False,True,True,False,0.0,-90.0,90.0,0.0,90.0,0.0,445.0,0.0,810.0,-180.0,0.0,180.0,False,True,
41,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:40:29.648929-04:00,1787100029,648920274,1787100029648920274,105.809591,,,,1154,1153,1,0,0,1154,AxisTarget,1,False,True,True,False,0.0,-90.0,90.0,0.0,90.0,0.0,445.0,0.0,810.0,-180.0,0.0,180.0,False,True,
42,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:40:29.764461-04:00,1787100029,764452513,1787100029764452513,115.532239,,,,1155,1154,1,0,0,1155,AxisTarget,1,False,True,True,False,0.0,-90.0,90.0,0.0,90.0,0.0,445.0,0.0,810.0,-180.0,0.0,180.0,False,True,
43,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:40:29.924747-04:00,1787100029,924739558,1787100029924739558,160.287045,,,,1156,1155,1,0,0,1156,AxisTarget,1,False,True,True,False,0.0,-90.0,90.0,0.0,90.0,0.0,445.0,0.0,810.0,-180.0,0.0,180.0,False,True,
44,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:40:30.031149-04:00,1787100030,31129799,1787100030031129799,106.390241,,,,1157,1156,1,0,0,1157,AxisTarget,1,False,True,True,False,0.0,-90.0,90.0,0.0,90.0,0.0,445.0,0.0,810.0,-180.0,0.0,180.0,False,True,
45,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:40:30.137144-04:00,1787100030,137132948,1787100030137132948,106.003149,,,,1158,1157,1,0,0,1158,AxisTarget,1,False,True,True,False,0.0,-90.0,90.0,0.0,90.0,0.0,445.0,0.0,810.0,-180.0,0.0,180.0,False,True,
46,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:40:30.246133-04:00,1787100030,246127170,1787100030246127170,108.994222,,,,1159,1158,1,0,0,1159,AxisTarget,1,False,True,True,False,0.0,-90.0,90.0,0.0,90.0,0.0,445.0,0.0,810.0,-180.0,0.0,180.0,False,True,
47,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:40:30.350079-04:00,1787100030,350067465,1787100030350067465,103.940295,,,,1160,1159,1,0,0,1160,AxisTarget,1,False,True,True,False,0.0,-90.0,90.0,0.0,90.0,0.0,445.0,0.0,810.0,-180.0,0.0,180.0,False,True,
48,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:40:30.506738-04:00,1787100030,506731785,1787100030506731785,156.66432,,,,1161,1160,1,0,0,1161,AxisTarget,1,False,True,True,False,0.0,-90.0,90.0,0.0,90.0,0.0,445.0,0.0,810.0,-180.0,0.0,180.0,False,True,
49,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:40:30.614623-04:00,1787100030,614606614,1787100030614606614,107.874829,,,,1162,1161,1,0,0,1162,AxisTarget,1,False,True,True,False,0.0,-90.0,90.0,0.0,90.0,0.0,445.0,0.0,810.0,-180.0,0.0,180.0,False,True,
50,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:40:30.723906-04:00,1787100030,723892517,1787100030723892517,109.285903,,,,1163,1162,1,0,0,1163,AxisTarget,1,False,True,True,False,0.0,-90.0,90.0,0.0,90.0,0.0,445.0,0.0,810.0,-180.0,0.0,180.0,False,True,
51,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:40:30.831053-04:00,1787100030,831044041,1787100030831044041,107.151524,,,,1164,1163,1,0,0,1164,AxisTarget,1,False,True,True,False,0.0,-90.0,90.0,0.0,90.0,0.0,445.0,0.0,810.0,-180.0,0.0,180.0,False,True,
52,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:40:30.935374-04:00,1787100030,935367301,1787100030935367301,104.32326,,,,1165,1164,1,0,0,1165,AxisTarget,1,False,True,True,False,0.0,-90.0,90.0,0.0,90.0,0.0,445.0,0.0,810.0,-180.0,0.0,180.0,False,True,
53,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:40:31.090788-04:00,1787100031,90782043,1787100031090782043,155.414742,,,,1166,1165,1,0,0,1166,AxisTarget,1,False,True,True,False,0.0,-90.0,90.0,0.0,90.0,0.0,445.0,0.0,810.0,-180.0,0.0,180.0,False,True,
54,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:40:31.198418-04:00,1787100031,198409847,1787100031198409847,107.627804,,,,1167,1166,1,0,0,1167,AxisTarget,1,False,True,True,False,0.0,-90.0,90.0,0.0,90.0,0.0,445.0,0.0,810.0,-180.0,0.0,180.0,False,True,
55,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:40:31.307743-04:00,1787100031,307725896,1787100031307725896,109.316049,,,,1168,1167,1,0,0,1168,AxisTarget,1,False,True,True,False,0.0,-90.0,90.0,0.0,90.0,0.0,445.0,0.0,810.0,-180.0,0.0,180.0,False,True,
56,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:40:31.414113-04:00,1787100031,414107882,1787100031414107882,106.381986,,,,1169,1168,1,0,0,1169,AxisTarget,1,False,True,True,False,0.0,-90.0,90.0,0.0,90.0,0.0,445.0,0.0,810.0,-180.0,0.0,180.0,False,True,
57,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:40:31.517787-04:00,1787100031,517779093,1787100031517779093,103.671211,,,,1170,1169,1,0,0,1170,AxisTarget,1,False,True,True,False,0.0,-90.0,90.0,0.0,90.0,0.0,445.0,0.0,810.0,-180.0,0.0,180.0,False,True,
58,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:40:31.671762-04:00,1787100031,671750269,1787100031671750269,153.971176,,,,1171,1170,1,0,0,1171,AxisTarget,1,False,True,True,False,0.0,-90.0,90.0,0.0,90.0,0.0,445.0,0.0,810.0,-180.0,0.0,180.0,False,True,
59,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:40:31.778725-04:00,1787100031,778709285,1787100031778709285,106.959016,,,,1172,1171,1,0,0,1172,AxisTarget,1,False,True,True,False,0.0,-90.0,90.0,0.0,90.0,0.0,445.0,0.0,810.0,-180.0,0.0,180.0,False,True,
60,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:40:31.885415-04:00,1787100031,885404608,1787100031885404608,106.695323,,,,1173,1172,1,0,0,1173,AxisTarget,1,False,True,True,False,0.0,-90.0,90.0,0.0,90.0,0.0,445.0,0.0,810.0,-180.0,0.0,180.0,False,True,
61,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:40:31.996684-04:00,1787100031,996678165,1787100031996678165,111.273557,,,,1174,1173,1,0,0,1174,AxisTarget,1,False,True,True,False,0.0,-90.0,90.0,0.0,90.0,0.0,445.0,0.0,810.0,-180.0,0.0,180.0,False,True,
62,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:40:32.105750-04:00,1787100032,105738861,1787100032105738861,109.060696,,,,1175,1174,1,0,0,1175,AxisTarget,1,False,True,True,False,0.0,-90.0,90.0,0.0,90.0,0.0,445.0,0.0,810.0,-180.0,0.0,180.0,False,True,
63,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:40:32.268628-04:00,1787100032,268609339,1787100032268609339,162.870478,,,,1176,1175,1,0,0,1176,AxisTarget,1,False,True,True,False,0.0,-90.0,90.0,0.0,90.0,0.0,445.0,0.0,810.0,-180.0,0.0,180.0,False,True,
64,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:40:32.374973-04:00,1787100032,374960480,1787100032374960480,106.351141,,,,1177,1176,1,0,0,1177,AxisTarget,1,False,True,True,False,0.0,-90.0,90.0,0.0,90.0,0.0,445.0,0.0,810.0,-180.0,0.0,180.0,False,True,
65,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:40:32.479752-04:00,1787100032,479728010,1787100032479728010,104.76753,,,,1178,1177,1,0,0,1178,AxisTarget,1,False,True,True,False,0.0,-90.0,90.0,0.0,90.0,0.0,445.0,0.0,810.0,-180.0,0.0,180.0,False,True,
66,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:40:32.588957-04:00,1787100032,588943827,1787100032588943827,109.215817,,,,1179,1178,1,0,0,1179,AxisTarget,1,False,True,True,False,0.0,-90.0,90.0,0.0,90.0,0.0,445.0,0.0,810.0,-180.0,0.0,180.0,False,True,
67,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:40:32.695732-04:00,1787100032,695719027,1787100032695719027,106.7752,,,,1180,1179,1,0,0,1180,AxisTarget,1,False,True,True,False,0.0,-90.0,90.0,0.0,90.0,0.0,445.0,0.0,810.0,-180.0,0.0,180.0,False,True,
68,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:40:32.851103-04:00,1787100032,851096599,1787100032851096599,155.377572,,,,1181,1180,1,0,0,1181,AxisTarget,1,False,True,True,False,0.0,-90.0,90.0,0.0,90.0,0.0,445.0,0.0,810.0,-180.0,0.0,180.0,False,True,
69,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:40:32.958828-04:00,1787100032,958815622,1787100032958815622,107.719023,,,,1182,1181,1,0,0,1182,AxisTarget,1,False,True,True,False,0.0,-90.0,90.0,0.0,90.0,0.0,445.0,0.0,810.0,-180.0,0.0,180.0,False,True,
70,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:40:33.069922-04:00,1787100033,69903139,1787100033069903139,111.087517,,,,1183,1182,1,0,0,1183,AxisTarget,1,False,True,True,False,0.0,-90.0,90.0,0.0,90.0,0.0,445.0,0.0,810.0,-180.0,0.0,180.0,False,True,
71,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:40:33.178533-04:00,1787100033,178519581,1787100033178519581,108.616442,,,,1184,1183,1,0,0,1184,AxisTarget,1,False,True,True,False,0.0,-90.0,90.0,0.0,90.0,0.0,445.0,0.0,810.0,-180.0,0.0,180.0,False,True,
72,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:40:33.285984-04:00,1787100033,285978119,1787100033285978119,107.458538,,,,1185,1184,1,0,0,1185,AxisTarget,1,False,True,True,False,0.0,-90.0,90.0,0.0,90.0,0.0,445.0,0.0,810.0,-180.0,0.0,180.0,False,True,
73,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:40:33.441877-04:00,1787100033,441870697,1787100033441870697,155.892578,,,,1186,1185,1,0,0,1186,AxisTarget,1,False,True,True,False,0.0,-90.0,90.0,0.0,90.0,0.0,445.0,0.0,810.0,-180.0,0.0,180.0,False,True,
74,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:40:33.549978-04:00,1787100033,549962305,1787100033549962305,108.091608,,,,1187,1186,1,0,0,1187,AxisTarget,1,False,True,True,False,0.0,-90.0,90.0,0.0,90.0,0.0,445.0,0.0,810.0,-180.0,0.0,180.0,False,True,
75,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:40:33.657782-04:00,1787100033,657770389,1787100033657770389,107.808084,,,,1188,1187,1,0,0,1188,AxisTarget,1,False,True,True,False,0.0,-90.0,90.0,0.0,90.0,0.0,445.0,0.0,810.0,-180.0,0.0,180.0,False,True,
76,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:40:33.765410-04:00,1787100033,765382164,1787100033765382164,107.611775,,,,1189,1188,1,0,0,1189,AxisTarget,1,False,True,True,False,0.0,-90.0,90.0,0.0,90.0,0.0,445.0,0.0,810.0,-180.0,0.0,180.0,False,True,
77,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:40:33.874585-04:00,1787100033,874572913,1787100033874572913,109.190749,,,,1190,1189,1,0,0,1190,AxisTarget,1,False,True,True,False,0.0,-90.0,90.0,0.0,90.0,0.0,445.0,0.0,810.0,-180.0,0.0,180.0,False,True,
78,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:40:34.028915-04:00,1787100034,28905093,1787100034028905093,154.33218,,,,1191,1190,1,0,0,1191,AxisTarget,1,False,True,True,False,0.0,-90.0,90.0,0.0,90.0,0.0,445.0,0.0,810.0,-180.0,0.0,180.0,False,True,
79,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:40:34.120466-04:00,1787100034,120437986,1787100034120437986,91.532893,,,,1192,1191,1,0,0,1192,AxisTarget,1,False,True,True,False,0.0,-90.0,90.0,0.0,90.0,0.0,445.0,0.0,810.0,-180.0,0.0,180.0,False,True,
80,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:40:34.227894-04:00,1787100034,227864295,1787100034227864295,107.426309,,,,1193,1192,1,0,0,1193,AxisTarget,1,False,True,True,False,0.0,-90.0,90.0,0.0,90.0,0.0,445.0,0.0,810.0,-180.0,0.0,180.0,False,True,
81,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:40:34.336239-04:00,1787100034,336233066,1787100034336233066,108.368771,,,,1194,1193,1,0,0,1194,AxisTarget,1,False,True,True,False,0.0,-90.0,90.0,0.0,90.0,0.0,445.0,0.0,810.0,-180.0,0.0,180.0,False,True,
82,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:40:34.447298-04:00,1787100034,447287873,1787100034447287873,111.054807,,,,1195,1194,1,0,0,1195,AxisTarget,1,False,True,True,False,0.0,-90.0,90.0,0.0,90.0,0.0,445.0,0.0,810.0,-180.0,0.0,180.0,False,True,
83,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T20:40:34.612158-04:00,1787100034,612147085,1787100034612147085,164.859212,,,,1196,1195,1,0,0,1196,AxisTarget,1,False,True,True,False,0.0,-90.0,90.0,0.0,90.0,0.0,445.0,0.0,810.0,-180.0,0.0,180.0,False,True,
