receive_index,topic_name,message_type,receive_wall_time_iso8601,receive_ros_time_sec,receive_ros_time_nanosec,receive_ros_time_ns,delta_receive_ms,source_stamp_sec,source_stamp_nanosec,source_stamp_ns,sequence,prev_sequence,delta_seq,sequence_gap,estimated_missing,seq,mode,status,move_ready,limits_ok,delta_ok,move_executed,axis_actual.A1,axis_actual.A2,axis_actual.A3,axis_actual.A4,axis_actual.A5,axis_actual.A6,position_actual.X,position_actual.Y,position_actual.Z,position_actual.A,position_actual.B,position_actual.C,rx_counter,bridge_safe_mode,bridge_allow_motion,batch_seq,batch_consumed,batch_active,unmapped_json
1,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-28T20:15:58.289679-04:00,1787962558,289673526,1787962558289673526,,,,,66349,,,0,0,66349,AxisTarget,1,False,True,True,False,0.0,-90.0,90.0,-0.004938,-0.003916,1e-06,674.677551,-2.331047,885.201538,-1e-06,-0.008562,0.004937,16386,False,True,44,0,False,
2,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-28T20:15:58.413387-04:00,1787962558,413377492,1787962558413377492,123.703966,,,,66350,66349,1,0,0,66350,AxisTarget,1,False,True,True,False,0.0,-90.0,90.0,-0.004938,-0.003916,1e-06,674.677551,-2.331047,885.201538,-1e-06,-0.008562,0.004937,16386,False,True,44,0,False,
3,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-28T20:15:58.537161-04:00,1787962558,537155479,1787962558537155479,123.777987,,,,66351,66350,1,0,0,66351,AxisTarget,1,False,True,True,False,0.0,-90.0,90.0,-0.004938,-0.003916,1e-06,674.677551,-2.331047,885.201538,-1e-06,-0.008562,0.004937,16386,False,True,44,0,False,
4,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-28T20:15:58.757214-04:00,1787962558,757208895,1787962558757208895,220.053416,,,,66352,66351,1,0,0,66352,AxisTarget,1,False,True,True,False,0.0,-90.0,90.0,-0.004938,-0.003916,1e-06,674.677551,-2.331047,885.201538,-1e-06,-0.008562,0.004937,16387,False,True,44,0,False,
5,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-28T20:15:58.885252-04:00,1787962558,885246549,1787962558885246549,128.037654,,,,66353,66352,1,0,0,66353,AxisTarget,1,False,True,True,False,0.0,-90.0,90.0,-0.004938,-0.003916,1e-06,674.677551,-2.331047,885.201538,-1e-06,-0.008562,0.004937,16387,False,True,44,0,False,
6,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-28T20:15:59.009307-04:00,1787962559,9300100,1787962559009300100,124.053551,,,,66354,66353,1,0,0,66354,AxisTarget,1,False,True,True,False,0.0,-90.0,90.0,-0.004938,-0.003916,1e-06,674.677551,-2.331047,885.201538,-1e-06,-0.008562,0.004937,16387,False,True,44,0,False,
7,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-28T20:15:59.135480-04:00,1787962559,135457573,1787962559135457573,126.157473,,,,66355,66354,1,0,0,66355,AxisTarget,1,False,True,True,False,0.0,-90.0,90.0,-0.004938,-0.003916,1e-06,674.677551,-2.331047,885.201538,-1e-06,-0.008562,0.004937,16387,False,True,44,0,False,
8,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-28T20:15:59.349364-04:00,1787962559,349352912,1787962559349352912,213.895339,,,,66356,66355,1,0,0,66356,AxisTarget,1,False,True,True,False,0.0,-90.0,90.0,-0.004938,-0.003916,1e-06,674.677551,-2.331047,885.201538,-1e-06,-0.008562,0.004937,16388,False,True,44,0,False,
9,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-28T20:15:59.477655-04:00,1787962559,477645329,1787962559477645329,128.292417,,,,66357,66356,1,0,0,66357,AxisTarget,1,False,True,True,False,0.0,-90.0,90.0,-0.004938,-0.003916,1e-06,674.677551,-2.331047,885.201538,-1e-06,-0.008562,0.004937,16388,False,True,44,0,False,
10,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-28T20:15:59.601610-04:00,1787962559,601600449,1787962559601600449,123.95512,,,,66358,66357,1,0,0,66358,AxisTarget,1,False,True,True,False,0.0,-90.0,90.0,-0.004938,-0.003916,1e-06,674.677551,-2.331047,885.201538,-1e-06,-0.008562,0.004937,16388,False,True,44,0,False,
