receive_index,topic_name,message_type,receive_wall_time_iso8601,receive_ros_time_sec,receive_ros_time_nanosec,receive_ros_time_ns,delta_receive_ms,source_stamp_sec,source_stamp_nanosec,source_stamp_ns,sequence,prev_sequence,delta_seq,sequence_gap,estimated_missing,seq,mode,status,move_ready,limits_ok,delta_ok,move_executed,axis_actual.A1,axis_actual.A2,axis_actual.A3,axis_actual.A4,axis_actual.A5,axis_actual.A6,position_actual.X,position_actual.Y,position_actual.Z,position_actual.A,position_actual.B,position_actual.C,rx_counter,bridge_safe_mode,bridge_allow_motion,unmapped_json
1,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-19T21:30:57.581286-04:00,1787189457,581273831,1787189457581273831,,,,,3358,,,0,0,3358,AxisTarget,1,False,True,True,False,0.0,-90.104935,90.104836,-0.004938,89.204506,1e-06,442.542267,-2.311661,660.277893,0.353544,89.199745,0.353577,840,False,True,
2,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-19T21:30:57.703260-04:00,1787189457,703247148,1787189457703247148,121.973317,,,,3359,3358,1,0,0,3359,AxisTarget,1,False,True,True,False,0.0,-90.104935,90.104836,-0.004938,89.204506,1e-06,442.542267,-2.311661,660.277893,0.353544,89.199745,0.353577,840,False,True,
3,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-19T21:30:57.809949-04:00,1787189457,809939647,1787189457809939647,106.692499,,,,3360,3359,1,0,0,3360,AxisTarget,1,False,True,True,False,0.0,-90.104935,90.104836,-0.004938,89.204506,1e-06,442.542267,-2.311661,660.277893,0.353544,89.199745,0.353577,840,False,True,
4,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-19T21:30:57.924295-04:00,1787189457,924282403,1787189457924282403,114.342756,,,,3361,3360,1,0,0,3361,AxisTarget,1,False,True,True,False,0.0,-90.104935,90.104836,-0.004938,89.204506,1e-06,442.542267,-2.311661,660.277893,0.353544,89.199745,0.353577,840,False,True,
5,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-19T21:30:58.101573-04:00,1787189458,101557549,1787189458101557549,177.275146,,,,3362,3361,1,0,0,3362,AxisTarget,1,False,True,True,False,0.0,-90.104935,90.104836,-0.004938,89.204506,1e-06,442.542267,-2.311661,660.277893,0.353544,89.199745,0.353577,841,False,True,
6,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-19T21:30:58.212091-04:00,1787189458,212078864,1787189458212078864,110.521315,,,,3363,3362,1,0,0,3363,AxisTarget,1,False,True,True,False,0.0,-90.104935,90.104836,-0.004938,89.204506,1e-06,442.542267,-2.311661,660.277893,0.353544,89.199745,0.353577,841,False,True,
7,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-19T21:30:58.323575-04:00,1787189458,323552197,1787189458323552197,111.473333,,,,3364,3363,1,0,0,3364,AxisTarget,1,False,True,True,False,0.0,-90.104935,90.104836,-0.004938,89.204506,1e-06,442.542267,-2.311661,660.277893,0.353544,89.199745,0.353577,841,False,True,
8,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-19T21:30:58.438737-04:00,1787189458,438720754,1787189458438720754,115.168557,,,,3365,3364,1,0,0,3365,AxisTarget,1,False,True,True,False,0.0,-90.104935,90.104836,-0.004938,89.204506,1e-06,442.542267,-2.311661,660.277893,0.353544,89.199745,0.353577,841,False,True,
9,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-19T21:30:58.619139-04:00,1787189458,619129653,1787189458619129653,180.408899,,,,3366,3365,1,0,0,3366,AxisTarget,1,False,True,True,False,0.0,-90.104935,90.104836,-0.004938,89.204506,1e-06,442.542267,-2.311661,660.277893,0.353544,89.199745,0.353577,842,False,True,
10,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-19T21:30:58.730208-04:00,1787189458,730191509,1787189458730191509,111.061856,,,,3367,3366,1,0,0,3367,AxisTarget,1,False,True,True,False,0.0,-90.104935,90.104836,-0.004938,89.204506,1e-06,442.542267,-2.311661,660.277893,0.353544,89.199745,0.353577,842,False,True,
