receive_index,topic_name,message_type,receive_wall_time_iso8601,receive_ros_time_sec,receive_ros_time_nanosec,receive_ros_time_ns,delta_receive_ms,source_stamp_sec,source_stamp_nanosec,source_stamp_ns,sequence,prev_sequence,delta_seq,sequence_gap,estimated_missing,seq,mode,status,move_ready,limits_ok,delta_ok,move_executed,axis_actual.A1,axis_actual.A2,axis_actual.A3,axis_actual.A4,axis_actual.A5,axis_actual.A6,position_actual.X,position_actual.Y,position_actual.Z,position_actual.A,position_actual.B,position_actual.C,rx_counter,bridge_safe_mode,bridge_allow_motion,batch_seq,batch_consumed,batch_active,unmapped_json
1,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-26T12:53:49.619509-04:00,1787763229,619488776,1787763229619488776,,,,,1096,,,0,0,1096,AxisTarget,1,False,True,False,False,0.0,-90.0,90.0,-0.004938,-0.003916,1e-06,525.0,0.0,890.005493,51.578213,89.993698,51.578213,420,False,True,96,0,False,
2,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-26T12:53:49.844462-04:00,1787763229,844455581,1787763229844455581,224.966805,,,,1097,1096,1,0,0,1097,AxisTarget,1,False,True,False,False,0.0,-90.0,90.0,-0.004938,-0.003916,1e-06,525.0,0.0,890.005493,51.578213,89.993698,51.578213,421,False,True,96,0,False,
3,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-26T12:53:49.964426-04:00,1787763229,964418867,1787763229964418867,119.963286,,,,1098,1097,1,0,0,1098,AxisTarget,1,False,True,False,False,0.0,-90.0,90.0,-0.004938,-0.003916,1e-06,525.0,0.0,890.005493,51.578213,89.993698,51.578213,421,False,True,96,0,False,
4,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-26T12:53:50.088310-04:00,1787763230,88279613,1787763230088279613,123.860746,,,,1099,1098,1,0,0,1099,AxisTarget,1,False,True,False,False,0.0,-90.0,90.0,-0.004938,-0.003916,1e-06,525.0,0.0,890.005493,51.578213,89.993698,51.578213,421,False,True,96,0,False,
5,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-26T12:53:50.219430-04:00,1787763230,219404277,1787763230219404277,131.124664,,,,1100,1099,1,0,0,1100,AxisTarget,1,False,True,False,False,0.0,-90.0,90.0,-0.004938,-0.003916,1e-06,525.0,0.0,890.005493,51.578213,89.993698,51.578213,421,False,True,96,0,False,
6,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-26T12:53:50.441515-04:00,1787763230,441502964,1787763230441502964,222.098687,,,,1101,1100,1,0,0,1101,AxisTarget,1,False,True,False,False,0.0,-90.0,90.0,-0.004938,-0.003916,1e-06,525.0,0.0,890.005493,51.578213,89.993698,51.578213,422,False,True,96,0,False,
7,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-26T12:53:50.568774-04:00,1787763230,568755731,1787763230568755731,127.252767,,,,1102,1101,1,0,0,1102,AxisTarget,1,False,True,False,False,0.0,-90.0,90.0,-0.004938,-0.003916,1e-06,525.0,0.0,890.005493,51.578213,89.993698,51.578213,422,False,True,96,0,False,
8,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-26T12:53:50.692905-04:00,1787763230,692894028,1787763230692894028,124.138297,,,,1103,1102,1,0,0,1103,AxisTarget,1,False,True,False,False,0.0,-90.0,90.0,-0.004938,-0.003916,1e-06,525.0,0.0,890.005493,51.578213,89.993698,51.578213,422,False,True,96,0,False,
9,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-26T12:53:50.829569-04:00,1787763230,829562348,1787763230829562348,136.66832,,,,1104,1103,1,0,0,1104,AxisTarget,1,False,True,False,False,0.0,-90.0,90.0,-0.004938,-0.003916,1e-06,525.0,0.0,890.005493,51.578213,89.993698,51.578213,422,False,True,96,0,False,
10,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-26T12:53:51.047979-04:00,1787763231,47972678,1787763231047972678,218.41033,,,,1105,1104,1,0,0,1105,AxisTarget,1,False,True,False,False,0.0,-90.0,90.0,-0.004938,-0.003916,1e-06,525.0,0.0,890.005493,51.578213,89.993698,51.578213,423,False,True,96,0,False,
