receive_index,topic_name,message_type,receive_wall_time_iso8601,receive_ros_time_sec,receive_ros_time_nanosec,receive_ros_time_ns,delta_receive_ms,source_stamp_sec,source_stamp_nanosec,source_stamp_ns,sequence,prev_sequence,delta_seq,sequence_gap,estimated_missing,seq,mode,status,move_ready,limits_ok,delta_ok,move_executed,axis_actual.A1,axis_actual.A2,axis_actual.A3,axis_actual.A4,axis_actual.A5,axis_actual.A6,position_actual.X,position_actual.Y,position_actual.Z,position_actual.A,position_actual.B,position_actual.C,rx_counter,bridge_safe_mode,bridge_allow_motion,batch_seq,batch_consumed,batch_active,unmapped_json
1,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-31T20:55:40.261922-04:00,1788224140,261917011,1788224140261917011,,,,,31692,,,0,0,31692,AxisTarget,1,False,True,False,False,0.1935,-90.180397,89.82,0.0672,-0.0103,-0.0852,523.33429,-1.767401,893.156494,2.586455,89.628868,2.779885,8220,False,True,55,665,False,
2,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-31T20:55:40.485129-04:00,1788224140,485123464,1788224140485123464,223.206453,,,,31693,31692,1,0,0,31693,AxisTarget,1,False,True,False,False,0.1935,-90.180397,89.82,0.0672,-0.0103,-0.0852,523.33429,-1.767401,893.156494,2.586455,89.628868,2.779885,8221,False,True,55,665,False,
3,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-31T20:55:40.610714-04:00,1788224140,610697299,1788224140610697299,125.573835,,,,31694,31693,1,0,0,31694,AxisTarget,1,False,True,False,False,0.1935,-90.180397,89.82,0.0672,-0.0103,-0.0852,523.33429,-1.767401,893.156494,2.586455,89.628868,2.779885,8221,False,True,55,665,False,
4,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-31T20:55:40.733621-04:00,1788224140,733610268,1788224140733610268,122.912969,,,,31695,31694,1,0,0,31695,AxisTarget,1,False,True,False,False,0.1935,-90.180397,89.82,0.0672,-0.0103,-0.0852,523.33429,-1.767401,893.156494,2.586455,89.628868,2.779885,8221,False,True,55,665,False,
5,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-31T20:55:40.858726-04:00,1788224140,858708727,1788224140858708727,125.098459,,,,31696,31695,1,0,0,31696,AxisTarget,1,False,True,False,False,0.1935,-90.180397,89.82,0.0672,-0.0103,-0.0852,523.33429,-1.767401,893.156494,2.586455,89.628868,2.779885,8221,False,True,55,665,False,
6,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-31T20:55:41.077391-04:00,1788224141,77385633,1788224141077385633,218.676906,,,,31697,31696,1,0,0,31697,AxisTarget,1,False,True,False,False,0.1935,-90.180397,89.82,0.0672,-0.0103,-0.0852,523.33429,-1.767401,893.156494,2.586455,89.628868,2.779885,8222,False,True,55,665,False,
7,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-31T20:55:41.205676-04:00,1788224141,205670069,1788224141205670069,128.284436,,,,31698,31697,1,0,0,31698,AxisTarget,1,False,True,False,False,0.1935,-90.180397,89.82,0.0672,-0.0103,-0.0852,523.33429,-1.767401,893.156494,2.586455,89.628868,2.779885,8222,False,True,55,665,False,
8,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-31T20:55:41.333135-04:00,1788224141,333129640,1788224141333129640,127.459571,,,,31699,31698,1,0,0,31699,AxisTarget,1,False,True,False,False,0.1935,-90.180397,89.82,0.0672,-0.0103,-0.0852,523.33429,-1.767401,893.156494,2.586455,89.628868,2.779885,8222,False,True,55,665,False,
9,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-31T20:55:41.458421-04:00,1788224141,458410644,1788224141458410644,125.281004,,,,31700,31699,1,0,0,31700,AxisTarget,1,False,True,False,False,0.1935,-90.180397,89.82,0.0672,-0.0103,-0.0852,523.33429,-1.767401,893.156494,2.586455,89.628868,2.779885,8222,False,True,55,665,False,
10,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-31T20:55:41.673061-04:00,1788224141,673054531,1788224141673054531,214.643887,,,,31701,31700,1,0,0,31701,AxisTarget,1,False,True,False,False,0.1935,-90.180397,89.82,0.0672,-0.0103,-0.0852,523.33429,-1.767401,893.156494,2.586455,89.628868,2.779885,8223,False,True,55,665,False,
11,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-31T20:55:41.798024-04:00,1788224141,798017375,1788224141798017375,124.962844,,,,31702,31701,1,0,0,31702,AxisTarget,1,False,True,False,False,0.1935,-90.180397,89.82,0.0672,-0.0103,-0.0852,523.33429,-1.767401,893.156494,2.586455,89.628868,2.779885,8223,False,True,55,665,False,
12,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-31T20:55:41.926598-04:00,1788224141,926592970,1788224141926592970,128.575595,,,,31703,31702,1,0,0,31703,AxisTarget,1,False,True,False,False,0.1935,-90.180397,89.82,0.0672,-0.0103,-0.0852,523.33429,-1.767401,893.156494,2.586455,89.628868,2.779885,8223,False,True,55,665,False,
13,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-31T20:55:42.048948-04:00,1788224142,48942830,1788224142048942830,122.34986,,,,31704,31703,1,0,0,31704,AxisTarget,1,False,True,False,False,0.1935,-90.180397,89.82,0.0672,-0.0103,-0.0852,523.33429,-1.767401,893.156494,2.586455,89.628868,2.779885,8223,False,True,55,665,False,
14,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-31T20:55:42.273195-04:00,1788224142,273188397,1788224142273188397,224.245567,,,,31705,31704,1,0,0,31705,AxisTarget,1,False,True,False,False,0.1935,-90.180397,89.82,0.0672,-0.0103,-0.0852,523.33429,-1.767401,893.156494,2.586455,89.628868,2.779885,8224,False,True,55,665,False,
15,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-31T20:55:42.397700-04:00,1788224142,397693641,1788224142397693641,124.505244,,,,31706,31705,1,0,0,31706,AxisTarget,1,False,True,False,False,0.1935,-90.180397,89.82,0.0672,-0.0103,-0.0852,523.33429,-1.767401,893.156494,2.586455,89.628868,2.779885,8224,False,True,55,665,False,
16,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-31T20:55:42.521742-04:00,1788224142,521731213,1788224142521731213,124.037572,,,,31707,31706,1,0,0,31707,AxisTarget,1,False,True,False,False,0.1935,-90.180397,89.82,0.0672,-0.0103,-0.0852,523.33429,-1.767401,893.156494,2.586455,89.628868,2.779885,8224,False,True,55,665,False,
17,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-31T20:55:42.645596-04:00,1788224142,645579248,1788224142645579248,123.848035,,,,31708,31707,1,0,0,31708,AxisTarget,1,False,True,False,False,0.1935,-90.180397,89.82,0.0672,-0.0103,-0.0852,523.33429,-1.767401,893.156494,2.586455,89.628868,2.779885,8224,False,True,55,665,False,
