receive_index,topic_name,message_type,receive_wall_time_iso8601,receive_ros_time_sec,receive_ros_time_nanosec,receive_ros_time_ns,delta_receive_ms,source_stamp_sec,source_stamp_nanosec,source_stamp_ns,sequence,prev_sequence,delta_seq,sequence_gap,estimated_missing,seq,mode,status,move_ready,limits_ok,delta_ok,move_executed,axis_actual.A1,axis_actual.A2,axis_actual.A3,axis_actual.A4,axis_actual.A5,axis_actual.A6,position_actual.X,position_actual.Y,position_actual.Z,position_actual.A,position_actual.B,position_actual.C,rx_counter,bridge_safe_mode,bridge_allow_motion,unmapped_json
1,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-22T10:14:11.070130-04:00,1787408051,70117914,1787408051070117914,,,,,3045,,,0,0,3045,AxisTarget,1,False,False,False,False,0.0,-90.0,90.0,-0.004938,-0.003916,1e-06,674.677551,-2.331047,885.201538,-1e-06,-0.008562,0.004937,762,False,True,
2,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-22T10:14:11.267850-04:00,1787408051,267839438,1787408051267839438,197.721524,,,,3046,3045,1,0,0,3046,AxisTarget,1,False,False,False,False,0.0,-90.0,90.0,-0.004938,-0.003916,1e-06,674.677551,-2.331047,885.201538,-1e-06,-0.008562,0.004937,763,False,True,
3,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-22T10:14:11.386625-04:00,1787408051,386597952,1787408051386597952,118.758514,,,,3047,3046,1,0,0,3047,AxisTarget,1,False,False,False,False,0.0,-90.0,90.0,-0.004938,-0.003916,1e-06,674.677551,-2.331047,885.201538,-1e-06,-0.008562,0.004937,763,False,True,
4,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-22T10:14:11.501182-04:00,1787408051,501167373,1787408051501167373,114.569421,,,,3048,3047,1,0,0,3048,AxisTarget,1,False,False,False,False,0.0,-90.0,90.0,-0.004938,-0.003916,1e-06,674.677551,-2.331047,885.201538,-1e-06,-0.008562,0.004937,763,False,True,
5,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-22T10:14:11.619895-04:00,1787408051,619883938,1787408051619883938,118.716565,,,,3049,3048,1,0,0,3049,AxisTarget,1,False,False,False,False,0.0,-90.0,90.0,-0.004938,-0.003916,1e-06,674.677551,-2.331047,885.201538,-1e-06,-0.008562,0.004937,763,False,True,
6,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-22T10:14:11.808984-04:00,1787408051,808959015,1787408051808959015,189.075077,,,,3050,3049,1,0,0,3050,AxisTarget,1,False,False,False,False,0.0,-90.0,90.0,-0.004938,-0.003916,1e-06,674.677551,-2.331047,885.201538,-1e-06,-0.008562,0.004937,764,False,True,
7,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-22T10:14:11.921553-04:00,1787408051,921547313,1787408051921547313,112.588298,,,,3051,3050,1,0,0,3051,AxisTarget,1,False,False,False,False,0.0,-90.0,90.0,-0.004938,-0.003916,1e-06,674.677551,-2.331047,885.201538,-1e-06,-0.008562,0.004937,764,False,True,
8,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-22T10:14:12.034896-04:00,1787408052,34868949,1787408052034868949,113.321636,,,,3052,3051,1,0,0,3052,AxisTarget,1,False,False,False,False,0.0,-90.0,90.0,-0.004938,-0.003916,1e-06,674.677551,-2.331047,885.201538,-1e-06,-0.008562,0.004937,764,False,True,
9,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-22T10:14:12.154160-04:00,1787408052,154120537,1787408052154120537,119.251588,,,,3053,3052,1,0,0,3053,AxisTarget,1,False,False,False,False,0.0,-90.0,90.0,-0.004938,-0.003916,1e-06,674.677551,-2.331047,885.201538,-1e-06,-0.008562,0.004937,764,False,True,
10,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-22T10:14:12.335933-04:00,1787408052,335910625,1787408052335910625,181.790088,,,,3054,3053,1,0,0,3054,AxisTarget,1,False,False,False,False,0.0,-90.0,90.0,-0.004938,-0.003916,1e-06,674.677551,-2.331047,885.201538,-1e-06,-0.008562,0.004937,765,False,True,
11,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-22T10:14:12.459507-04:00,1787408052,459484005,1787408052459484005,123.57338,,,,3055,3054,1,0,0,3055,AxisTarget,1,False,False,False,False,0.0,-90.0,90.0,-0.004938,-0.003916,1e-06,674.677551,-2.331047,885.201538,-1e-06,-0.008562,0.004937,765,False,True,
12,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-22T10:14:12.575728-04:00,1787408052,575706705,1787408052575706705,116.2227,,,,3056,3055,1,0,0,3056,AxisTarget,1,False,False,False,False,0.0,-90.0,90.0,-0.004938,0.00657,3e-06,674.677307,-2.331046,885.190308,0.0,-0.005749,0.004937,765,False,True,
13,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-22T10:14:12.687894-04:00,1787408052,687878452,1787408052687878452,112.171747,,,,3057,3056,1,0,0,3057,AxisTarget,1,False,False,False,False,-2e-06,-90.0,90.0,-0.00494,0.327084,4.9e-05,674.661194,-2.330968,884.474243,1.6e-05,0.172878,0.004914,765,False,True,
14,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-22T10:14:12.867681-04:00,1787408052,867674171,1787408052867674171,179.795719,,,,3058,3057,1,0,0,3058,AxisTarget,1,False,False,False,False,-1.3e-05,-90.0,90.000015,-0.004947,1.686238,0.00023,674.477417,-2.330403,879.279968,0.000139,1.469198,0.00475,766,False,True,
15,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-22T10:14:12.983020-04:00,1787408052,982992778,1787408052982992778,115.318607,,,,3059,3058,1,0,0,3059,AxisTarget,1,False,False,False,False,-2.1e-05,-90.0,90.000015,-0.004951,2.535847,0.000343,674.293213,-2.330032,875.878418,0.00022,2.318812,0.004644,766,False,True,
16,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-22T10:14:13.095878-04:00,1787408053,95863123,1787408053095863123,112.870345,,,,3060,3059,1,0,0,3060,AxisTarget,1,False,False,False,False,-2.8e-05,-90.000008,90.000023,-0.004956,3.4158,0.000461,674.049255,-2.329648,872.358643,0.000304,3.19877,0.004535,766,False,True,
17,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-22T10:14:13.210651-04:00,1787408053,210637138,1787408053210637138,114.774015,,,,3061,3060,1,0,0,3061,AxisTarget,1,False,False,False,False,-3.5e-05,-90.000008,90.000031,-0.004961,4.265409,0.000574,673.762512,-2.329278,868.964233,0.000386,4.048383,0.004431,766,False,True,
18,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-22T10:14:13.395584-04:00,1787408053,395574752,1787408053395574752,184.937614,,,,3062,3061,1,0,0,3062,AxisTarget,1,False,False,False,False,-4.7e-05,-90.000008,90.000038,-0.004968,5.630851,0.000755,673.182251,-2.328668,863.39801,0.00052,5.444177,0.004262,767,False,True,
