receive_index,topic_name,message_type,receive_wall_time_iso8601,receive_ros_time_sec,receive_ros_time_nanosec,receive_ros_time_ns,delta_receive_ms,source_stamp_sec,source_stamp_nanosec,source_stamp_ns,sequence,prev_sequence,delta_seq,sequence_gap,estimated_missing,seq,mode,status,move_ready,limits_ok,delta_ok,move_executed,axis_actual.A1,axis_actual.A2,axis_actual.A3,axis_actual.A4,axis_actual.A5,axis_actual.A6,position_actual.X,position_actual.Y,position_actual.Z,position_actual.A,position_actual.B,position_actual.C,rx_counter,bridge_safe_mode,bridge_allow_motion,batch_seq,batch_consumed,batch_active,unmapped_json
1,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-28T20:03:31.919049-04:00,1787961811,919040002,1787961811919040002,,,,,61559,,,0,0,61559,AxisTarget,1,False,True,True,False,0.0,-90.0,90.0,-0.004938,-0.003916,1e-06,674.677551,-2.331047,885.201538,-1e-06,-0.008562,0.004937,15185,False,True,44,0,False,
2,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-28T20:03:32.156743-04:00,1787961812,156734269,1787961812156734269,237.694267,,,,61560,61559,1,0,0,61560,AxisTarget,1,False,True,True,False,0.0,-90.0,90.0,-0.004938,-0.003916,1e-06,674.677551,-2.331047,885.201538,-1e-06,-0.008562,0.004937,15186,False,True,44,0,False,
3,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-28T20:03:32.285008-04:00,1787961812,285000475,1787961812285000475,128.266206,,,,61561,61560,1,0,0,61561,AxisTarget,1,False,True,True,False,0.0,-90.0,90.0,-0.004938,-0.003916,1e-06,674.677551,-2.331047,885.201538,-1e-06,-0.008562,0.004937,15186,False,True,44,0,False,
4,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-28T20:03:32.408627-04:00,1787961812,408617781,1787961812408617781,123.617306,,,,61562,61561,1,0,0,61562,AxisTarget,1,False,True,True,False,0.0,-90.0,90.0,-0.004938,-0.003916,1e-06,674.677551,-2.331047,885.201538,-1e-06,-0.008562,0.004937,15186,False,True,44,0,False,
5,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-28T20:03:32.536757-04:00,1787961812,536751580,1787961812536751580,128.133799,,,,61563,61562,1,0,0,61563,AxisTarget,1,False,True,True,False,0.0,-90.0,90.0,-0.004938,-0.003916,1e-06,674.677551,-2.331047,885.201538,-1e-06,-0.008562,0.004937,15186,False,True,44,0,False,
6,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-28T20:03:32.756746-04:00,1787961812,756684117,1787961812756684117,219.932537,,,,61564,61563,1,0,0,61564,AxisTarget,1,False,True,True,False,0.0,-90.0,90.0,-0.004938,-0.003916,1e-06,674.677551,-2.331047,885.201538,-1e-06,-0.008562,0.004937,15187,False,True,44,0,False,
7,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-28T20:03:32.884798-04:00,1787961812,884744634,1787961812884744634,128.060517,,,,61565,61564,1,0,0,61565,AxisTarget,1,False,True,True,False,0.0,-90.0,90.0,-0.004938,-0.003916,1e-06,674.677551,-2.331047,885.201538,-1e-06,-0.008562,0.004937,15187,False,True,44,0,False,
8,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-28T20:03:33.013093-04:00,1787961813,13081607,1787961813013081607,128.336973,,,,61566,61565,1,0,0,61566,AxisTarget,1,False,True,True,False,0.0,-90.0,90.0,-0.004938,-0.003916,1e-06,674.677551,-2.331047,885.201538,-1e-06,-0.008562,0.004937,15187,False,True,44,0,False,
9,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-28T20:03:33.148576-04:00,1787961813,148568531,1787961813148568531,135.486924,,,,61567,61566,1,0,0,61567,AxisTarget,1,False,True,True,False,0.0,-90.0,90.0,-0.004938,-0.003916,1e-06,674.677551,-2.331047,885.201538,-1e-06,-0.008562,0.004937,15187,False,True,44,0,False,
10,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-28T20:03:33.374940-04:00,1787961813,374923925,1787961813374923925,226.355394,,,,61568,61567,1,0,0,61568,AxisTarget,1,False,True,True,False,-0.000345,-90.002327,89.997414,-0.004832,1.583168,-0.001421,674.502808,-2.326788,880.3078,0.000423,1.220306,0.005924,15188,False,True,44,0,False,
11,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-28T20:03:33.500269-04:00,1787961813,500245552,1787961813500245552,125.321627,,,,61569,61568,1,0,0,61569,AxisTarget,1,False,True,True,False,-0.000764,-90.005043,89.99469,-0.004723,3.201473,-0.002827,674.113281,-2.321227,873.892395,0.000973,2.833078,0.007222,15188,False,True,44,0,False,
12,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-28T20:03:33.624590-04:00,1787961813,624566934,1787961813624566934,124.321382,,,,61570,61569,1,0,0,61570,AxisTarget,1,False,True,True,False,-0.001183,-90.007759,89.991875,-0.004611,4.769203,-0.004189,673.562805,-2.315873,867.689575,0.001501,4.395452,0.008484,15188,False,True,44,0,False,
13,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-28T20:03:33.748570-04:00,1787961813,748538836,1787961813748538836,123.971902,,,,61571,61570,1,0,0,61571,AxisTarget,1,False,True,True,False,-0.001589,-90.010391,89.989151,-0.004502,6.336934,-0.005551,672.842346,-2.310557,861.503479,0.002023,5.957825,0.009748,15188,False,True,44,0,False,
14,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-28T20:03:33.965108-04:00,1787961813,965090576,1787961813965090576,216.55174,,,,61572,61571,1,0,0,61572,AxisTarget,1,False,True,True,False,-0.002296,-90.014977,89.984406,-0.004313,9.067818,-0.007924,671.182922,-2.301398,850.78125,0.00292,8.679378,0.011957,15189,False,True,44,0,False,
15,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-28T20:03:34.093467-04:00,1787961814,93448878,1787961814093448878,128.358302,,,,61573,61572,1,0,0,61573,AxisTarget,1,False,True,True,False,-0.002702,-90.017609,89.981674,-0.004205,10.635548,-0.009286,669.999329,-2.296204,844.664551,0.003428,10.24175,0.013228,15189,False,True,44,0,False,
16,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-28T20:03:34.216764-04:00,1787961814,216754201,1787961814216754201,123.305323,,,,61574,61573,1,0,0,61574,AxisTarget,1,False,True,True,False,-0.003107,-90.020325,89.978867,-0.004092,12.25385,-0.010692,668.60199,-2.290897,838.386169,0.003947,11.854522,0.014543,15189,False,True,44,0,False,
17,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-28T20:03:34.336679-04:00,1787961814,336672007,1787961814336672007,119.917806,,,,61575,61574,1,0,0,61575,AxisTarget,1,False,True,True,False,-0.003513,-90.022865,89.976227,-0.003987,13.771008,-0.01201,667.079224,-2.285812,832.34314,0.004445,13.416894,0.015819,15189,False,True,44,0,False,
