receive_index,topic_name,message_type,receive_wall_time_iso8601,receive_ros_time_sec,receive_ros_time_nanosec,receive_ros_time_ns,delta_receive_ms,source_stamp_sec,source_stamp_nanosec,source_stamp_ns,sequence,prev_sequence,delta_seq,sequence_gap,estimated_missing,seq,mode,status,move_ready,limits_ok,delta_ok,move_executed,axis_actual.A1,axis_actual.A2,axis_actual.A3,axis_actual.A4,axis_actual.A5,axis_actual.A6,position_actual.X,position_actual.Y,position_actual.Z,position_actual.A,position_actual.B,position_actual.C,rx_counter,bridge_safe_mode,bridge_allow_motion,batch_seq,batch_consumed,batch_active,unmapped_json
1,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-09-02T10:00:48.001821-04:00,1788357648,1797930,1788357648001797930,,,,,343,,,0,0,343,AxisTarget,1,True,True,True,False,0.468665,-90.0,90.000916,-0.00497,-0.003953,0.000101,524.982971,-4.294324,889.997498,57.60125,89.994263,58.069912,108,False,True,0,0,False,
2,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-09-02T10:00:48.163311-04:00,1788357648,163296991,1788357648163296991,161.499061,,,,344,343,1,0,0,344,AxisTarget,1,True,True,True,False,0.468665,-90.0,90.000916,-0.00497,-0.003953,0.000101,524.982971,-4.294324,889.997498,57.60125,89.994263,58.069912,108,False,True,0,0,False,
3,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-09-02T10:00:48.249275-04:00,1788357648,249254055,1788357648249254055,85.957064,,,,345,344,1,0,0,345,AxisTarget,1,True,True,True,False,0.468665,-90.0,90.000916,-0.00497,-0.003953,0.000101,524.982971,-4.294324,889.997498,57.60125,89.994263,58.069912,108,False,True,0,0,False,
4,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-09-02T10:00:48.472144-04:00,1788357648,472123980,1788357648472123980,222.869925,,,,346,345,1,0,0,346,AxisTarget,1,True,True,True,False,0.468665,-90.0,90.000916,-0.00497,-0.003953,0.000101,524.982971,-4.294324,889.997498,57.60125,89.994263,58.069912,109,False,True,0,0,False,
5,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-09-02T10:00:48.597715-04:00,1788357648,597685810,1788357648597685810,125.56183,,,,347,346,1,0,0,347,AxisTarget,1,True,True,True,False,0.468665,-90.0,90.000916,-0.00497,-0.003953,0.000101,524.982971,-4.294324,889.997498,57.60125,89.994263,58.069912,109,False,True,0,0,False,
6,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-09-02T10:00:48.729639-04:00,1788357648,729609041,1788357648729609041,131.923231,,,,348,347,1,0,0,348,AxisTarget,1,True,True,True,False,0.468665,-90.0,90.000916,-0.00497,-0.003953,0.000101,524.982971,-4.294324,889.997498,57.60125,89.994263,58.069912,109,False,True,0,0,False,
7,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-09-02T10:00:48.849237-04:00,1788357648,849228175,1788357648849228175,119.619134,,,,349,348,1,0,0,349,AxisTarget,1,True,True,True,False,0.468665,-90.0,90.000916,-0.00497,-0.003953,0.000101,524.982971,-4.294324,889.997498,57.60125,89.994263,58.069912,109,False,True,0,0,False,
8,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-09-02T10:00:49.080915-04:00,1788357649,80909564,1788357649080909564,231.681389,,,,350,349,1,0,0,350,AxisTarget,1,True,True,True,False,0.468665,-90.0,90.000916,-0.00497,-0.003953,0.000101,524.982971,-4.294324,889.997498,57.60125,89.994263,58.069912,110,False,True,0,0,False,
9,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-09-02T10:00:49.205050-04:00,1788357649,205044116,1788357649205044116,124.134552,,,,351,350,1,0,0,351,AxisTarget,1,True,True,True,False,0.468665,-90.0,90.000916,-0.00497,-0.003953,0.000101,524.982971,-4.294324,889.997498,57.60125,89.994263,58.069912,110,False,True,0,0,False,
10,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-09-02T10:00:49.335984-04:00,1788357649,335969176,1788357649335969176,130.92506,,,,352,351,1,0,0,352,AxisTarget,1,True,True,True,False,0.468665,-90.0,90.000916,-0.00497,-0.003953,0.000101,524.982971,-4.294324,889.997498,57.60125,89.994263,58.069912,110,False,True,0,0,False,
11,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-09-02T10:00:49.465041-04:00,1788357649,465035185,1788357649465035185,129.066009,,,,353,352,1,0,0,353,AxisTarget,1,True,True,True,False,0.468665,-90.0,90.000916,-0.00497,-0.003953,0.000101,524.982971,-4.294324,889.997498,57.60125,89.994263,58.069912,110,False,True,0,0,False,
12,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-09-02T10:00:49.689069-04:00,1788357649,689062183,1788357649689062183,224.026998,,,,354,353,1,0,0,354,AxisTarget,1,True,True,True,False,0.468665,-90.0,90.000916,-0.00497,-0.003953,0.000101,524.982971,-4.294324,889.997498,57.60125,89.994263,58.069912,111,False,True,0,0,False,
13,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-09-02T10:00:49.815874-04:00,1788357649,815866227,1788357649815866227,126.804044,,,,355,354,1,0,0,355,AxisTarget,1,True,True,True,False,0.468665,-90.0,90.000916,-0.00497,-0.003953,0.000101,524.982971,-4.294324,889.997498,57.60125,89.994263,58.069912,111,False,True,0,0,False,
14,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-09-02T10:00:49.945266-04:00,1788357649,945260919,1788357649945260919,129.394692,,,,356,355,1,0,0,356,AxisTarget,1,True,True,True,False,0.468665,-90.0,90.000916,-0.00497,-0.003953,0.000101,524.982971,-4.294324,889.997498,57.60125,89.994263,58.069912,111,False,True,0,0,False,
15,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-09-02T10:00:50.072249-04:00,1788357650,72224134,1788357650072224134,126.963215,,,,357,356,1,0,0,357,AxisTarget,1,True,True,True,False,0.468665,-90.0,90.000916,-0.00497,-0.003953,0.000101,524.982971,-4.294324,889.997498,57.60125,89.994263,58.069912,111,False,True,0,0,False,
16,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-09-02T10:00:50.296190-04:00,1788357650,296157578,1788357650296157578,223.933444,,,,358,357,1,0,0,358,AxisTarget,1,True,True,True,False,0.468665,-90.0,90.000916,-0.00497,-0.003953,0.000101,524.982971,-4.294324,889.997498,57.60125,89.994263,58.069912,112,False,True,0,0,False,
17,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-09-02T10:00:50.419221-04:00,1788357650,419214977,1788357650419214977,123.057399,,,,359,358,1,0,0,359,AxisTarget,1,True,True,True,False,0.468665,-90.0,90.000916,-0.00497,-0.003953,0.000101,524.982971,-4.294324,889.997498,57.60125,89.994263,58.069912,112,False,True,0,0,False,
18,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-09-02T10:00:50.550388-04:00,1788357650,550366044,1788357650550366044,131.151067,,,,360,359,1,0,0,360,AxisTarget,1,True,True,True,False,0.468665,-90.0,90.000916,-0.00497,-0.003953,0.000101,524.982971,-4.294324,889.997498,57.60125,89.994263,58.069912,112,False,True,0,0,False,
