receive_index,topic_name,message_type,receive_wall_time_iso8601,receive_ros_time_sec,receive_ros_time_nanosec,receive_ros_time_ns,delta_receive_ms,source_stamp_sec,source_stamp_nanosec,source_stamp_ns,sequence,prev_sequence,delta_seq,sequence_gap,estimated_missing,seq,mode,status,move_ready,limits_ok,delta_ok,move_executed,axis_actual.A1,axis_actual.A2,axis_actual.A3,axis_actual.A4,axis_actual.A5,axis_actual.A6,position_actual.X,position_actual.Y,position_actual.Z,position_actual.A,position_actual.B,position_actual.C,rx_counter,bridge_safe_mode,bridge_allow_motion,unmapped_json
1,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-22T10:37:49.106756-04:00,1787409469,106735161,1787409469106735161,,,,,5839,,,0,0,5839,AxisTarget,1,False,False,False,False,0.0,-90.0,90.0,-0.004938,-0.003916,1e-06,674.677551,-2.331047,885.201538,-1e-06,-0.008562,0.004937,1462,False,True,
2,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-22T10:37:49.304181-04:00,1787409469,304150997,1787409469304150997,197.415836,,,,5840,5839,1,0,0,5840,AxisTarget,1,False,False,False,False,0.0,-90.0,90.0,-0.004938,-0.003916,1e-06,674.677551,-2.331047,885.201538,-1e-06,-0.008562,0.004937,1463,False,True,
3,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-22T10:37:49.423641-04:00,1787409469,423627074,1787409469423627074,119.476077,,,,5841,5840,1,0,0,5841,AxisTarget,1,False,False,False,False,0.0,-90.0,90.0,-0.004938,-0.003916,1e-06,674.677551,-2.331047,885.201538,-1e-06,-0.008562,0.004937,1463,False,True,
4,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-22T10:37:49.538402-04:00,1787409469,538393221,1787409469538393221,114.766147,,,,5842,5841,1,0,0,5842,AxisTarget,1,False,False,False,False,0.0,-90.0,90.0,-0.004938,-0.003916,1e-06,674.677551,-2.331047,885.201538,-1e-06,-0.008562,0.004937,1463,False,True,
5,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-22T10:37:49.663764-04:00,1787409469,663749534,1787409469663749534,125.356313,,,,5843,5842,1,0,0,5843,AxisTarget,1,False,False,False,False,0.0,-90.0,90.0,-0.004938,-0.003916,1e-06,674.677551,-2.331047,885.201538,-1e-06,-0.008562,0.004937,1463,False,True,
6,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-22T10:37:49.844734-04:00,1787409469,844712742,1787409469844712742,180.963208,,,,5844,5843,1,0,0,5844,AxisTarget,1,False,False,False,False,0.0,-90.0,90.0,-0.004938,-0.003916,1e-06,674.677551,-2.331047,885.201538,-1e-06,-0.008562,0.004937,1464,False,True,
7,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-22T10:37:49.956471-04:00,1787409469,956459537,1787409469956459537,111.746795,,,,5845,5844,1,0,0,5845,AxisTarget,1,False,False,False,False,0.0,-90.0,90.0,-0.004938,-0.003916,1e-06,674.677551,-2.331047,885.201538,-1e-06,-0.008562,0.004937,1464,False,True,
8,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-22T10:37:50.068599-04:00,1787409470,68588473,1787409470068588473,112.128936,,,,5846,5845,1,0,0,5846,AxisTarget,1,False,False,False,False,0.0,-90.0,90.0,-0.004938,-0.003916,1e-06,674.677551,-2.331047,885.201538,-1e-06,-0.008562,0.004937,1464,False,True,
9,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-22T10:37:50.177844-04:00,1787409470,177838262,1787409470177838262,109.249789,,,,5847,5846,1,0,0,5847,AxisTarget,1,False,False,False,False,0.0,-90.0,90.0,-0.004938,-0.003916,1e-06,674.677551,-2.331047,885.201538,-1e-06,-0.008562,0.004937,1464,False,True,
10,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-22T10:37:50.352824-04:00,1787409470,352812661,1787409470352812661,174.974399,,,,5848,5847,1,0,0,5848,AxisTarget,1,False,False,False,False,0.0,-90.0,90.0,-0.004938,-0.003916,1e-06,674.677551,-2.331047,885.201538,-1e-06,-0.008562,0.004937,1465,False,True,
