receive_index,topic_name,message_type,receive_wall_time_iso8601,receive_ros_time_sec,receive_ros_time_nanosec,receive_ros_time_ns,delta_receive_ms,source_stamp_sec,source_stamp_nanosec,source_stamp_ns,sequence,prev_sequence,delta_seq,sequence_gap,estimated_missing,seq,mode,status,move_ready,limits_ok,delta_ok,move_executed,axis_actual.A1,axis_actual.A2,axis_actual.A3,axis_actual.A4,axis_actual.A5,axis_actual.A6,position_actual.X,position_actual.Y,position_actual.Z,position_actual.A,position_actual.B,position_actual.C,rx_counter,bridge_safe_mode,bridge_allow_motion,unmapped_json
1,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-19T21:32:26.659337-04:00,1787189546,659326718,1787189546659326718,,,,,4050,,,0,0,4050,AxisTarget,1,False,True,True,False,0.0,-90.104935,90.104836,-0.004938,89.204506,1e-06,442.542267,-2.311661,660.277893,0.353544,89.199745,0.353577,1013,False,True,
2,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-19T21:32:26.771083-04:00,1787189546,771069533,1787189546771069533,111.742815,,,,4051,4050,1,0,0,4051,AxisTarget,1,False,True,True,False,0.0,-90.104935,90.104836,-0.004938,89.204506,1e-06,442.542267,-2.311661,660.277893,0.353544,89.199745,0.353577,1013,False,True,
3,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-19T21:32:26.879080-04:00,1787189546,879047984,1787189546879047984,107.978451,,,,4052,4051,1,0,0,4052,AxisTarget,1,False,True,True,False,0.0,-90.104935,90.104836,-0.004938,89.204506,1e-06,442.542267,-2.311661,660.277893,0.353544,89.199745,0.353577,1013,False,True,
4,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-19T21:32:26.992078-04:00,1787189546,992071909,1787189546992071909,113.023925,,,,4053,4052,1,0,0,4053,AxisTarget,1,False,True,True,False,0.0,-90.104935,90.104836,-0.004938,89.204506,1e-06,442.542267,-2.311661,660.277893,0.353544,89.199745,0.353577,1013,False,True,
5,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-19T21:32:27.171597-04:00,1787189547,171588468,1787189547171588468,179.516559,,,,4054,4053,1,0,0,4054,AxisTarget,1,False,True,True,False,0.0,-90.104935,90.104836,-0.004938,89.204506,1e-06,442.542267,-2.311661,660.277893,0.353544,89.199745,0.353577,1014,False,True,
6,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-19T21:32:27.283340-04:00,1787189547,283328217,1787189547283328217,111.739749,,,,4055,4054,1,0,0,4055,AxisTarget,1,False,True,True,False,0.0,-90.104935,90.104836,-0.004938,89.204506,1e-06,442.542267,-2.311661,660.277893,0.353544,89.199745,0.353577,1014,False,True,
7,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-19T21:32:27.395008-04:00,1787189547,394997753,1787189547394997753,111.669536,,,,4056,4055,1,0,0,4056,AxisTarget,1,False,True,True,False,0.0,-90.104935,90.104836,-0.004938,89.204506,1e-06,442.542267,-2.311661,660.277893,0.353544,89.199745,0.353577,1014,False,True,
8,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-19T21:32:27.503098-04:00,1787189547,503086693,1787189547503086693,108.08894,,,,4057,4056,1,0,0,4057,AxisTarget,1,False,True,True,False,0.0,-90.104935,90.104836,-0.004938,89.204506,1e-06,442.542267,-2.311661,660.277893,0.353544,89.199745,0.353577,1014,False,True,
9,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-19T21:32:27.680140-04:00,1787189547,680135338,1787189547680135338,177.048645,,,,4058,4057,1,0,0,4058,AxisTarget,1,False,True,True,False,0.0,-90.104935,90.104836,-0.004938,89.204506,1e-06,442.542267,-2.311661,660.277893,0.353544,89.199745,0.353577,1015,False,True,
10,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-19T21:32:27.787331-04:00,1787189547,787303869,1787189547787303869,107.168531,,,,4059,4058,1,0,0,4059,AxisTarget,1,False,True,True,False,0.0,-90.104935,90.104836,-0.004938,89.204506,1e-06,442.542267,-2.311661,660.277893,0.353544,89.199745,0.353577,1015,False,True,
11,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-19T21:32:27.903713-04:00,1787189547,903702772,1787189547903702772,116.398903,,,,4060,4059,1,0,0,4060,AxisTarget,1,False,True,True,False,0.0,-90.104935,90.104836,-0.004938,89.204506,1e-06,442.542267,-2.311661,660.277893,0.353544,89.199745,0.353577,1015,False,True,
