receive_index,topic_name,message_type,receive_wall_time_iso8601,receive_ros_time_sec,receive_ros_time_nanosec,receive_ros_time_ns,delta_receive_ms,source_stamp_sec,source_stamp_nanosec,source_stamp_ns,sequence,prev_sequence,delta_seq,sequence_gap,estimated_missing,seq,mode,status,move_ready,limits_ok,delta_ok,move_executed,axis_actual.A1,axis_actual.A2,axis_actual.A3,axis_actual.A4,axis_actual.A5,axis_actual.A6,position_actual.X,position_actual.Y,position_actual.Z,position_actual.A,position_actual.B,position_actual.C,rx_counter,bridge_safe_mode,bridge_allow_motion,batch_seq,batch_consumed,batch_active,unmapped_json
1,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-31T20:15:02.031051-04:00,1788221702,31039476,1788221702031039476,,,,,15640,,,0,0,15640,AxisTarget,1,False,True,True,False,0.1935,-90.180397,89.82,0.0672,-0.0103,-0.0852,523.33429,-1.767401,893.156494,2.586455,89.628868,2.779885,4223,False,True,11,133,False,
2,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-31T20:15:02.157717-04:00,1788221702,157704924,1788221702157704924,126.665448,,,,15641,15640,1,0,0,15641,AxisTarget,1,False,True,True,False,0.1935,-90.180397,89.82,0.0672,-0.0103,-0.0852,523.33429,-1.767401,893.156494,2.586455,89.628868,2.779885,4223,False,True,11,133,False,
3,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-31T20:15:02.284593-04:00,1788221702,284584451,1788221702284584451,126.879527,,,,15642,15641,1,0,0,15642,AxisTarget,1,False,True,True,False,0.1935,-90.180397,89.82,0.0672,-0.0103,-0.0852,523.33429,-1.767401,893.156494,2.586455,89.628868,2.779885,4223,False,True,11,133,False,
4,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-31T20:15:02.409860-04:00,1788221702,409844729,1788221702409844729,125.260278,,,,15643,15642,1,0,0,15643,AxisTarget,1,False,True,True,False,0.1935,-90.180397,89.82,0.0672,-0.0103,-0.0852,523.33429,-1.767401,893.156494,2.586455,89.628868,2.779885,4223,False,True,11,133,False,
5,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-31T20:15:02.629556-04:00,1788221702,629550369,1788221702629550369,219.70564,,,,15644,15643,1,0,0,15644,AxisTarget,1,False,True,True,False,0.1935,-90.180397,89.82,0.0672,-0.0103,-0.0852,523.33429,-1.767401,893.156494,2.586455,89.628868,2.779885,4224,False,True,11,133,False,
6,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-31T20:15:02.753892-04:00,1788221702,753883328,1788221702753883328,124.332959,,,,15645,15644,1,0,0,15645,AxisTarget,1,False,True,True,False,0.1935,-90.180397,89.82,0.0672,-0.0103,-0.0852,523.33429,-1.767401,893.156494,2.586455,89.628868,2.779885,4224,False,True,11,133,False,
7,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-31T20:15:02.880713-04:00,1788221702,880707760,1788221702880707760,126.824432,,,,15646,15645,1,0,0,15646,AxisTarget,1,False,True,True,False,0.1935,-90.180397,89.82,0.0672,-0.0103,-0.0852,523.33429,-1.767401,893.156494,2.586455,89.628868,2.779885,4224,False,True,11,133,False,
8,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-31T20:15:03.007359-04:00,1788221703,7341307,1788221703007341307,126.633547,,,,15647,15646,1,0,0,15647,AxisTarget,1,False,True,True,False,0.1935,-90.180397,89.82,0.0672,-0.0103,-0.0852,523.33429,-1.767401,893.156494,2.586455,89.628868,2.779885,4224,False,True,11,133,False,
9,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-31T20:15:03.230177-04:00,1788221703,230145231,1788221703230145231,222.803924,,,,15648,15647,1,0,0,15648,AxisTarget,1,False,True,True,False,0.1935,-90.180397,89.82,0.0672,-0.0103,-0.0852,523.33429,-1.767401,893.156494,2.586455,89.628868,2.779885,4225,False,True,11,133,False,
10,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-31T20:15:03.358073-04:00,1788221703,358058641,1788221703358058641,127.91341,,,,15649,15648,1,0,0,15649,AxisTarget,1,False,True,True,False,0.1935,-90.180397,89.82,0.0672,-0.0103,-0.0852,523.33429,-1.767401,893.156494,2.586455,89.628868,2.779885,4225,False,True,11,133,False,
