receive_index,topic_name,message_type,receive_wall_time_iso8601,receive_ros_time_sec,receive_ros_time_nanosec,receive_ros_time_ns,delta_receive_ms,source_stamp_sec,source_stamp_nanosec,source_stamp_ns,sequence,prev_sequence,delta_seq,sequence_gap,estimated_missing,seq,mode,status,move_ready,limits_ok,delta_ok,move_executed,axis_actual.A1,axis_actual.A2,axis_actual.A3,axis_actual.A4,axis_actual.A5,axis_actual.A6,position_actual.X,position_actual.Y,position_actual.Z,position_actual.A,position_actual.B,position_actual.C,bridge_safe_mode,bridge_allow_motion,unmapped_json
1,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T21:32:48.676686-04:00,1787103168,676680901,1787103168676680901,,,,,22004,,,0,0,22004,CartesianTarget,1,False,True,True,False,-0.169445,-89.992317,89.993774,0.942706,90.001305,-0.380672,445.059998,0.0,810.000122,179.788803,0.0035,-179.057297,False,True,
2,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T21:32:48.830712-04:00,1787103168,830679989,1787103168830679989,153.999088,,,,22005,22004,1,0,0,22005,AxisTarget,1,False,True,False,False,-0.169445,-89.992317,89.993774,0.942706,90.001305,-0.380672,445.059998,0.0,810.000122,179.788803,0.0035,-179.057297,False,True,
3,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T21:32:48.942497-04:00,1787103168,942477458,1787103168942477458,111.797469,,,,22006,22005,1,0,0,22006,AxisTarget,1,False,True,False,False,-0.169445,-89.992317,89.993774,0.942706,90.001305,-0.380672,445.059998,0.0,810.000122,179.788803,0.0035,-179.057297,False,True,
4,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T21:32:49.050033-04:00,1787103169,50015127,1787103169050015127,107.537669,,,,22007,22006,1,0,0,22007,AxisTarget,1,False,True,False,False,-0.169445,-89.992317,89.993774,0.942706,90.001305,-0.380672,445.059998,0.0,810.000122,179.788803,0.0035,-179.057297,False,True,
5,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T21:32:49.153662-04:00,1787103169,153656464,1787103169153656464,103.641337,,,,22008,22007,1,0,0,22008,AxisTarget,1,False,True,False,False,-0.169445,-89.992317,89.993774,0.942706,90.001305,-0.380672,445.059998,0.0,810.000122,179.788803,0.0035,-179.057297,False,True,
6,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T21:32:49.264734-04:00,1787103169,264722050,1787103169264722050,111.065586,,,,22009,22008,1,0,0,22009,AxisTarget,1,False,True,False,False,-0.169445,-89.992317,89.993774,0.942706,90.001305,-0.380672,445.059998,0.0,810.000122,179.788803,0.0035,-179.057297,False,True,
7,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T21:32:49.429646-04:00,1787103169,429627793,1787103169429627793,164.905743,,,,22010,22009,1,0,0,22010,AxisTarget,1,False,True,False,False,-0.169445,-89.992317,89.993774,0.942706,90.001305,-0.380672,445.059998,0.0,810.000122,179.788803,0.0035,-179.057297,False,True,
8,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T21:32:49.538039-04:00,1787103169,538023842,1787103169538023842,108.396049,,,,22011,22010,1,0,0,22011,AxisTarget,1,False,True,False,False,-0.169445,-89.992317,89.993774,0.942706,90.001305,-0.380672,445.059998,0.0,810.000122,179.788803,0.0035,-179.057297,False,True,
9,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T21:32:49.649519-04:00,1787103169,649509106,1787103169649509106,111.485264,,,,22012,22011,1,0,0,22012,AxisTarget,1,False,True,False,False,-0.169445,-89.992317,89.993774,0.942706,90.001305,-0.380672,445.059998,0.0,810.000122,179.788803,0.0035,-179.057297,False,True,
10,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T21:32:49.757706-04:00,1787103169,757694696,1787103169757694696,108.18559,,,,22013,22012,1,0,0,22013,AxisTarget,1,False,True,False,False,-0.169445,-89.992317,89.993774,0.942706,90.001305,-0.380672,445.059998,0.0,810.000122,179.788803,0.0035,-179.057297,False,True,
11,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T21:32:49.863845-04:00,1787103169,863829556,1787103169863829556,106.13486,,,,22014,22013,1,0,0,22014,AxisTarget,1,False,True,False,False,-0.169445,-89.992317,89.993774,0.942706,90.001305,-0.380672,445.059998,0.0,810.000122,179.788803,0.0035,-179.057297,False,True,
12,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T21:32:50.022493-04:00,1787103170,22481868,1787103170022481868,158.652312,,,,22015,22014,1,0,0,22015,AxisTarget,1,False,True,False,False,-0.169445,-89.992317,89.993774,0.942706,90.001305,-0.380672,445.059998,0.0,810.000122,179.788803,0.0035,-179.057297,False,True,
13,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T21:32:50.129621-04:00,1787103170,129615090,1787103170129615090,107.133222,,,,22016,22015,1,0,0,22016,AxisTarget,1,False,True,False,False,-0.169445,-89.992317,89.993774,0.942706,90.001305,-0.380672,445.059998,0.0,810.000122,179.788803,0.0035,-179.057297,False,True,
14,/kuka/axis_move/feedback_json,std_msgs/msg/String,2026-08-18T21:32:50.242257-04:00,1787103170,242250882,1787103170242250882,112.635792,,,,22017,22016,1,0,0,22017,AxisTarget,1,False,True,False,False,-0.169445,-89.992317,89.993774,0.942706,90.001305,-0.380672,445.059998,0.0,810.000122,179.788803,0.0035,-179.057297,False,True,
